"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio","genes"
"26","MF","GO:0004601","peroxidase activity",44,1,0.04,30,0.0377,0.0377,0.0227272727272727,"Hbb-bs"
"27","MF","GO:0016684","oxidoreductase activity, acting on perox...",48,1,0.04,31,0.0411,0.0411,0.0208333333333333,"Hbb-bs"
"28","MF","GO:0008028","monocarboxylic acid transmembrane transp...",49,1,0.04,32,0.0419,0.0419,0.0204081632653061,"Slc16a11"
"29","MF","GO:0032934","sterol binding",49,1,0.04,33,0.0419,0.0419,0.0204081632653061,"Apoe"
"30","MF","GO:0099516","ion antiporter activity",52,1,0.05,34,0.0444,0.0444,0.0192307692307692,"Slc4a3"
"31","MF","GO:0048018","receptor ligand activity",391,2,0.34,35,0.0447,0.0447,0.0051150895140665,"Il12b, Nrg1"
"32","MF","GO:0004869","cysteine-type endopeptidase inhibitor ac...",53,1,0.05,36,0.0453,0.0453,0.0188679245283019,"Cst3"
"33","MF","GO:0005543","phospholipid binding",407,2,0.36,37,0.048,0.048,0.00491400491400491,"Thy1, Apoe"
"34","MF","GO:0030545","receptor regulator activity",421,2,0.37,38,0.051,0.051,0.00475059382422803,"Il12b, Nrg1"
"35","MF","GO:0005080","protein kinase C binding",61,1,0.05,39,0.0519,0.0519,0.0163934426229508,"Srsf2"
"36","MF","GO:0005215","transporter activity",1055,3,0.92,40,0.0607,0.0607,0.0028436018957346,"Apoe, Slc4a3, Slc16a11"
"37","MF","GO:0030971","receptor tyrosine kinase binding",73,1,0.06,41,0.0619,0.0619,0.0136986301369863,"Nrg1"
"38","MF","GO:0030295","protein kinase activator activity",75,1,0.07,42,0.0635,0.0635,0.0133333333333333,"Nrg1"
"39","MF","GO:0042802","identical protein binding",1795,4,1.57,43,0.0641,0.0641,0.00222841225626741,"Il12b, Cst3, Robo2, Apoe"
"40","MF","GO:0015297","antiporter activity",76,1,0.07,44,0.0643,0.0643,0.0131578947368421,"Slc4a3"
"41","MF","GO:0043178","alcohol binding",79,1,0.07,45,0.0668,0.0668,0.0126582278481013,"Apoe"
"42","MF","GO:0019209","kinase activator activity",81,1,0.07,46,0.0684,0.0684,0.0123456790123457,"Nrg1"
"43","MF","GO:0004896","cytokine receptor activity",87,1,0.08,47,0.0733,0.0733,0.0114942528735632,"Il12b"
"44","MF","GO:0005496","steroid binding",92,1,0.08,48,0.0774,0.0774,0.0108695652173913,"Apoe"
"45","MF","GO:1990782","protein tyrosine kinase binding",100,1,0.09,49,0.0838,0.0838,0.01,"Nrg1"
"46","MF","GO:0019955","cytokine binding",116,1,0.1,50,0.0966,0.0966,0.00862068965517241,"Il12b"
"47","MF","GO:0005178","integrin binding",128,1,0.11,51,0.1061,0.1061,0.0078125,"Thy1"
"48","MF","GO:0015103","inorganic anion transmembrane transporte...",129,1,0.11,52,0.1069,0.1069,0.00775193798449612,"Slc4a3"
"49","MF","GO:0005319","lipid transporter activity",130,1,0.11,53,0.1076,0.1076,0.00769230769230769,"Apoe"
"50","MF","GO:0008083","growth factor activity",133,1,0.12,54,0.11,0.11,0.0075187969924812,"Il12b"
"51","MF","GO:0002020","protease binding",135,1,0.12,55,0.1116,0.1116,0.00740740740740741,"Cst3"
"52","MF","GO:0015293","symporter activity",138,1,0.12,56,0.1139,0.1139,0.0072463768115942,"Slc16a11"
"53","MF","GO:0005342","organic acid transmembrane transporter a...",142,1,0.12,57,0.117,0.117,0.00704225352112676,"Slc16a11"
"54","MF","GO:0046943","carboxylic acid transmembrane transporte...",142,1,0.12,58,0.117,0.117,0.00704225352112676,"Slc16a11"
"55","MF","GO:0008201","heparin binding",144,1,0.13,59,0.1186,0.1186,0.00694444444444444,"Apoe"
"56","MF","GO:0005125","cytokine activity",155,1,0.14,60,0.1271,0.1271,0.00645161290322581,"Il12b"
"57","MF","GO:0019887","protein kinase regulator activity",156,1,0.14,61,0.1278,0.1278,0.00641025641025641,"Nrg1"
"58","MF","GO:0004866","endopeptidase inhibitor activity",157,1,0.14,62,0.1286,0.1286,0.00636942675159236,"Cst3"
"59","MF","GO:0030414","peptidase inhibitor activity",165,1,0.14,63,0.1347,0.1347,0.00606060606060606,"Cst3"
"60","MF","GO:0061135","endopeptidase regulator activity",165,1,0.14,64,0.1347,0.1347,0.00606060606060606,"Cst3"
"61","MF","GO:0015318","inorganic molecular entity transmembrane...",762,2,0.66,65,0.1411,0.1411,0.0026246719160105,"Slc4a3, Slc16a11"
"62","MF","GO:0019207","kinase regulator activity",186,1,0.16,66,0.1506,0.1506,0.00537634408602151,"Nrg1"
"63","MF","GO:0005539","glycosaminoglycan binding",192,1,0.17,67,0.1551,0.1551,0.00520833333333333,"Apoe"
"64","MF","GO:0061134","peptidase regulator activity",197,1,0.17,68,0.1588,0.1588,0.0050761421319797,"Cst3"
"65","MF","GO:0015075","ion transmembrane transporter activity",821,2,0.72,69,0.1591,0.1591,0.00243605359317905,"Slc4a3, Slc16a11"
"66","MF","GO:0008514","organic anion transmembrane transporter ...",200,1,0.17,70,0.161,0.161,0.005,"Slc16a11"
"67","MF","GO:0042803","protein homodimerization activity",894,2,0.78,71,0.1819,0.1819,0.00223713646532438,"Il12b, Apoe"
"68","MF","GO:0005096","GTPase activator activity",235,1,0.21,72,0.1866,0.1866,0.00425531914893617,"Thy1"
"69","MF","GO:1901681","sulfur compound binding",236,1,0.21,73,0.1873,0.1873,0.00423728813559322,"Apoe"
"70","MF","GO:0050839","cell adhesion molecule binding",237,1,0.21,74,0.188,0.188,0.00421940928270042,"Thy1"
"71","MF","GO:0035091","phosphatidylinositol binding",247,1,0.22,75,0.1951,0.1951,0.00404858299595142,"Thy1"
"72","MF","GO:0098772","molecular function regulator",1565,5,1.37,5,0.1961,0.0088,0.00319488817891374,"Thy1, Il12b, Cst3, Apoe, Nrg1"
"73","MF","GO:0030695","GTPase regulator activity",253,1,0.22,76,0.1994,0.1994,0.00395256916996047,"Thy1"
"74","MF","GO:0005126","cytokine receptor binding",253,1,0.22,77,0.1994,0.1994,0.00395256916996047,"Il12b"
"75","MF","GO:0016791","phosphatase activity",254,1,0.22,78,0.2001,0.2001,0.00393700787401575,"Inpp4b"
"76","MF","GO:0022857","transmembrane transporter activity",974,2,0.85,79,0.2076,0.2076,0.00205338809034908,"Slc4a3, Slc16a11"
"77","MF","GO:0060589","nucleoside-triphosphatase regulator acti...",291,1,0.25,80,0.2259,0.2259,0.00343642611683849,"Thy1"
"78","MF","GO:0004857","enzyme inhibitor activity",326,1,0.28,81,0.2496,0.2496,0.00306748466257669,"Cst3"
"79","MF","GO:0005515","protein binding",8273,9,7.22,82,0.2589,0.2589,0.00108787622386075,"Thy1, Il12b, Cst3, Robo2, Apoe, Srsf2, Nrg1, Hbb-bs, Slc4a3"
"80","MF","GO:0042578","phosphoric ester hydrolase activity",343,1,0.3,83,0.2609,0.2609,0.00291545189504373,"Inpp4b"
"81","MF","GO:0044877","protein-containing complex binding",1185,2,1.03,84,0.277,0.277,0.00168776371308017,"Thy1, Apoe"
"82","MF","GO:0004888","transmembrane signaling receptor activit...",1212,2,1.06,85,0.286,0.286,0.00165016501650165,"Il12b, Robo2"
"83","MF","GO:0030234","enzyme regulator activity",894,4,0.78,4,0.2861,0.0064,0.00447427293064877,"Thy1, Cst3, Apoe, Nrg1"
"84","MF","GO:0046983","protein dimerization activity",1311,2,1.14,86,0.3189,0.3189,0.0015255530129672,"Il12b, Apoe"
"85","MF","GO:0003712","transcription coregulator activity",442,1,0.39,87,0.3233,0.3233,0.00226244343891403,"Nrg1"
"86","MF","GO:0038023","signaling receptor activity",1383,2,1.21,88,0.3427,0.3427,0.00144613159797542,"Il12b, Robo2"
"87","MF","GO:0060089","molecular transducer activity",1432,2,1.25,89,0.3588,0.3588,0.00139664804469274,"Il12b, Robo2"
"88","MF","GO:0046982","protein heterodimerization activity",520,1,0.45,90,0.369,0.369,0.00192307692307692,"Il12b"
"89","MF","GO:0005198","structural molecule activity",568,1,0.5,91,0.3957,0.3957,0.00176056338028169,"Krt12"
"90","MF","GO:0016788","hydrolase activity, acting on ester bond...",689,1,0.6,92,0.4583,0.4583,0.00145137880986938,"Inpp4b"
"91","MF","GO:0016491","oxidoreductase activity",714,1,0.62,93,0.4705,0.4705,0.00140056022408964,"Hbb-bs"
"92","MF","GO:0097367","carbohydrate derivative binding",2036,2,1.78,95,0.544,0.544,0.000982318271119843,"Thy1, Apoe"
"93","MF","GO:0008092","cytoskeletal protein binding",945,1,0.82,96,0.5713,0.5713,0.00105820105820106,"Apoe"
"94","MF","GO:0003723","RNA binding",1018,1,0.89,97,0.5992,0.5992,0.000982318271119843,"Srsf2"
"95","MF","GO:0036094","small molecule binding",2316,2,2.02,98,0.6182,0.6182,0.000863557858376511,"Apoe, Hbb-bs"
"96","MF","GO:0005488","binding",11858,11,10.35,94,0.6272,0.4788,0.000927643784786642,"Thy1, Il12b, Cst3, Robo2, Apoe, Zfp46, Srsf2, Nrg1, Inpp4b, Hbb-bs, Slc4a3"
"97","MF","GO:0140110","transcription regulator activity",1230,1,1.07,99,0.6709,0.6709,0.000813008130081301,"Nrg1"
"98","MF","GO:0043168","anion binding",2593,2,2.26,100,0.6831,0.6831,0.000771307365985345,"Thy1, Apoe"
"99","MF","GO:0003676","nucleic acid binding",2829,2,2.47,101,0.7318,0.7318,0.000706963591375044,"Zfp46, Srsf2"
"100","MF","GO:0008144","drug binding",1595,1,1.39,102,0.767,0.767,0.000626959247648903,"Hbb-bs"
"101","BP","GO:0046164","alcohol catabolic process",37,2,0.03,5,0.00047,0.00047,0.0540540540540541,"Apoe, Inpp4b"
"102","BP","GO:0050919","negative chemotaxis",44,2,0.04,8,0.00066,0.00066,0.0454545454545455,"Robo2, Nrg1"
"103","BP","GO:0045773","positive regulation of axon extension",52,2,0.05,11,0.00092,0.00092,0.0384615384615385,"Apoe, Nrg1"
"104","BP","GO:0050730","regulation of peptidyl-tyrosine phosphor...",251,3,0.22,13,0.00124,0.00124,0.0119521912350598,"Thy1, Il12b, Nrg1"
"105","BP","GO:0030336","negative regulation of cell migration",257,3,0.22,14,0.00132,0.00132,0.0116731517509728,"Thy1, Apoe, Nrg1"
"106","BP","GO:0060999","positive regulation of dendritic spine d...",63,2,0.05,15,0.00135,0.00135,0.0317460317460317,"Apoe, Nrg1"
"107","BP","GO:0043113","receptor clustering",66,2,0.06,17,0.00148,0.00148,0.0303030303030303,"Thy1, Apoe"
"108","BP","GO:0045670","regulation of osteoclast differentiation",67,2,0.06,20,0.00152,0.00152,0.0298507462686567,"Il12b, Inpp4b"
"109","BP","GO:0045859","regulation of protein kinase activity",647,4,0.56,23,0.00198,0.00198,0.00618238021638331,"Thy1, Il12b, Apoe, Nrg1"
"110","BP","GO:0046486","glycerolipid metabolic process",315,3,0.27,31,0.00237,0.00237,0.00952380952380952,"Apoe, Inpp4b, Pla2g3"
"111","BP","GO:0060840","artery development",98,2,0.09,43,0.00322,0.00322,0.0204081632653061,"Robo2, Apoe"
"112","BP","GO:0042177","negative regulation of protein catabolic...",127,2,0.11,64,0.00534,0.00534,0.015748031496063,"Cst3, Nrg1"
"113","BP","GO:0050770","regulation of axonogenesis",202,4,0.18,1,0.00568,2.3e-05,0.0198019801980198,"Thy1, Robo2, Apoe, Nrg1"
"114","BP","GO:0002683","negative regulation of immune system pro...",443,3,0.39,69,0.00617,0.00617,0.00677200902934537,"Thy1, Il12b, Inpp4b"
"115","BP","GO:0006874","cellular calcium ion homeostasis",452,3,0.39,70,0.00652,0.00652,0.00663716814159292,"Thy1, Apoe, Inpp4b"
"116","BP","GO:0050728","negative regulation of inflammatory resp...",141,2,0.12,71,0.00654,0.00654,0.0141843971631206,"Il12b, Apoe"
"117","BP","GO:0015718","monocarboxylic acid transport",143,2,0.12,73,0.00672,0.00672,0.013986013986014,"Apoe, Slc16a11"
"118","BP","GO:0051896","regulation of protein kinase B signaling",147,2,0.13,76,0.00709,0.00709,0.0136054421768707,"Nrg1, Inpp4b"
"119","BP","GO:0010977","negative regulation of neuron projection...",171,2,0.15,86,0.00948,0.00948,0.0116959064327485,"Thy1, Apoe"
"120","BP","GO:0043085","positive regulation of catalytic activit...",1018,4,0.89,88,0.00998,0.00998,0.00392927308447937,"Thy1, Il12b, Apoe, Nrg1"
"121","BP","GO:0050865","regulation of cell activation",528,3,0.46,89,0.00999,0.00999,0.00568181818181818,"Thy1, Il12b, Apoe"
"122","BP","GO:0050870","positive regulation of T cell activation",177,2,0.15,91,0.01013,0.01013,0.0112994350282486,"Thy1, Il12b"
"123","BP","GO:0050731","positive regulation of peptidyl-tyrosine...",184,2,0.16,97,0.01091,0.01091,0.0108695652173913,"Il12b, Nrg1"
"124","BP","GO:0006469","negative regulation of protein kinase ac...",190,2,0.17,106,0.0116,0.0116,0.0105263157894737,"Thy1, Apoe"
"125","BP","GO:1903039","positive regulation of leukocyte cell-ce...",192,2,0.17,107,0.01184,0.01184,0.0104166666666667,"Thy1, Il12b"
"126","BP","GO:0043112","receptor metabolic process",197,2,0.17,109,0.01243,0.01243,0.0101522842639594,"Apoe, Nrg1"
"127","BP","GO:0033673","negative regulation of kinase activity",209,2,0.18,116,0.01391,0.01391,0.00956937799043062,"Thy1, Apoe"
"128","BP","GO:0030258","lipid modification",211,2,0.18,118,0.01417,0.01417,0.00947867298578199,"Apoe, Inpp4b"
"129","BP","GO:0006650","glycerophospholipid metabolic process",220,2,0.19,119,0.01533,0.01533,0.00909090909090909,"Inpp4b, Pla2g3"
"130","BP","GO:0002366","leukocyte activation involved in immune ...",223,2,0.19,122,0.01573,0.01573,0.00896860986547085,"Il12b, Pla2g3"
"131","BP","GO:0046578","regulation of Ras protein signal transdu...",227,2,0.2,125,0.01627,0.01627,0.00881057268722467,"Apoe, Nrg1"
"132","BP","GO:0022409","positive regulation of cell-cell adhesio...",227,2,0.2,126,0.01627,0.01627,0.00881057268722467,"Thy1, Il12b"
"133","BP","GO:0002263","cell activation involved in immune respo...",227,2,0.2,127,0.01627,0.01627,0.00881057268722467,"Il12b, Pla2g3"
"134","BP","GO:0043086","negative regulation of catalytic activit...",634,3,0.55,129,0.01637,0.01637,0.00473186119873817,"Thy1, Cst3, Apoe"
"135","BP","GO:0006955","immune response",1185,4,1.03,130,0.01676,0.01676,0.00337552742616034,"Thy1, Il12b, Apoe, Pla2g3"
"136","BP","GO:0021537","telencephalon development",231,2,0.2,131,0.01681,0.01681,0.00865800865800866,"Robo2, Nrg1"
"137","BP","GO:0046174","polyol catabolic process",20,1,0.02,133,0.01728,0.01728,0.05,"Inpp4b"
"138","BP","GO:0006516","glycoprotein catabolic process",20,1,0.02,134,0.01728,0.01728,0.05,"Cst3"
"139","BP","GO:0002834","regulation of response to tumor cell",20,1,0.02,135,0.01728,0.01728,0.05,"Il12b"
"140","BP","GO:0002837","regulation of immune response to tumor c...",20,1,0.02,136,0.01728,0.01728,0.05,"Il12b"
"141","BP","GO:0032147","activation of protein kinase activity",239,2,0.21,137,0.01793,0.01793,0.00836820083682008,"Il12b, Nrg1"
"142","BP","GO:0051348","negative regulation of transferase activ...",240,2,0.21,138,0.01807,0.01807,0.00833333333333333,"Thy1, Apoe"
"143","BP","GO:0051043","regulation of membrane protein ectodomai...",21,1,0.02,139,0.01814,0.01814,0.0476190476190476,"Apoe"
"144","BP","GO:0006706","steroid catabolic process",21,1,0.02,140,0.01814,0.01814,0.0476190476190476,"Apoe"
"145","BP","GO:2000010","positive regulation of protein localizat...",21,1,0.02,141,0.01814,0.01814,0.0476190476190476,"Nrg1"
"146","BP","GO:0065005","protein-lipid complex assembly",21,1,0.02,142,0.01814,0.01814,0.0476190476190476,"Apoe"
"147","BP","GO:1901626","regulation of postsynaptic membrane orga...",21,1,0.02,143,0.01814,0.01814,0.0476190476190476,"Apoe"
"148","BP","GO:0003177","pulmonary valve development",21,1,0.02,144,0.01814,0.01814,0.0476190476190476,"Robo2"
"149","BP","GO:0031643","positive regulation of myelination",21,1,0.02,145,0.01814,0.01814,0.0476190476190476,"Nrg1"
"150","BP","GO:0007626","locomotory behavior",241,2,0.21,146,0.01821,0.01821,0.00829875518672199,"Apoe, Nrg1"
"151","BP","GO:0002418","immune response to tumor cell",22,1,0.02,149,0.01899,0.01899,0.0454545454545455,"Il12b"
"152","BP","GO:0019433","triglyceride catabolic process",22,1,0.02,150,0.01899,0.01899,0.0454545454545455,"Apoe"
"153","BP","GO:0002693","positive regulation of cellular extravas...",22,1,0.02,151,0.01899,0.01899,0.0454545454545455,"Thy1"
"154","BP","GO:0046641","positive regulation of alpha-beta T cell...",22,1,0.02,152,0.01899,0.01899,0.0454545454545455,"Il12b"
"155","BP","GO:0019068","virion assembly",22,1,0.02,153,0.01899,0.01899,0.0454545454545455,"Apoe"
"156","BP","GO:0001759","organ induction",22,1,0.02,154,0.01899,0.01899,0.0454545454545455,"Robo2"
"157","BP","GO:0035743","CD4-positive, alpha-beta T cell cytokine...",22,1,0.02,155,0.01899,0.01899,0.0454545454545455,"Il12b"
"158","BP","GO:0003176","aortic valve development",22,1,0.02,156,0.01899,0.01899,0.0454545454545455,"Robo2"
"159","BP","GO:0032462","regulation of protein homooligomerizatio...",22,1,0.02,157,0.01899,0.01899,0.0454545454545455,"Apoe"
"160","BP","GO:0060219","camera-type eye photoreceptor cell diffe...",22,1,0.02,158,0.01899,0.01899,0.0454545454545455,"Thy1"
"161","BP","GO:0097062","dendritic spine maintenance",22,1,0.02,159,0.01899,0.01899,0.0454545454545455,"Apoe"
"162","BP","GO:0002827","positive regulation of T-helper 1 type i...",22,1,0.02,160,0.01899,0.01899,0.0454545454545455,"Il12b"
"163","BP","GO:0098609","cell-cell adhesion",678,3,0.59,162,0.01956,0.01956,0.00442477876106195,"Thy1, Il12b, Robo2"
"164","BP","GO:0051251","positive regulation of lymphocyte activa...",251,2,0.22,163,0.01966,0.01966,0.00796812749003984,"Thy1, Il12b"
"165","BP","GO:0010874","regulation of cholesterol efflux",23,1,0.02,165,0.01985,0.01985,0.0434782608695652,"Apoe"
"166","BP","GO:0032770","positive regulation of monooxygenase act...",23,1,0.02,166,0.01985,0.01985,0.0434782608695652,"Apoe"
"167","BP","GO:0034114","regulation of heterotypic cell-cell adhe...",23,1,0.02,167,0.01985,0.01985,0.0434782608695652,"Thy1"
"168","BP","GO:0051056","regulation of small GTPase mediated sign...",257,2,0.22,170,0.02055,0.02055,0.00778210116731518,"Apoe, Nrg1"
"169","BP","GO:0010894","negative regulation of steroid biosynthe...",24,1,0.02,171,0.0207,0.0207,0.0416666666666667,"Apoe"
"170","BP","GO:0007263","nitric oxide mediated signal transductio...",24,1,0.02,172,0.0207,0.0207,0.0416666666666667,"Apoe"
"171","BP","GO:0045939","negative regulation of steroid metabolic...",24,1,0.02,173,0.0207,0.0207,0.0416666666666667,"Apoe"
"172","BP","GO:0055094","response to lipoprotein particle",24,1,0.02,174,0.0207,0.0207,0.0416666666666667,"Apoe"
"173","BP","GO:0046856","phosphatidylinositol dephosphorylation",24,1,0.02,175,0.0207,0.0207,0.0416666666666667,"Inpp4b"
"174","BP","GO:0003272","endocardial cushion formation",24,1,0.02,176,0.0207,0.0207,0.0416666666666667,"Robo2"
"175","BP","GO:1905809","negative regulation of synapse organizat...",24,1,0.02,177,0.0207,0.0207,0.0416666666666667,"Apoe"
"176","BP","GO:0050776","regulation of immune response",703,3,0.61,179,0.02152,0.02152,0.0042674253200569,"Thy1, Il12b, Apoe"
"177","BP","GO:0050858","negative regulation of antigen receptor-...",25,1,0.02,180,0.02156,0.02156,0.04,"Thy1"
"178","BP","GO:0032373","positive regulation of sterol transport",25,1,0.02,181,0.02156,0.02156,0.04,"Apoe"
"179","BP","GO:0032376","positive regulation of cholesterol trans...",25,1,0.02,182,0.02156,0.02156,0.04,"Apoe"
"180","BP","GO:0051894","positive regulation of focal adhesion as...",25,1,0.02,183,0.02156,0.02156,0.04,"Thy1"
"181","BP","GO:0002347","response to tumor cell",25,1,0.02,184,0.02156,0.02156,0.04,"Il12b"
"182","BP","GO:0060914","heart formation",26,1,0.02,186,0.02241,0.02241,0.0384615384615385,"Robo2"
"183","BP","GO:0071402","cellular response to lipoprotein particl...",26,1,0.02,187,0.02241,0.02241,0.0384615384615385,"Apoe"
"184","BP","GO:0032801","receptor catabolic process",26,1,0.02,188,0.02241,0.02241,0.0384615384615385,"Apoe"
"185","BP","GO:0042104","positive regulation of activated T cell ...",26,1,0.02,189,0.02241,0.02241,0.0384615384615385,"Il12b"
"186","BP","GO:0044788","modulation by host of viral process",26,1,0.02,190,0.02241,0.02241,0.0384615384615385,"Apoe"
"187","BP","GO:0045671","negative regulation of osteoclast differ...",26,1,0.02,191,0.02241,0.02241,0.0384615384615385,"Inpp4b"
"188","BP","GO:0045088","regulation of innate immune response",272,2,0.24,192,0.02285,0.02285,0.00735294117647059,"Il12b, Apoe"
"189","BP","GO:1903037","regulation of leukocyte cell-cell adhesi...",273,2,0.24,193,0.02301,0.02301,0.00732600732600733,"Thy1, Il12b"
"190","BP","GO:0061099","negative regulation of protein tyrosine ...",27,1,0.02,195,0.02326,0.02326,0.037037037037037,"Thy1"
"191","BP","GO:2000727","positive regulation of cardiac muscle ce...",27,1,0.02,196,0.02326,0.02326,0.037037037037037,"Nrg1"
"192","BP","GO:0090181","regulation of cholesterol metabolic proc...",28,1,0.02,199,0.02411,0.02411,0.0357142857142857,"Apoe"
"193","BP","GO:0034390","smooth muscle cell apoptotic process",28,1,0.02,200,0.02411,0.02411,0.0357142857142857,"Il12b"
"194","BP","GO:0034391","regulation of smooth muscle cell apoptot...",28,1,0.02,201,0.02411,0.02411,0.0357142857142857,"Il12b"
"195","BP","GO:0032816","positive regulation of natural killer ce...",28,1,0.02,202,0.02411,0.02411,0.0357142857142857,"Il12b"
"196","BP","GO:0003148","outflow tract septum morphogenesis",28,1,0.02,203,0.02411,0.02411,0.0357142857142857,"Robo2"
"197","BP","GO:0045672","positive regulation of osteoclast differ...",28,1,0.02,204,0.02411,0.02411,0.0357142857142857,"Il12b"
"198","BP","GO:0045292","mRNA cis splicing, via spliceosome",28,1,0.02,205,0.02411,0.02411,0.0357142857142857,"Srsf2"
"199","BP","GO:0048584","positive regulation of response to stimu...",2018,5,1.76,209,0.02464,0.02464,0.00247770069375619,"Thy1, Il12b, Robo2, Apoe, Nrg1"
"200","BP","GO:0035640","exploration behavior",29,1,0.03,210,0.02497,0.02497,0.0344827586206897,"Apoe"
"201","CC","GO:0030673","axolemma",21,3,0.02,1,6.7e-07,6.7e-07,0.142857142857143,"Thy1, Robo2, Nrg1"
"202","CC","GO:0044297","cell body",781,4,0.67,8,0.0036,0.00365,0.00512163892445583,"Thy1, Cst3, Apoe, Nrg1"
"203","CC","GO:0005615","extracellular space",1311,5,1.12,10,0.0038,0.00379,0.003813882532418,"Il12b, Cst3, Apoe, Nrg1, Hbb-bs"
"204","CC","GO:0009897","external side of plasma membrane",381,3,0.33,11,0.0038,0.00384,0.0078740157480315,"Thy1, Apoe, Nrg1"
"205","CC","GO:0036477","somatodendritic compartment",1009,4,0.86,15,0.009,0.00904,0.00396432111000991,"Thy1, Cst3, Apoe, Nrg1"
"206","CC","GO:0005770","late endosome",194,2,0.17,17,0.0116,0.01163,0.0103092783505155,"Cst3, Apoe"
"207","CC","GO:0043083","synaptic cleft",20,1,0.02,19,0.0169,0.01695,0.05,"Apoe"
"208","CC","GO:0031233","intrinsic component of external side of ...",22,1,0.02,21,0.0186,0.01863,0.0454545454545455,"Thy1"
"209","CC","GO:0043025","neuronal cell body",695,3,0.59,22,0.0198,0.01984,0.00431654676258993,"Thy1, Cst3, Apoe"
"210","CC","GO:0030425","dendrite",697,3,0.6,23,0.02,0.01999,0.00430416068866571,"Thy1, Apoe, Nrg1"
"211","CC","GO:0097447","dendritic tree",700,3,0.6,24,0.0202,0.02021,0.00428571428571429,"Thy1, Apoe, Nrg1"
"212","CC","GO:1990777","lipoprotein particle",29,1,0.02,26,0.0245,0.02449,0.0344827586206897,"Apoe"
"213","CC","GO:0034358","plasma lipoprotein particle",29,1,0.02,27,0.0245,0.02449,0.0344827586206897,"Apoe"
"214","CC","GO:0032994","protein-lipid complex",31,1,0.03,28,0.0262,0.02616,0.032258064516129,"Apoe"
