id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	Astrocytes|Astrocytes	Astrocytes|CA1	Astrocytes|CA2_3	Astrocytes|Cajal	Astrocytes|Choroid	Astrocytes|Dentate_Gyrus	Astrocytes|Fibroblast	Astrocytes|Inhibitory_Neurons	Astrocytes|MFOL	Astrocytes|MOL	Astrocytes|Macrophage	Astrocytes|Microglia	Astrocytes|NFOL	Astrocytes|OPC	Astrocytes|Pericyte	Astrocytes|Unidentified_Neurons	Astrocytes|VLMC	Astrocytes|Vascular	Astrocytes|subiculum	CA1|Astrocytes	CA1|CA1	CA1|CA2_3	CA1|Cajal	CA1|Choroid	CA1|Dentate_Gyrus	CA1|Fibroblast	CA1|Inhibitory_Neurons	CA1|MFOL	CA1|MOL	CA1|Macrophage	CA1|Microglia	CA1|NFOL	CA1|OPC	CA1|Pericyte	CA1|Unidentified_Neurons	CA1|VLMC	CA1|Vascular	CA1|subiculum	CA2_3|Astrocytes	CA2_3|CA1	CA2_3|CA2_3	CA2_3|Cajal	CA2_3|Choroid	CA2_3|Dentate_Gyrus	CA2_3|Fibroblast	CA2_3|Inhibitory_Neurons	CA2_3|MFOL	CA2_3|MOL	CA2_3|Macrophage	CA2_3|Microglia	CA2_3|NFOL	CA2_3|OPC	CA2_3|Pericyte	CA2_3|Unidentified_Neurons	CA2_3|VLMC	CA2_3|Vascular	CA2_3|subiculum	Cajal|Astrocytes	Cajal|CA1	Cajal|CA2_3	Cajal|Cajal	Cajal|Choroid	Cajal|Dentate_Gyrus	Cajal|Fibroblast	Cajal|Inhibitory_Neurons	Cajal|MFOL	Cajal|MOL	Cajal|Macrophage	Cajal|Microglia	Cajal|NFOL	Cajal|OPC	Cajal|Pericyte	Cajal|Unidentified_Neurons	Cajal|VLMC	Cajal|Vascular	Cajal|subiculum	Choroid|Astrocytes	Choroid|CA1	Choroid|CA2_3	Choroid|Cajal	Choroid|Choroid	Choroid|Dentate_Gyrus	Choroid|Fibroblast	Choroid|Inhibitory_Neurons	Choroid|MFOL	Choroid|MOL	Choroid|Macrophage	Choroid|Microglia	Choroid|NFOL	Choroid|OPC	Choroid|Pericyte	Choroid|Unidentified_Neurons	Choroid|VLMC	Choroid|Vascular	Choroid|subiculum	Dentate_Gyrus|Astrocytes	Dentate_Gyrus|CA1	Dentate_Gyrus|CA2_3	Dentate_Gyrus|Cajal	Dentate_Gyrus|Choroid	Dentate_Gyrus|Dentate_Gyrus	Dentate_Gyrus|Fibroblast	Dentate_Gyrus|Inhibitory_Neurons	Dentate_Gyrus|MFOL	Dentate_Gyrus|MOL	Dentate_Gyrus|Macrophage	Dentate_Gyrus|Microglia	Dentate_Gyrus|NFOL	Dentate_Gyrus|OPC	Dentate_Gyrus|Pericyte	Dentate_Gyrus|Unidentified_Neurons	Dentate_Gyrus|VLMC	Dentate_Gyrus|Vascular	Dentate_Gyrus|subiculum	Fibroblast|Astrocytes	Fibroblast|CA1	Fibroblast|CA2_3	Fibroblast|Cajal	Fibroblast|Choroid	Fibroblast|Dentate_Gyrus	Fibroblast|Fibroblast	Fibroblast|Inhibitory_Neurons	Fibroblast|MFOL	Fibroblast|MOL	Fibroblast|Macrophage	Fibroblast|Microglia	Fibroblast|NFOL	Fibroblast|OPC	Fibroblast|Pericyte	Fibroblast|Unidentified_Neurons	Fibroblast|VLMC	Fibroblast|Vascular	Fibroblast|subiculum	Inhibitory_Neurons|Astrocytes	Inhibitory_Neurons|CA1	Inhibitory_Neurons|CA2_3	Inhibitory_Neurons|Cajal	Inhibitory_Neurons|Choroid	Inhibitory_Neurons|Dentate_Gyrus	Inhibitory_Neurons|Fibroblast	Inhibitory_Neurons|Inhibitory_Neurons	Inhibitory_Neurons|MFOL	Inhibitory_Neurons|MOL	Inhibitory_Neurons|Macrophage	Inhibitory_Neurons|Microglia	Inhibitory_Neurons|NFOL	Inhibitory_Neurons|OPC	Inhibitory_Neurons|Pericyte	Inhibitory_Neurons|Unidentified_Neurons	Inhibitory_Neurons|VLMC	Inhibitory_Neurons|Vascular	Inhibitory_Neurons|subiculum	MFOL|Astrocytes	MFOL|CA1	MFOL|CA2_3	MFOL|Cajal	MFOL|Choroid	MFOL|Dentate_Gyrus	MFOL|Fibroblast	MFOL|Inhibitory_Neurons	MFOL|MFOL	MFOL|MOL	MFOL|Macrophage	MFOL|Microglia	MFOL|NFOL	MFOL|OPC	MFOL|Pericyte	MFOL|Unidentified_Neurons	MFOL|VLMC	MFOL|Vascular	MFOL|subiculum	MOL|Astrocytes	MOL|CA1	MOL|CA2_3	MOL|Cajal	MOL|Choroid	MOL|Dentate_Gyrus	MOL|Fibroblast	MOL|Inhibitory_Neurons	MOL|MFOL	MOL|MOL	MOL|Macrophage	MOL|Microglia	MOL|NFOL	MOL|OPC	MOL|Pericyte	MOL|Unidentified_Neurons	MOL|VLMC	MOL|Vascular	MOL|subiculum	Macrophage|Astrocytes	Macrophage|CA1	Macrophage|CA2_3	Macrophage|Cajal	Macrophage|Choroid	Macrophage|Dentate_Gyrus	Macrophage|Fibroblast	Macrophage|Inhibitory_Neurons	Macrophage|MFOL	Macrophage|MOL	Macrophage|Macrophage	Macrophage|Microglia	Macrophage|NFOL	Macrophage|OPC	Macrophage|Pericyte	Macrophage|Unidentified_Neurons	Macrophage|VLMC	Macrophage|Vascular	Macrophage|subiculum	Microglia|Astrocytes	Microglia|CA1	Microglia|CA2_3	Microglia|Cajal	Microglia|Choroid	Microglia|Dentate_Gyrus	Microglia|Fibroblast	Microglia|Inhibitory_Neurons	Microglia|MFOL	Microglia|MOL	Microglia|Macrophage	Microglia|Microglia	Microglia|NFOL	Microglia|OPC	Microglia|Pericyte	Microglia|Unidentified_Neurons	Microglia|VLMC	Microglia|Vascular	Microglia|subiculum	NFOL|Astrocytes	NFOL|CA1	NFOL|CA2_3	NFOL|Cajal	NFOL|Choroid	NFOL|Dentate_Gyrus	NFOL|Fibroblast	NFOL|Inhibitory_Neurons	NFOL|MFOL	NFOL|MOL	NFOL|Macrophage	NFOL|Microglia	NFOL|NFOL	NFOL|OPC	NFOL|Pericyte	NFOL|Unidentified_Neurons	NFOL|VLMC	NFOL|Vascular	NFOL|subiculum	OPC|Astrocytes	OPC|CA1	OPC|CA2_3	OPC|Cajal	OPC|Choroid	OPC|Dentate_Gyrus	OPC|Fibroblast	OPC|Inhibitory_Neurons	OPC|MFOL	OPC|MOL	OPC|Macrophage	OPC|Microglia	OPC|NFOL	OPC|OPC	OPC|Pericyte	OPC|Unidentified_Neurons	OPC|VLMC	OPC|Vascular	OPC|subiculum	Pericyte|Astrocytes	Pericyte|CA1	Pericyte|CA2_3	Pericyte|Cajal	Pericyte|Choroid	Pericyte|Dentate_Gyrus	Pericyte|Fibroblast	Pericyte|Inhibitory_Neurons	Pericyte|MFOL	Pericyte|MOL	Pericyte|Macrophage	Pericyte|Microglia	Pericyte|NFOL	Pericyte|OPC	Pericyte|Pericyte	Pericyte|Unidentified_Neurons	Pericyte|VLMC	Pericyte|Vascular	Pericyte|subiculum	Unidentified_Neurons|Astrocytes	Unidentified_Neurons|CA1	Unidentified_Neurons|CA2_3	Unidentified_Neurons|Cajal	Unidentified_Neurons|Choroid	Unidentified_Neurons|Dentate_Gyrus	Unidentified_Neurons|Fibroblast	Unidentified_Neurons|Inhibitory_Neurons	Unidentified_Neurons|MFOL	Unidentified_Neurons|MOL	Unidentified_Neurons|Macrophage	Unidentified_Neurons|Microglia	Unidentified_Neurons|NFOL	Unidentified_Neurons|OPC	Unidentified_Neurons|Pericyte	Unidentified_Neurons|Unidentified_Neurons	Unidentified_Neurons|VLMC	Unidentified_Neurons|Vascular	Unidentified_Neurons|subiculum	VLMC|Astrocytes	VLMC|CA1	VLMC|CA2_3	VLMC|Cajal	VLMC|Choroid	VLMC|Dentate_Gyrus	VLMC|Fibroblast	VLMC|Inhibitory_Neurons	VLMC|MFOL	VLMC|MOL	VLMC|Macrophage	VLMC|Microglia	VLMC|NFOL	VLMC|OPC	VLMC|Pericyte	VLMC|Unidentified_Neurons	VLMC|VLMC	VLMC|Vascular	VLMC|subiculum	Vascular|Astrocytes	Vascular|CA1	Vascular|CA2_3	Vascular|Cajal	Vascular|Choroid	Vascular|Dentate_Gyrus	Vascular|Fibroblast	Vascular|Inhibitory_Neurons	Vascular|MFOL	Vascular|MOL	Vascular|Macrophage	Vascular|Microglia	Vascular|NFOL	Vascular|OPC	Vascular|Pericyte	Vascular|Unidentified_Neurons	Vascular|VLMC	Vascular|Vascular	Vascular|subiculum	subiculum|Astrocytes	subiculum|CA1	subiculum|CA2_3	subiculum|Cajal	subiculum|Choroid	subiculum|Dentate_Gyrus	subiculum|Fibroblast	subiculum|Inhibitory_Neurons	subiculum|MFOL	subiculum|MOL	subiculum|Macrophage	subiculum|Microglia	subiculum|NFOL	subiculum|OPC	subiculum|Pericyte	subiculum|Unidentified_Neurons	subiculum|VLMC	subiculum|Vascular	subiculum|subiculum
CPI-CS046B3C139	ACVR_1A2A receptor_BMP7	complex:ACVR_1A2A receptor	simple:P18075		ENSG00000101144	True	True	False	curated	False	0.091																								0.3646348582		0.4079106135										0.2941939554							0.37307939		0.4163551454										0.3026384873							0.3535177087		0.3967934641										0.283076806							0.3163803317		0.3596560871										0.245939429							0.4471409991		0.4904167544										0.3767000964																										0.3310728176		0.3743485729										0.2606319148																																																																																																						0.3191797707		0.3624555261										0.248738868							0.3342491895		0.3775249449										0.2638082868							0.4697197742		0.5129955295										0.3992788714							0.301668383		0.3449441383										0.2312274803																										0.4757788806		0.5190546359										0.4053379779		
CPI-CS0EC80CA59	ACVR_1A2A receptor_BMP5	complex:ACVR_1A2A receptor	simple:P22003		ENSG00000112175	True	True	False	curated	False	0.091																										0.3354535769								0.3321609698		0.6690283288									0.3438981088								0.3406055016		0.6774728607									0.3243364275								0.3210438203		0.6579111794									0.2871990505								0.2839064433		0.6207738024									0.4179597179								0.4146671107		0.7515344697																												0.3018915363								0.2985989292		0.6354662882																																																																																																								0.2899984895								0.2867058824		0.6235732414									0.3050679083								0.3017753011		0.6386426602									0.4405384929								0.4372458858		0.7741132448									0.2724871018								0.2691944946		0.6060618537																												0.4465975994								0.4433049922		0.7801723513		
CPI-CS0247DA882	BMR1A_ACR2A_BMP6	complex:BMR1A_ACR2A	simple:P22004		ENSG00000153162	True	True	False	curated	False	0.091																								0.9199270227		1.05097754										0.4204608166							0.9283715546		1.0594220718										0.4289053485							0.9088098733		1.0398603906										0.4093436672							0.8716724963		1.0027230135										0.3722062902							1.0024331637		1.1334836809										0.5029669576																										0.8863649821		1.0174154994										0.386898776																																																																																																						0.8744719353		1.0055224526										0.3750057292							0.8895413541		1.0205918714										0.390075148							1.0250119387		1.156062456										0.5255457326							0.8569605476		0.9880110648										0.3574943415																										1.0310710452		1.1621215624										0.5316048391		
CPI-CS047EE9E03	BMR1A_ACR2A_BMP5	complex:BMR1A_ACR2A	simple:P22003		ENSG00000112175	True	True	False	curated	False	0.091																										0.3354535769								0.3321609698		0.6690283288									0.3438981088								0.3406055016		0.6774728607									0.3243364275								0.3210438203		0.6579111794									0.2871990505								0.2839064433		0.6207738024									0.4179597179								0.4146671107		0.7515344697																												0.3018915363								0.2985989292		0.6354662882																																																																																																								0.2899984895								0.2867058824		0.6235732414									0.3050679083								0.3017753011		0.6386426602									0.4405384929								0.4372458858		0.7741132448									0.2724871018								0.2691944946		0.6060618537																												0.4465975994								0.4433049922		0.7801723513		
CPI-CS0FFBA02F8	ACVR_1A2A receptor_BMP6	complex:ACVR_1A2A receptor	simple:P22004		ENSG00000153162	True	True	False	curated	False	0.091																								0.9199270227		1.05097754										0.4204608166							0.9283715546		1.0594220718										0.4289053485							0.9088098733		1.0398603906										0.4093436672							0.8716724963		1.0027230135										0.3722062902							1.0024331637		1.1334836809										0.5029669576																										0.8863649821		1.0174154994										0.386898776																																																																																																						0.8744719353		1.0055224526										0.3750057292							0.8895413541		1.0205918714										0.390075148							1.0250119387		1.156062456										0.5255457326							0.8569605476		0.9880110648										0.3574943415																										1.0310710452		1.1621215624										0.5316048391		
CPI-SS065F7DA2A	COPA_P2RY6	simple:P53621	simple:Q15077	ENSG00000122218	ENSG00000171631	True	False	True	IMEx,IntAct	False	0.094											0.5577226157	0.4722135305																		0.6384471586	0.5529380734																		0.6430008829	0.5574917977																																					0.5999071181	0.5143980329																		0.6011881894	0.5156791041																		0.6076144716	0.5221053863																		0.6452096262	0.5597005409																																					0.5854654444	0.4999563592																		0.595374155	0.5098650698																		0.6023208933	0.516811808																		0.6684888769	0.5829797917																		0.6017281374	0.5162190521																		0.6137626318	0.5282535466																		0.6023146219	0.5168055367																		0.7519800994	0.6664710142																		0.5809697074	0.4954606221																		0.6263763574	0.5408672721							
CPI-SS0E00478B4	NRP2_VEGFA	simple:O60462	simple:P15692	ENSG00000118257	ENSG00000112715	True	True	False	curated	False	0.094																				0.3976547248				0.3131250535									0.3010452948						0.6715750333				0.587045362			0.4280787289						0.5749656032																																												0.5482973222				0.4637676509			0.3048010179						0.4516878922						0.4160146134				0.3314849421									0.3194051834						0.4855741266				0.4010444553			0.2420778223						0.3889646966																																												0.4801525068				0.3956228355									0.3835430768																																												0.4260542927				0.3415246214									0.3294448627																																												0.4756070332				0.3910773619									0.3789976031						0.4206268773				0.336097206									0.3240174472						0.4962377382				0.4117080668			0.2527414338						0.3996283081					
CPI-SS0B337B316	TEK_ANGPT1	simple:Q02763	simple:Q15389	ENSG00000120156	ENSG00000154188	True	True	False	curated	False	0.097																				0.2197890228			0.393600185			0.2520477177									0.4251862123	0.5430877343			0.2295783491			0.4033895112			0.261837044									0.4349755385	0.5528770605																																									0.2422207865			0.4160319487			0.2744794814									0.447617976	0.565519498																						0.205066391			0.3788775532			0.2373250859									0.4104635805	0.5283651025																																																																																																																																								0.2002322596			0.3740434218			0.2324909545									0.4056294491	0.5235309711																						0.6544958008			0.828306963			0.6867544957									0.8598929903	0.9777945123			0.2233226051			0.3971337673			0.2555813									0.4287197946	0.5466213166		
CPI-SS0472C478C	BMP7_PTPRK	simple:P18075	simple:Q15262	ENSG00000101144	ENSG00000152894	True	False	True	InnateDB-All	False	0.097																																																																															0.6920577135		0.8420185105	0.7499758172	0.677232264		1.1133428753	1.2008489138			0.9427943709	0.8043160644	1.2392141213	0.9217772795	0.9059109074																							0.5295598963	0.7353334688		0.8852942659	0.7932515726	0.7205080193		1.1566186307	1.2441246691			0.9860701263	0.8475918197	1.2824898767	0.9650530349	0.9491866627		0.5445587664																																																																																																																																																																														0.6216168107		0.7715776078	0.6795349145	0.6067913613		1.0429019726	1.130408011			0.8723534682	0.7338751617	1.1687732186	0.8513363768	0.8354700047																																								
CPI-CS0E54FF657	BMPR1A_BMPR2_BMP4	complex:BMPR1A_BMPR2	simple:P12644		ENSG00000125378	True	True	False	curated	False	0.1													0.4517587575				0.4009601807															0.5634946682				0.5126960914															0.5671270554				0.5163284786															0.4515130815				0.4007145047															0.5045648334				0.4537662566															0.5402169399				0.4894183632															0.4335277016				0.3827291249															0.4988850942				0.4480865174																																		0.4060508892				0.3552523124															0.5695374359				0.5187388591															0.5000424913				0.4492439145															0.4684362088				0.417637632															0.4573908875				0.4065923108															0.4626148799				0.4118163031															0.4729849211				0.4221863443															0.6359233223				0.5851247455															0.7834018821				0.7326033053															0.5352768845				0.4844783077		
CPI-SS0E41702C1	IGF1_IGF1R	simple:P05019	simple:P08069	ENSG00000017427	ENSG00000140443	True	False	True	curated	False	0.1																																																																																																																																						0.577995915	0.4107499314	0.6258056967	0.5996917741	0.8047389594	0.5202627982	0.7472665204	0.4526124053	0.4981586751	0.5897739688	0.6454406803	0.4294737393		0.5049894293	0.4582384295		0.5916404421	1.4716136744	0.5390569519																																							0.7619759349	0.5947299513	0.8097857166	0.7836717941	0.9887189794	0.7042428181	0.9312465403	0.6365924253	0.6821386951	0.7737539888	0.8294207002	0.6134537592	0.5089430145	0.6889694492	0.6422184495	0.5498720856	0.7756204621	1.6555936944	0.7230369719																																																																																																																																																								
CPI-SS087B53ABF	JAM2_JAM3	simple:P57087	simple:Q9BX67	ENSG00000154721	ENSG00000166086	True	False	False	curated	False	0.102		0.3284858931							0.4472644047	0.5525562621			0.7452236977	0.3611906714		0.3213471746			0.3268792502																																																																																																																																																																																																																			0.3053244165							0.4241029282	0.5293947856			0.7220622212	0.3380291949		0.2981856981			0.3037177737		0.4192624599	0.311862606	0.3438427954		0.2880905659		0.2996102776	0.5380409716	0.643332829			0.8360002646	0.4519672383		0.4121237415			0.4176558171																																																											0.4803956664	0.3729958125	0.4049760019		0.3492237724		0.3607434841	0.599174178	0.7044660354			0.897133471	0.5131004448		0.473256948	0.3742994405		0.4787890236																			
CPI-SS082900482	GPR37L1_PSAP	simple:O60883	simple:P07602	ENSG00000170075	ENSG00000197746	True	True	False	guidetopharmacology.org	False	0.102	0.5835830194	0.4462279428	0.4548794014	0.4665416039	0.7460047044	0.4482747168	0.5059086826	0.4836638938	0.4890827197	0.4729038388	0.6495055545	0.5859988916	0.4802874048	0.4757607872	0.4974525891	0.4318831569	0.5034577322	0.461987746	0.4608605989																																																																																																																																																																																																																																					0.4462412179	0.3088861413	0.3175375999	0.3291998024	0.6086629029	0.3109329153	0.3685668811	0.3463220923	0.3517409182	0.3355620373	0.512163753	0.44865709	0.3429456033	0.3384189857	0.3601107876	0.2945413554	0.3661159307		0.3235187974																																																																																															
CPI-SS02D18D12B	CADM3_CADM4	simple:Q8N126	simple:Q8NFZ8	ENSG00000162706	ENSG00000105767	False	False	False	curated	False	0.102																								0.1983035155			0.1997899997					0.2081728855	0.220717133					0.1845959247					0.2426242399			0.2441107241					0.2524936098	0.2650378573					0.228916649					0.2307133244			0.2321998086					0.2405826944	0.2531269418					0.2170057336																								0.1738532497			0.1753397339						0.1962668671					0.1601456589																								0.195504427			0.1969909111					0.2053737969	0.2179180444					0.1817968361																																																																																	0.2140861249			0.2155726091						0.2364997423																																																0.2362631502			0.2377496344					0.2461325202	0.2586767676					0.2225555594																																											0.2202278846			0.2217143688					0.2300972546	0.2426415021					0.2065202938
CPI-SS00550260E	CADM3_NECTIN3	simple:Q8N126	simple:Q9NQS3	ENSG00000162706	ENSG00000177707	False	False	False	curated	False	0.105																					0.1812790172	0.6280301163										0.2327347989	0.2282425098			0.263419542				0.2255997416	0.6723508406										0.2770555233	0.2725632342			0.3077402663				0.2136888261	0.6604399252										0.2651446078	0.2606523187			0.2958293509																								0.6035798504										0.2082845331	0.203792244			0.2389692761																							0.1784799287	0.6252310277										0.2299357104	0.2254434212			0.2606204534																																																																																	0.6438127256										0.2485174083	0.2440251192			0.2792021513																																										0.2192386519	0.6659897509										0.2706944336	0.2662021445			0.3013791767																																										0.2032033863	0.6499544854										0.254659168	0.2501668789			0.2853439111		
CPI-SS0B990492C	CADM1_NECTIN3	simple:Q9BY67	simple:Q9NQS3	ENSG00000182985	ENSG00000177707	False	False	False	curated	False	0.111		1.1889366216	1.6356877207										1.2403924033	1.2359001142			1.2710771464				0.9347687846	1.3815198837										0.9862245663	0.9817322772			1.0169093094				0.8198532223	1.2666043213										0.871309004	0.8668167149			0.901993747																																										0.8065175026	1.2532686016										0.8579732843	0.8534809951			0.8886580273																							0.9342391613	1.3809902603										0.985694943	0.9812026539			1.016379686					0.8760023955																			0.8528254059																																						0.8621652576																			1.1567649202																			1.1965698972																																					0.9024024237	1.3491535227										0.9538582054	0.9493659163			0.9845429485																																										1.0711718208	1.5179229199										1.1226276025	1.1181353134			1.1533123456		
CPI-SS0BAB460FF	ANGPT2_TEK	simple:O15123	simple:Q02763	ENSG00000091879	ENSG00000120156	True	False	True	curated	False	0.111																					0.1796813933	0.1894707195			0.202113157		0.1649587615								0.1601246301		0.6143881713	0.1832149756		0.1819992353	0.1917885615			0.204430999		0.1672766035								0.1624424721		0.6167060133	0.1855328176																																								0.1550816094	0.1648709356			0.1775133731		0.1403589776								0.1355248462		0.5897883874	0.1586151917																					0.1713710734	0.1811603996			0.1938028371		0.1566484416								0.1518143102		0.6060778514	0.1749046557																																																																																																																																							0.1365307892	0.1463201154			0.1589625529												0.5712375672	0.1400643715																																								0.1607163903	0.1705057165			0.183148154		0.1459937585								0.1411596271		0.5954231683	0.1642499726
CPI-SS0D41C7AF5	EPHB1_EFNB3	simple:P54762	simple:Q15768	ENSG00000154928	ENSG00000108947	False	True	True	curated	False	0.111						0.3321350617			0.4426789182	0.4608959135			0.421459835																											0.3873514259	0.3645795219			0.4205749174			0.5311187739	0.5493357692			0.5098996907																																																					0.3648077285	0.3830247238																																																	0.4538284081	0.4310565041			0.4870518996			0.5975957561	0.6158127515			0.5763766729								0.735035205	0.712263301			0.7682586965			0.8788025531	0.8970195484			0.8575834698																																														0.6063798571	0.5836079531			0.6396033486			0.7501472051	0.7683642004			0.7289281219																																														0.3839389398	0.3611670358			0.4171624313			0.5277062878	0.5459232831			0.5064872046																																																		0.3504011912			0.4609450477	0.479162043			0.4397259644						
CPI-SS0BA601DC4	BDNF_NTRK2	simple:P23560	simple:Q16620	ENSG00000176697	ENSG00000148053	True	False	True	curated	False	0.114																				0.9502569336	0.7329942934	0.6665023876	1.0566661442				1.0144715801						0.6430885693		0.7107847182			0.7590860208	0.9688350723	0.7515724321	0.6850805264	1.0752442829				1.0330497188						0.661666708		0.729362857			0.7776641596																																							0.9863594719	0.7690968317	0.7026049259	1.0927686825		0.547999953		1.0505741184						0.6791911076		0.7468872565			0.7951885591																																																																																																																																																																												0.9380359856	0.7207733454	0.6542814396	1.0444451962				1.0022506321						0.6308676213		0.6985637702			0.7468650729																																							0.9352624025	0.7179997623	0.6515078565	1.0416716131				0.999477049						0.6280940382		0.6957901871			0.7440914897
CPI-SS0178F5C45	TGFB2_TGFBR3	simple:P61812	simple:Q03167	ENSG00000092969	ENSG00000069702	True	False	True	curated	False	0.116																																								0.3301916663	0.5251552646	0.2913138992	0.5458345517	0.4093337462	0.7589725714	0.2397086576								0.2364460599	0.8497124334	0.3561385082	0.265268459																					0.5054523757	0.700415974	0.4665746085	0.7210952611	0.5845944556	0.9342332808	0.414969367								0.4117067692	1.0249731428	0.5313992176	0.4405291684		0.2900355865	0.4849991848	0.2511578194	0.5056784719	0.3691776664	0.7188164916										0.8095563536	0.3159824284	0.2251123792																																																																																																																																																																																																																			0.3316023324	0.5265659307	0.2927245652	0.5472452178	0.4107444123	0.7603832375	0.2411193237								0.2378567259	0.8511230995	0.3575491743	0.2666791251																			
CPI-SS0B02DE712	EGFR_NRG1	simple:P00533	simple:Q02297	ENSG00000146648	ENSG00000157168	True	True	True	I2D,IMEx,InnateDB-All,IntAct	False	0.116		1.0949684476	0.6011615129	1.5415940111		1.0469928537		0.6724832085					0.7580819772	0.9114973097		1.8408120788			1.5918862351																																																											0.8939645884		1.3405901519		0.8459889945								0.7104934506		1.6398082197			1.390882376																					0.9855581117		1.4321836751		0.9375825178								0.8020869738		1.7314017429			1.4824758992		0.9495805567		1.3962061202		0.9016049628								0.7661094188		1.6954241879			1.4464983442																																								0.9360749536		1.3827005171		0.8880993597								0.7526038157		1.6819185849			1.4329927411																																																																																																	1.5578767762	1.0640698415	2.0045023397		1.5099011823		1.1353915371					1.2209903058	1.3744056383		2.3037204075			2.0547945637																																						
CPI-SS0415CC75D	MERTK_GAS6	simple:Q12866	simple:Q14393	ENSG00000153208	ENSG00000183087	True	True	False	guidetopharmacology.org	False	0.119		1.1088256286	1.112172385		1.340727316			1.1498541089			1.2155037187					1.1162771105			1.1314671547																																																														0.3787211854						0.2534975882																													0.2564234937	0.2597702501		0.488325181			0.297451974			0.3631015838					0.2638749756			0.2790650198																																																											0.8250101444	0.8283569007		1.0569118317			0.8660386246			0.9316882344					0.8324616262			0.8476516704		1.2894769473	1.2928237037		1.5213786346			1.3305054276			1.3961550374					1.2969284291			1.3121184734																					0.2533539208	0.2567006772		0.4852556082			0.2943824011			0.3600320109					0.2608054027			0.2759954469					0.4741454827			0.2832722757			0.3489218855								0.2648853215																																											0.4485656936						0.3233420963																											
CPI-CS08CC8F9D3	ACVR1_BMPR2_BMP7	complex:ACVR1_BMPR2	simple:P18075		ENSG00000101144	True	True	False	curated	False	0.119																								0.4370177054		0.4802934607										0.3665768027							0.4893421741		0.5326179294										0.4189012714							0.3266383848		0.3699141402										0.2561974821							0.3336785051		0.3769542605										0.2632376024							0.4578536844		0.5011294398										0.3874127817							0.3040520448		0.3473278001										0.2336111421							0.3689073783		0.4121831336										0.2984664756																																													0.3050380773		0.3483138326										0.2345971745							0.3818402874		0.4251160428										0.3113993847							0.2792855526		0.322561308																	0.3182674608		0.3615432162										0.2478265581																										0.32716491		0.3704406653										0.2567240072							0.3942119318		0.4374876871										0.3237710291							0.2917925909		0.3350683463																	0.3642760457		0.407551801										0.293835143		
CPI-SS0A874F65F	LGR4_RSPO3	simple:Q9BXB1	simple:Q9BXY4	ENSG00000205213	ENSG00000146374	True	True	False	guidetopharmacology.org	False	0.122		0.4668221493		0.4679269898													1.0542398873		0.3944418501		0.2491717071		0.2502765476													0.8365894451		0.1767914079		0.2456399794		0.2467448199													0.8330577174		0.1732596802																					0.3391870912		0.3402919317													0.9266048292		0.266806792		0.2477127663		0.2488176068													0.8351305043		0.1753324671		0.4104788769		0.4115837174													0.9978966149		0.3380985777		0.2779783081		0.2790831485													0.865396046		0.2055980088																					0.2736186923		0.2747235328													0.8610364303		0.2012383931																																																																																																	0.2523394256		0.253444266													0.8397571636		0.1799591264		0.4630808556		0.4641856961													1.0504985936		0.3907005564																					0.2717039508		0.2728087913													0.8591216888		0.1993236516
CPI-SS01E3453DB	RSPO2_LGR4	simple:Q6UXX9	simple:Q9BXB1	ENSG00000147655	ENSG00000205213	True	False	True	guidetopharmacology.org	False	0.122																				0.4732888414	0.2556383992	0.2521066716		0.3456537833	0.2541794584	0.4169455691	0.2844450002		0.2800853845						0.2588061177	0.4695475478		0.278170643	0.4337093985	0.2160589563	0.2125272286		0.3060743404	0.2146000155	0.3773661261	0.2448655572		0.2405059415						0.2192266748	0.4299681048		0.2385912																																																																																																																																																																																																																																					0.6072592801	0.3896088379	0.3860771102		0.479624222	0.3881498971	0.5509160077	0.4184154388		0.4140558231						0.3927765563	0.6035179864		0.4121410816																																							0.5173298331	0.2996793909	0.2961476633		0.389694775	0.2982204501	0.4609865608	0.3284859919		0.3241263762						0.3028471094	0.5135885395		0.3222116347
CPI-SC092C3E4DF	FN1_a8b1 complex	simple:P02751	complex:a8b1 complex	ENSG00000115414		True	False	False	curated	True	0.125																																																																																																																																																																																																																																																																																															0.2709172066	0.2112320186		0.2662529285	0.1952077161	0.3073101802	0.2597578977			0.3215909734	0.231670812	0.2346265978	0.2566244346	0.3584896732	0.2453482575	0.4182109261	0.3600387584	0.263331628		0.8797353171	0.8200501292		0.875071039	0.8040258267	0.9161282907	0.8685760082			0.9304090839	0.8404889225	0.8434447083	0.8654425451	0.9673077837	0.854166368	1.0270290366	0.9688568689	0.8721497385		0.6488628085	0.5891776205		0.6441985304	0.573153318	0.6852557821	0.6377034995			0.6995365753	0.6096164139	0.6125721997	0.6345700365	0.7364352751	0.6232938594	0.796156528	0.7379843603	0.6412772299																			
