id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	Astrocytes|Astrocytes	Astrocytes|CA1	Astrocytes|CA2_3	Astrocytes|Cajal	Astrocytes|Choroid	Astrocytes|Dentate_Gyrus	Astrocytes|Fibroblast	Astrocytes|Inhibitory_Neurons	Astrocytes|MFOL	Astrocytes|MOL	Astrocytes|Macrophage	Astrocytes|Microglia	Astrocytes|NFOL	Astrocytes|OPC	Astrocytes|Pericyte	Astrocytes|Unidentified_Neurons	Astrocytes|VLMC	Astrocytes|Vascular	Astrocytes|subiculum	CA1|Astrocytes	CA1|CA1	CA1|CA2_3	CA1|Cajal	CA1|Choroid	CA1|Dentate_Gyrus	CA1|Fibroblast	CA1|Inhibitory_Neurons	CA1|MFOL	CA1|MOL	CA1|Macrophage	CA1|Microglia	CA1|NFOL	CA1|OPC	CA1|Pericyte	CA1|Unidentified_Neurons	CA1|VLMC	CA1|Vascular	CA1|subiculum	CA2_3|Astrocytes	CA2_3|CA1	CA2_3|CA2_3	CA2_3|Cajal	CA2_3|Choroid	CA2_3|Dentate_Gyrus	CA2_3|Fibroblast	CA2_3|Inhibitory_Neurons	CA2_3|MFOL	CA2_3|MOL	CA2_3|Macrophage	CA2_3|Microglia	CA2_3|NFOL	CA2_3|OPC	CA2_3|Pericyte	CA2_3|Unidentified_Neurons	CA2_3|VLMC	CA2_3|Vascular	CA2_3|subiculum	Cajal|Astrocytes	Cajal|CA1	Cajal|CA2_3	Cajal|Cajal	Cajal|Choroid	Cajal|Dentate_Gyrus	Cajal|Fibroblast	Cajal|Inhibitory_Neurons	Cajal|MFOL	Cajal|MOL	Cajal|Macrophage	Cajal|Microglia	Cajal|NFOL	Cajal|OPC	Cajal|Pericyte	Cajal|Unidentified_Neurons	Cajal|VLMC	Cajal|Vascular	Cajal|subiculum	Choroid|Astrocytes	Choroid|CA1	Choroid|CA2_3	Choroid|Cajal	Choroid|Choroid	Choroid|Dentate_Gyrus	Choroid|Fibroblast	Choroid|Inhibitory_Neurons	Choroid|MFOL	Choroid|MOL	Choroid|Macrophage	Choroid|Microglia	Choroid|NFOL	Choroid|OPC	Choroid|Pericyte	Choroid|Unidentified_Neurons	Choroid|VLMC	Choroid|Vascular	Choroid|subiculum	Dentate_Gyrus|Astrocytes	Dentate_Gyrus|CA1	Dentate_Gyrus|CA2_3	Dentate_Gyrus|Cajal	Dentate_Gyrus|Choroid	Dentate_Gyrus|Dentate_Gyrus	Dentate_Gyrus|Fibroblast	Dentate_Gyrus|Inhibitory_Neurons	Dentate_Gyrus|MFOL	Dentate_Gyrus|MOL	Dentate_Gyrus|Macrophage	Dentate_Gyrus|Microglia	Dentate_Gyrus|NFOL	Dentate_Gyrus|OPC	Dentate_Gyrus|Pericyte	Dentate_Gyrus|Unidentified_Neurons	Dentate_Gyrus|VLMC	Dentate_Gyrus|Vascular	Dentate_Gyrus|subiculum	Fibroblast|Astrocytes	Fibroblast|CA1	Fibroblast|CA2_3	Fibroblast|Cajal	Fibroblast|Choroid	Fibroblast|Dentate_Gyrus	Fibroblast|Fibroblast	Fibroblast|Inhibitory_Neurons	Fibroblast|MFOL	Fibroblast|MOL	Fibroblast|Macrophage	Fibroblast|Microglia	Fibroblast|NFOL	Fibroblast|OPC	Fibroblast|Pericyte	Fibroblast|Unidentified_Neurons	Fibroblast|VLMC	Fibroblast|Vascular	Fibroblast|subiculum	Inhibitory_Neurons|Astrocytes	Inhibitory_Neurons|CA1	Inhibitory_Neurons|CA2_3	Inhibitory_Neurons|Cajal	Inhibitory_Neurons|Choroid	Inhibitory_Neurons|Dentate_Gyrus	Inhibitory_Neurons|Fibroblast	Inhibitory_Neurons|Inhibitory_Neurons	Inhibitory_Neurons|MFOL	Inhibitory_Neurons|MOL	Inhibitory_Neurons|Macrophage	Inhibitory_Neurons|Microglia	Inhibitory_Neurons|NFOL	Inhibitory_Neurons|OPC	Inhibitory_Neurons|Pericyte	Inhibitory_Neurons|Unidentified_Neurons	Inhibitory_Neurons|VLMC	Inhibitory_Neurons|Vascular	Inhibitory_Neurons|subiculum	MFOL|Astrocytes	MFOL|CA1	MFOL|CA2_3	MFOL|Cajal	MFOL|Choroid	MFOL|Dentate_Gyrus	MFOL|Fibroblast	MFOL|Inhibitory_Neurons	MFOL|MFOL	MFOL|MOL	MFOL|Macrophage	MFOL|Microglia	MFOL|NFOL	MFOL|OPC	MFOL|Pericyte	MFOL|Unidentified_Neurons	MFOL|VLMC	MFOL|Vascular	MFOL|subiculum	MOL|Astrocytes	MOL|CA1	MOL|CA2_3	MOL|Cajal	MOL|Choroid	MOL|Dentate_Gyrus	MOL|Fibroblast	MOL|Inhibitory_Neurons	MOL|MFOL	MOL|MOL	MOL|Macrophage	MOL|Microglia	MOL|NFOL	MOL|OPC	MOL|Pericyte	MOL|Unidentified_Neurons	MOL|VLMC	MOL|Vascular	MOL|subiculum	Macrophage|Astrocytes	Macrophage|CA1	Macrophage|CA2_3	Macrophage|Cajal	Macrophage|Choroid	Macrophage|Dentate_Gyrus	Macrophage|Fibroblast	Macrophage|Inhibitory_Neurons	Macrophage|MFOL	Macrophage|MOL	Macrophage|Macrophage	Macrophage|Microglia	Macrophage|NFOL	Macrophage|OPC	Macrophage|Pericyte	Macrophage|Unidentified_Neurons	Macrophage|VLMC	Macrophage|Vascular	Macrophage|subiculum	Microglia|Astrocytes	Microglia|CA1	Microglia|CA2_3	Microglia|Cajal	Microglia|Choroid	Microglia|Dentate_Gyrus	Microglia|Fibroblast	Microglia|Inhibitory_Neurons	Microglia|MFOL	Microglia|MOL	Microglia|Macrophage	Microglia|Microglia	Microglia|NFOL	Microglia|OPC	Microglia|Pericyte	Microglia|Unidentified_Neurons	Microglia|VLMC	Microglia|Vascular	Microglia|subiculum	NFOL|Astrocytes	NFOL|CA1	NFOL|CA2_3	NFOL|Cajal	NFOL|Choroid	NFOL|Dentate_Gyrus	NFOL|Fibroblast	NFOL|Inhibitory_Neurons	NFOL|MFOL	NFOL|MOL	NFOL|Macrophage	NFOL|Microglia	NFOL|NFOL	NFOL|OPC	NFOL|Pericyte	NFOL|Unidentified_Neurons	NFOL|VLMC	NFOL|Vascular	NFOL|subiculum	OPC|Astrocytes	OPC|CA1	OPC|CA2_3	OPC|Cajal	OPC|Choroid	OPC|Dentate_Gyrus	OPC|Fibroblast	OPC|Inhibitory_Neurons	OPC|MFOL	OPC|MOL	OPC|Macrophage	OPC|Microglia	OPC|NFOL	OPC|OPC	OPC|Pericyte	OPC|Unidentified_Neurons	OPC|VLMC	OPC|Vascular	OPC|subiculum	Pericyte|Astrocytes	Pericyte|CA1	Pericyte|CA2_3	Pericyte|Cajal	Pericyte|Choroid	Pericyte|Dentate_Gyrus	Pericyte|Fibroblast	Pericyte|Inhibitory_Neurons	Pericyte|MFOL	Pericyte|MOL	Pericyte|Macrophage	Pericyte|Microglia	Pericyte|NFOL	Pericyte|OPC	Pericyte|Pericyte	Pericyte|Unidentified_Neurons	Pericyte|VLMC	Pericyte|Vascular	Pericyte|subiculum	Unidentified_Neurons|Astrocytes	Unidentified_Neurons|CA1	Unidentified_Neurons|CA2_3	Unidentified_Neurons|Cajal	Unidentified_Neurons|Choroid	Unidentified_Neurons|Dentate_Gyrus	Unidentified_Neurons|Fibroblast	Unidentified_Neurons|Inhibitory_Neurons	Unidentified_Neurons|MFOL	Unidentified_Neurons|MOL	Unidentified_Neurons|Macrophage	Unidentified_Neurons|Microglia	Unidentified_Neurons|NFOL	Unidentified_Neurons|OPC	Unidentified_Neurons|Pericyte	Unidentified_Neurons|Unidentified_Neurons	Unidentified_Neurons|VLMC	Unidentified_Neurons|Vascular	Unidentified_Neurons|subiculum	VLMC|Astrocytes	VLMC|CA1	VLMC|CA2_3	VLMC|Cajal	VLMC|Choroid	VLMC|Dentate_Gyrus	VLMC|Fibroblast	VLMC|Inhibitory_Neurons	VLMC|MFOL	VLMC|MOL	VLMC|Macrophage	VLMC|Microglia	VLMC|NFOL	VLMC|OPC	VLMC|Pericyte	VLMC|Unidentified_Neurons	VLMC|VLMC	VLMC|Vascular	VLMC|subiculum	Vascular|Astrocytes	Vascular|CA1	Vascular|CA2_3	Vascular|Cajal	Vascular|Choroid	Vascular|Dentate_Gyrus	Vascular|Fibroblast	Vascular|Inhibitory_Neurons	Vascular|MFOL	Vascular|MOL	Vascular|Macrophage	Vascular|Microglia	Vascular|NFOL	Vascular|OPC	Vascular|Pericyte	Vascular|Unidentified_Neurons	Vascular|VLMC	Vascular|Vascular	Vascular|subiculum	subiculum|Astrocytes	subiculum|CA1	subiculum|CA2_3	subiculum|Cajal	subiculum|Choroid	subiculum|Dentate_Gyrus	subiculum|Fibroblast	subiculum|Inhibitory_Neurons	subiculum|MFOL	subiculum|MOL	subiculum|Macrophage	subiculum|Microglia	subiculum|NFOL	subiculum|OPC	subiculum|Pericyte	subiculum|Unidentified_Neurons	subiculum|VLMC	subiculum|Vascular	subiculum|subiculum
CPI-CS0247DA882	BMR1A_ACR2A_BMP6	complex:BMR1A_ACR2A	simple:P22004		ENSG00000153162	True	True	False	curated	False	0.1																								3.6826758596		9.0237544494										1.8471581949							3.6423889807		8.9834675706										1.806871316							3.8380618422		9.1791404321										2.0025441775							3.5515532109		8.8926318007										1.7160355462							3.9394780198		9.2805566097										2.1039603551							3.6281099473		8.9691885372										1.7925922826							3.6146272696		8.9557058594										1.7791096049																																																																																			3.5745631453		8.9156417351										1.7390454806							3.6142484871		8.955327077										1.7787308224																										3.8806779472		9.2217565371										2.0451602825							3.6375472224		8.9786258123										1.8020295577																										4.0725991731		9.4136777629										2.2370815083		
CPI-CS047EE9E03	BMR1A_ACR2A_BMP5	complex:BMR1A_ACR2A	simple:P22003		ENSG00000112175	True	True	False	curated	False	0.1																										1.2843209332								1.4786341537		2.2820799513									1.2440340544								1.4383472748		2.2417930724									1.4397069159								1.6340201363		2.4374659339									1.1531982845								1.347511505		2.1509573026									1.5411230935								1.735436314		2.5388821115									1.229755021								1.4240682414		2.227514039									1.2162723433								1.4105855637		2.2140313613																																																																																					1.176208219								1.3705214394		2.173967237									1.2158935608								1.4102067812		2.2136525788																												1.4823230209								1.6766362414		2.4800820389									1.2391922961								1.4335055165		2.2369513141																												1.6742442467								1.8685574672		2.6720032648		
CPI-SS0A874F65F	LGR4_RSPO3	simple:Q9BXB1	simple:Q9BXY4	ENSG00000205213	ENSG00000146374	True	True	False	guidetopharmacology.org	False	0.1		1.3531183411		1.6046027123		1.1250148196											4.0949142046		1.1308351799		0.5729397435		0.8244241147													3.3147356069				0.548871683		0.8003560542													3.2906675465																							0.6943715737		0.9458559449													3.4361674372				0.6172805602		0.8687649314													3.3590764236				1.588524233		1.8400086042		1.3604207115											4.3303200964		1.3662410718		0.6136474435		0.8651318147													3.355443307																																																																																																																																									0.5907863341		0.8422707052													3.3325821975				0.9904329314		1.2419173026		0.7623294099											3.7322287949		0.7681497702																					0.6036149124		0.8550992835													3.3454107758		
CPI-CS0E54FF657	BMPR1A_BMPR2_BMP4	complex:BMPR1A_BMPR2	simple:P12644		ENSG00000125378	True	True	False	curated	False	0.1													2.1375287543				1.7821282461															2.0050832239				1.6496827157															1.9779874893				1.622586981															2.2064696959				1.8510691877															2.1651073796				1.8097068714															2.0864638543				1.731063346															2.2168112032				1.861410695															1.9327162714				1.5773157631																																		1.8634095595				1.5080090512															3.3779306968				3.0225301886															2.6029014126				2.2475009043															1.9562462258				1.6008457175															2.0218167836				1.6664162753															2.0627406387				1.7073401304															2.0505091356				1.6951086274															2.9197424442				2.5643419359															4.7005786023				4.345178094															2.0288759211				1.6734754129		
CPI-CS0EC80CA59	ACVR_1A2A receptor_BMP5	complex:ACVR_1A2A receptor	simple:P22003		ENSG00000112175	True	True	False	curated	False	0.1																										1.2843209332								1.4786341537		2.2820799513									1.2440340544								1.4383472748		2.2417930724									1.4397069159								1.6340201363		2.4374659339									1.1531982845								1.347511505		2.1509573026									1.5411230935								1.735436314		2.5388821115									1.229755021								1.4240682414		2.227514039									1.2162723433								1.4105855637		2.2140313613																																																																																					1.176208219								1.3705214394		2.173967237									1.2158935608								1.4102067812		2.2136525788																												1.4823230209								1.6766362414		2.4800820389									1.2391922961								1.4335055165		2.2369513141																												1.6742442467								1.8685574672		2.6720032648		
CPI-SS065F7DA2A	COPA_P2RY6	simple:P53621	simple:Q15077	ENSG00000122218	ENSG00000171631	True	False	True	IMEx,IntAct	False	0.1											2.2267413389	1.9463846142																		2.1965329577	1.916176233																		2.2096964998	1.9293397751																		2.2854352211	2.0050784964																		2.3182677679	2.0379110432																		2.1970776231	1.9167208984																		2.4662116286	2.1858549039																		2.262080278	1.9817235533																																					2.2711249572	1.9907682325																		2.8430912134	2.5627344887																		2.5721078848	2.2917511601																		2.3894342685	2.1090775438																		2.2858177402	2.0054610155																		2.5483012126	2.2679444879																		2.1498457772	1.8694890525																		2.6677795399	2.3874228152																		2.2708531232	1.9904963985																		2.2240185975	1.9436618728							
CPI-SS0E25CE362	EGFR_TGFA	simple:P00533	simple:P01135	ENSG00000146648	ENSG00000163235	True	True	False	curated	False	0.1					2.1190641803		2.1278704894					2.403620517	1.9907774653	2.4927352591				2.0334807658																																																															0.8062922808		0.8150985898					1.0908486175	0.6780055657	1.1799633595				0.7207088663																									1.702642328		1.711448637					1.9871986647	1.5743556129	2.0763134067				1.6170589135						0.9962306903		1.0050369993					1.2807870269	0.8679439752	1.369901769				0.9106472757																																												1.1280041341		1.1368104432					1.4125604708	0.9997174191	1.5016752129				1.0424207196																																																																																																					4.3116467564		4.3204530654					4.5962030931	4.1833600414	4.6853178351				4.2260633419																																							
CPI-CS05EAF93CC	BMPR1A_BMPR2_BMP7	complex:BMPR1A_BMPR2	simple:P18075		ENSG00000101144	True	True	False	curated	False	0.1					1.2307111322		1.5418469968																	1.0982656018		1.4094014664																	1.0711698672		1.3823057317																	1.2996520738		1.6107879384																	1.2582897575		1.5694256221																	1.1796462322		1.4907820968																	1.3099935811		1.6211294457																	1.0258986492		1.3370345138																																				0.9565919374		1.2677278019																	2.4711130747		2.7822489393																	1.6960837905		2.007219655																	1.0494286037		1.3605644683																	1.1149991615		1.426135026																	1.1559230165		1.4670588811																	1.1436915135		1.4548273781																	2.012924822		2.3240606866																	3.7937609802		4.1048968447																	1.122058299		1.4331941636												
CPI-CS0FFBA02F8	ACVR_1A2A receptor_BMP6	complex:ACVR_1A2A receptor	simple:P22004		ENSG00000153162	True	True	False	curated	False	0.1																								3.6826758596		9.0237544494										1.8471581949							3.6423889807		8.9834675706										1.806871316							3.8380618422		9.1791404321										2.0025441775							3.5515532109		8.8926318007										1.7160355462							3.9394780198		9.2805566097										2.1039603551							3.6281099473		8.9691885372										1.7925922826							3.6146272696		8.9557058594										1.7791096049																																																																																			3.5745631453		8.9156417351										1.7390454806							3.6142484871		8.955327077										1.7787308224																										3.8806779472		9.2217565371										2.0451602825							3.6375472224		8.9786258123										1.8020295577																										4.0725991731		9.4136777629										2.2370815083		
CPI-SS00550260E	CADM3_NECTIN3	simple:Q8N126	simple:Q9NQS3	ENSG00000162706	ENSG00000177707	False	False	False	curated	False	0.1																				0.6080221993		1.5525211918											0.5173198467			0.5854503441			0.7119923807	0.4646111598	1.6564913732										0.5650754411	0.6212900281			0.6894205255			0.8036592073	0.5562779863	1.7481581998										0.6567422677	0.7129568547			0.7810873521																						0.6256433986		1.5701423912											0.5349410461			0.6030715435																						0.6497334979		1.5942324904											0.5590311453			0.6271616427																																																																															0.6085081485		1.553007141																																																							0.9302145361	0.6828333152	1.8747135286										0.7832975965	0.8395121835			0.9076426809																																									0.665106339		1.6096053316											0.5744039865			0.6425344839		
CPI-SS0D41C7AF5	EPHB1_EFNB3	simple:P54762	simple:Q15768	ENSG00000154928	ENSG00000108947	False	True	True	curated	False	0.102						1.0421751969			1.8570365021	1.8978976226																		1.2418103337	1.2826714542											1.0030169785				1.1053814198			1.9202427251	1.9611038456									0.9704042349																																															1.4412984872	1.4821596077																																																	1.6437670695	1.575573459			1.7461315109			2.5609928161	2.6018539366			1.6388145566						1.6111543259		2.8847027039	2.8165090934			2.9870671453			3.8019284505	3.842789571			2.879750191						2.8520899603																																								2.8822253143	2.8140317038			2.9845897557			3.7994510609	3.8403121814			2.8772728013						2.8496125707																																															1.5977479809	1.6386091014																																																								1.6118661978	1.6527273183									
CPI-SS04124F4E1	EPO_EFNB2	simple:P01588	simple:P52799	ENSG00000130427	ENSG00000125266	True	False	True	IMEx,IntAct	False	0.105							0.8921244176																			0.9068964724														0.7523543046					0.9612714242	0.7297546791											0.7409492716		0.9753694017					1.1842865212	0.9527697761											0.9639643687		0.8438277033					1.0527448228	0.8212280778											0.8324226703		0.701407351					0.9103244705																			0.847177487														0.9381138976					1.1470310171	0.9155142721											0.9267088646		0.7598561495					0.968773269	0.737256524											0.7484511165																										1.0613326876														0.786414919					0.9953320385	0.7638152935											0.775009886																					0.8140712695					1.022988389	0.791471644											0.8026662365							0.9579974216																			0.7849340475																			0.9571553317																																						0.9083762365												
CPI-SS05D7900BF	PTN_ALK	simple:P21246	simple:Q9UM73	ENSG00000105894	ENSG00000171094	True	False	True	curated	False	0.108								5.8979159787						4.228449365					3.7909041864								2.8126326061																			2.573977059																			3.0548803802																			2.6428164432																			2.5703888594																			10.1459314894						8.4764648756					8.0389196971								2.5737100526																			5.3431002861						3.6736336724					3.2360884938								5.1245260747						3.455059461					3.0175142824								3.4223868986																			2.9702618028																			4.1447018635						2.4752352497					2.0376900711								4.7202820817						3.0508154679					2.6132702894								10.7953527342						9.1258861205					8.6883409419								4.200625779						2.5311591653					2.0936139867								4.402359355						2.7328927412					2.2953475627								6.6324436349						4.9629770212					4.5254318426								2.8775854508											
CPI-SS0B3829651	CADM3_EPB41L1	simple:Q8N126	simple:Q9H4G0	ENSG00000162706	ENSG00000088367	False	False	False	curated	False	0.108																									1.0718073552		1.1873118745											0.8133152172		0.7635685009				1.1757775366		1.2912820559					0.9194509906			0.8447787711			0.9172853986		0.8552353275		0.9059023069		1.2674443631		1.3829488825					1.0111178171			0.9364455977			1.0089522252																									1.0894285545		1.2049330738											0.8309364166																									1.1135186538		1.2290231731								0.7825198883			0.8550265158																																																																																		1.0722933043		1.1877978237																																																			0.9817906563	0.9306466554	1.0324576357		1.393999692	0.9614460094	1.5095042113					1.137673146	0.8729587894		1.0630009265			1.135507554																																												1.1288914949		1.2443960142								0.7978927295			0.870399357
CPI-SS0B990492C	CADM1_NECTIN3	simple:Q9BY67	simple:Q9NQS3	ENSG00000182985	ENSG00000177707	False	False	False	curated	False	0.108	8.1097831759	7.8624019549	9.0542821684										7.9628662363	8.0190808233			8.0872113207			4.4407517547	4.1933705338	5.3852507472										4.2938348151	4.3500494021			4.4181798995																																																														4.1630735137																																				4.748618671	4.50123745	5.6931176635										4.6017017314	4.6579163184			4.7260468158																																																												5.4552942861	5.2079130652	6.3997932786										5.3083773465	5.3645919336			5.4327224309					5.0413486461																			4.2002331926																																				4.339669314	4.092288093	5.2841683065										4.1927523744	4.2489669614			4.3170974588																																									4.9195461128	4.6721648919	5.8640451053										4.7726291732	4.8288437602			4.8969742576		
CPI-SS0AB647854	GPR37_PSAP	simple:O15354	simple:P07602	ENSG00000170775	ENSG00000197746	True	True	False	guidetopharmacology.org	False	0.111																																																																																																																																																									1.8483947984			1.2916323234	2.5458894152	1.0566516043	1.4984376858	1.0915377397	1.7695071258	1.5078719916	2.9117428068	2.1131401846		1.4412288432	1.4863004366	1.95328049	1.4377211759	1.9581376827	1.0132480298	1.858606715			1.30184424	2.5561013318	1.0668635209	1.5086496024	1.1017496563	1.7797190424	1.5180839082	2.9219547234	2.1233521012		1.4514407598	1.4965123532	1.9634924066	1.4479330925	1.9683495993	1.0234599464																																							1.4922482486				2.1897428654				1.413360576	1.1517254418	2.555596257	1.7569936348				1.5971339402		1.6019911329																																																																																																																			
CPI-SS0B02DE712	EGFR_NRG1	simple:P00533	simple:Q02297	ENSG00000146648	ENSG00000157168	True	True	True	I2D,IMEx,InnateDB-All,IntAct	False	0.111		6.9681319917		13.4793096623		6.22489385							8.0708457072	4.9040825285		16.7726615617			14.3947301484																																																											5.6553600922		12.1665377627		4.9121219505							6.7580738077			15.4598896621			13.0819582489																					6.5517101394		13.0628878099		5.8084719977							7.6544238549			16.3562397093			13.9783082961		5.8452985016		12.3564761722		5.10206036							6.9480122171			15.6498280716			13.2718966584																																								5.9770719455		12.4882496161		5.2338338038							7.079785661			15.7816015155			13.4036701023																																																																																																	9.1607145678	5.1025787874	15.6718922383		8.4174764261		5.6999947398					10.2634282833	7.0966651046		18.9652441377			16.5873127245																																						
CPI-SC032246C72	TGFB2_TGFbeta receptor2	simple:P61812	complex:TGFbeta receptor2	ENSG00000092969		True	False	True	curated	False	0.114																									0.7956495158						0.9460503345									0.885247185	0.9263516074			1.0194151134		0.7591619936				1.1698159321						0.8872035784	0.7160654294																				1.5173735499	1.7258382971	1.7669427196		1.4945869975	1.8600062255	1.5772902336	1.5997531057				2.0104070443	1.3932299465	1.5243632141		1.4855124787	1.6264133316	1.7277946905	1.5566565415		0.8267713373	0.8678757597			0.9609392657		0.7006861459				1.1113400844																																																																																																																																																																																																																									0.8908525559	1.0993173032	1.1404217256		0.8680660035	1.2334852316	0.9507692396	0.9732321118				1.3838860503		0.8978422202		0.8589914847	0.9998923376	1.1012736966	0.9301355475																			
CPI-SS082900482	GPR37L1_PSAP	simple:O60883	simple:P07602	ENSG00000170075	ENSG00000197746	True	True	False	guidetopharmacology.org	False	0.114	2.4230143883	1.5355147168	1.5049722975	1.8662519133	3.1205090051	1.6312711942	2.0730572757	1.6661573296	2.3441267157	2.0824915815	3.4863623967	2.6877597745	1.7886900853	2.0158484331	2.0609200265	2.5279000799	2.0123407658	2.5327572726	1.5878676197																																																																																																																																																																																																																		1.616236469				2.3137310858		1.2662793564		1.5373487964	1.2757136622	2.6795844774	1.8809818552		1.2090705138		1.7211221606		1.7259793533		1.7266295556				2.4241241725		1.376672443		1.647741883	1.3861067489	2.7899775641	1.9913749419		1.3194636004	1.3645351938	1.8315152473	1.3159559331	1.83637244																																																																																																
CPI-CS0E1BF543E	ACVR1_BMPR2_BMP5	complex:ACVR1_BMPR2	simple:P22003		ENSG00000112175	True	True	False	curated	False	0.116							1.2240232901								1.4183365105		2.2217823081									1.4324880373								1.6268012577		2.4302470553									1.4735924597								1.6679056802		2.4713514777																												1.2012367376								1.3955499581		2.1989957556									1.5666559657								1.7609691861		2.5644149837									1.2839399738								1.4782531942		2.2816989918									1.3064028459								1.5007160664		2.3041618639																																																																		1.7170567844								1.9113700049		2.7148158025									1.0998796867								1.2941929072		2.0976387047									1.2310129543								1.4253261748		2.2287719723																												1.1921622188								1.3864754393		2.1899212368									1.3330630717								1.5273762922		2.3308220897									1.4344444307								1.6287576512		2.4322034487									1.2633062817								1.4576195021		2.2610652997		
CPI-SS028688B7B	EFNA5_EPHA7	simple:P52803	simple:Q15375	ENSG00000184349	ENSG00000135333	False	False	True	curated	False	0.116																					2.2174412988	2.9305121969			5.1083653724	2.3299728316															2.7081782803			4.8860314558																																		3.1863146292	3.8993855272			6.0772387027	3.2988461619	2.4933612104								2.5738257286			2.326219775																					2.454201288	3.167272186			5.3451253615	2.5667328207														3.1915024486	3.9045733466			6.0824265222	3.3040339813	2.4985490298								2.579013548			2.3314075944																																																																																																																																							2.5609079739	3.2739788719			5.4518320475	2.6734395066														4.7673410177	5.4804119157	3.7922738791	3.4067078233	7.6582650913	4.8798725504	4.0743875989								4.1548521171	3.8018930385		3.9072461635																					2.593890491	3.306961389			5.4848145645	2.7064220237												
CPI-CS0C16967C6	ACVR1_BMPR2_BMP6	complex:ACVR1_BMPR2	simple:P22004		ENSG00000153162	True	True	False	curated	False	0.116					3.6223782164		8.9634568062										1.7868605517							3.8308429636		9.1719215535										1.9953252989							3.871947386		9.2130259759										2.0364297213																										3.5995916639		8.9406702538										1.7640739992							3.965010892		9.3060894819										2.1294932273							3.6822949001		9.0233734899										1.8467772354							3.7047577722		9.0458363621										1.8692401075																																																																4.1154117108		9.4564903006										2.279894046							3.498234613		8.8393132029										1.6627169483							3.6293678806		8.9704464705										1.7938502159																										3.5905171452		8.931595735										1.7549994804							3.731417998		9.0724965879										1.8959003333							3.832799357		9.1738779469										1.9972816923							3.661661208		9.0027397978										1.8261435433		
CPI-SC0EEF3A379	LAMC1_a6b1 complex	simple:P11047	complex:a6b1 complex	ENSG00000135862		True	False	False	curated	True	0.116																				1.0037105335											1.6402266388						1.623738631		0.9036523789											1.5401684843						1.5236804764																					0.9467543632											1.5832704686						1.5667824607		1.0965161231											1.7330322284						1.7165442205		2.1802220461											2.8167381514						2.8002501435		0.8793739443											1.5158900496						1.4994020417																					1.1256486089											1.7621647142						1.7456767063																																								1.4828086176											2.1193247229						2.1028367151		1.3368400287											1.973356134						1.9568681261		3.5887084359											4.2252245412						4.2087365333		0.9135349084											1.5500510138						1.5335630059		1.1668169923											1.8033330976						1.7868450897		1.0893834965											1.7258996019						1.709411594		0.8960722933											1.5325883986						1.5161003907	
CPI-SS087B53ABF	JAM2_JAM3	simple:P57087	simple:Q9BX67	ENSG00000154721	ENSG00000166086	True	False	False	curated	False	0.119		0.8882582254		0.8646807459					1.994674159	2.2194859131			2.5656860186	1.2610179679	1.1147710171	0.9292538464			0.8707268646																																																																																																																																																																																																																			0.9016380939		0.8780606144					2.0080540275	2.2328657816			2.5790658871	1.2743978364	1.1281508855	0.9426337148			0.8841067331		1.0325640461	0.7715720095	1.0089865666		0.755582814		0.7511246378	2.1389799797	2.3637917338			2.7099918393	1.4053237886	1.2590768377	1.073559667			1.0150326853																																																											1.690624516	1.4296324794	1.6670470365		1.4136432839		1.4091851077	2.7970404496	3.0218522037			3.3680523092	2.0633842585	1.9171373076	1.7316201369	1.415789515		1.6730931552																			
CPI-SS033CB0BB2	CXADR_FAM3C	simple:P78310	simple:Q92520	ENSG00000154639	ENSG00000196937	True	True	False	IMEx,IntAct	False	0.119																									0.3515684262								0.5180977581			0.4862459632								0.4152938265		0.3416907059					0.4488724084	0.5818231584			0.5499713635								0.6469839684		0.5733808478					0.6805625502	0.8135133002			0.7816615053								0.7089609408		0.6353578202					0.7425395226	0.8754902726			0.8436384778																											0.6896108592		0.6160077386					0.7231894411	0.856140191			0.8242883962								0.4036047924		0.3300016718					0.4371833742	0.5701341242			0.5382823293																																																																																																																																													0.446317659		0.3727145384					0.4798962408	0.6128469908			0.5809951959								1.2272088541		1.1536057335					1.2607874359	1.3937381859			1.361886391																											0.4210024684		0.3473993478					0.4545810503	0.5875318002			0.5556800054		
CPI-SS0586F2596	EPHB2_EFNA5	simple:P29323	simple:P52803	ENSG00000133216	ENSG00000184349	False	True	False	curated	False	0.119																					0.808133687			1.7770070174		1.0448936761	1.7821948368								1.1516003621	3.3580334059		1.1845828792		1.1207872339	0.8984533173		2.0896605642		1.357547223	2.0948483836								1.4642539089	3.6706869527		1.497236426																																								0.8239760162			1.7928493465		1.0607360053	1.798037166								1.1674426913	3.3738757351		1.2004252083																					0.7107053464			1.6795786767		0.9474653355	1.6847664961								1.0541720214	3.2606050652		1.0871545385																																																																																																																																							0.8448996164			1.8137729467		1.0816596055	1.8189607661								1.1883662914	3.3947993352		1.2213488085																																								0.9088955985			1.8777689288		1.1456555876	1.8829567483								1.2523622735	3.4587953173		1.2853447906
