"","MGI Gene/Marker ID","Symbol","Name","Chr","Qualifier","Annotated Term","Context","Proteoform","Evidence","Inferred From","Reference(s)"
"24","MGI:97816","Ptprz1","protein tyrosine phosphatase, receptor type Z, polypeptide 1","6",NA,"positive regulation of oligodendrocyte differentiation",NA,NA,"ISO","RGD:3455","J:155856"
"25","MGI:97837","Qk","quaking","17",NA,"positive regulation of oligodendrocyte differentiation",NA,NA,"ISO","RGD:1584886","J:155856"
"26","MGI:97912","Rheb","Ras homolog enriched in brain","5",NA,"positive regulation of oligodendrocyte differentiation","regulates a function/process that happens in brain,happens in oligodendrocyte precursor cell",NA,"IMP","MGI:2179311 MGI:3850507","J:217386"
"27","MGI:98297","Shh","sonic hedgehog","5",NA,"positive regulation of oligodendrocyte differentiation","happens in future spinal cord",NA,"IDA",NA,"J:67154"
"28","MGI:2447063","Tenm4","teneurin transmembrane protein 4","7",NA,"positive regulation of oligodendrocyte differentiation",NA,NA,"IMP",NA,"J:187705"
"29","MGI:1346060","Tlr2","toll-like receptor 2","3",NA,"positive regulation of oligodendrocyte differentiation",NA,NA,"ISO","RGD:735138","J:155856"
"30","MGI:1314883","Tnfrsf1b","tumor necrosis factor receptor superfamily, member 1b","4",NA,"positive regulation of oligodendrocyte differentiation",NA,NA,"IBA","PTN002933906","J:265628"
"31","MGI:1314883","Tnfrsf1b","tumor necrosis factor receptor superfamily, member 1b","4",NA,"positive regulation of oligodendrocyte differentiation","happens in oligodendrocyte precursor cell,regulates a function/process that happens in oligodendrocyte",NA,"IMP",NA,"J:231813"
"32","MGI:1336991","Trp73","transformation related protein 73","4",NA,"positive regulation of oligodendrocyte differentiation",NA,NA,"ISO","RGD:1307083","J:155856"
"33","MGI:2143676","Zfp365","zinc finger protein 365","10",NA,"positive regulation of oligodendrocyte differentiation",NA,NA,"IMP",NA,"J:207476"
"34","MGI:2143676","Zfp365","zinc finger protein 365","10",NA,"positive regulation of oligodendrocyte differentiation",NA,NA,"ISO","RGD:1565986","J:155856"
"35","MGI:2686052","Zfp488","zinc finger protein 488","14",NA,"positive regulation of oligodendrocyte differentiation",NA,NA,"IDA",NA,"J:263387"
"36","MGI:2686052","Zfp488","zinc finger protein 488","14",NA,"positive regulation of oligodendrocyte differentiation",NA,NA,"IGI","MGI:1355331","J:112231"
