MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1914853	Dusp6	dual specificity phosphatase 6	10		negative regulation of ERK1 and ERK2 cascade			ISO	RGD:70978 	J:155856 	
MGI:1914853	Dusp6	dual specificity phosphatase 6	10		negative regulation of ERK1 and ERK2 cascade			ISO	Q16828 	J:164563 	
MGI:2387107	Dusp9	dual specificity phosphatase 9	X		negative regulation of ERK1 and ERK2 cascade			IBA	PTN002562926 	J:265628 	
MGI:1927070	Dusp10	dual specificity phosphatase 10	1		negative regulation of ERK1 and ERK2 cascade	happens in intestinal epithelial cell		IMP		J:242446 	
MGI:1914209	Dusp26	dual specificity phosphatase 26 (putative)	8		negative regulation of ERK1 and ERK2 cascade			ISO	Q9BV47 	J:164563 	
MGI:98643	Dynlt1b	dynein light chain Tctex-type 1B	17		negative regulation of ERK1 and ERK2 cascade			IDA		J:179764 	
MGI:3607716	E130311K13Rik	RIKEN cDNA E130311K13 gene	3		negative regulation of ERK1 and ERK2 cascade			ISO	Q6P1S2 	J:164563 	
MGI:95301	Eif3a	eukaryotic translation initiation factor 3, subunit A	19		negative regulation of ERK1 and ERK2 cascade			ISO	RGD:1307269 	J:155856 	
MGI:1926189	Emilin1	elastin microfibril interfacer 1	5		negative regulation of ERK1 and ERK2 cascade	happens in aortic valve leaflet,is a part of aortic valve morphogenesis,is a part of negative regulation of transforming growth factor beta receptor signaling pathway		IMP		J:215596 	
MGI:99611	Ephb2	Eph receptor B2	4		negative regulation of ERK1 and ERK2 cascade			IDA		J:242479 	
MGI:1921405	Errfi1	ERBB receptor feedback inhibitor 1	4		negative regulation of ERK1 and ERK2 cascade			ISO	RGD:1307599 	J:155856 	
MGI:98931	Ezr	ezrin	17		negative regulation of ERK1 and ERK2 cascade			ISO	P15311 	J:164563 	
MGI:95487	Fbln1	fibulin 1	15		negative regulation of ERK1 and ERK2 cascade			ISO	P23142 	J:164563 	
MGI:2442184	Flcn	folliculin	11		negative regulation of ERK1 and ERK2 cascade	regulates a function/process that happens in metanephros,regulates a function/process that happens in kidney epithelial cell		IMP	MGI:3774414 	J:130978 	
MGI:2442184	Flcn	folliculin	11		negative regulation of ERK1 and ERK2 cascade	regulates a function/process that happens in embryonic stem cell		IMP	MGI:4348628 	J:173708 	
MGI:1924104	Gper1	G protein-coupled estrogen receptor 1	5		negative regulation of ERK1 and ERK2 cascade			ISO	Q99527 	J:164563 	
MGI:95865	Gstp1	glutathione S-transferase, pi 1	19		negative regulation of ERK1 and ERK2 cascade			IDA		J:172998 	
MGI:95865	Gstp1	glutathione S-transferase, pi 1	19		negative regulation of ERK1 and ERK2 cascade			ISO	P09211 	J:164563 	
MGI:95864	Gstp2	glutathione S-transferase, pi 2	19		negative regulation of ERK1 and ERK2 cascade			ISO	P09211 	J:164563 	
MGI:96432	Igf1	insulin-like growth factor 1	10		negative regulation of ERK1 and ERK2 cascade			IGI	MGI:96787 	J:110719 	
MGI:1306802	Itgb1bp1	integrin beta 1 binding protein 1	12		negative regulation of ERK1 and ERK2 cascade			ISO	O14713 	J:164563 	
MGI:1342287	Klf4	Kruppel-like factor 4 (gut)	4		negative regulation of ERK1 and ERK2 cascade			ISO	RGD:621445 	J:155856 	
MGI:96787	Lif	leukemia inhibitory factor	11		negative regulation of ERK1 and ERK2 cascade			IGI	MGI:96432 	J:110719 	
MGI:102810	Lmo3	LIM domain only 3	6		negative regulation of ERK1 and ERK2 cascade			ISO	Q8TAP4 	J:164563 	
MGI:96892	Lyn	LYN proto-oncogene, Src family tyrosine kinase	4		negative regulation of ERK1 and ERK2 cascade			IMP		J:87475 J:90545 	
MGI:1352498	Ndrg2	N-myc downstream regulated gene 2	14		negative regulation of ERK1 and ERK2 cascade			IMP		J:164832 	
MGI:2141990	Nlrp6	NLR family, pyrin domain containing 6	7		negative regulation of ERK1 and ERK2 cascade			IMP		J:186698 	
MGI:2676630	Nlrp12	NLR family, pyrin domain containing 12	7		negative regulation of ERK1 and ERK2 cascade	regulates a function/process that happens in colon		IMP	MGI:4836357 	J:187326 	
MGI:97572	Phb	prohibitin	11		negative regulation of ERK1 and ERK2 cascade			ISO	P35232 	J:164563 	
MGI:2138327	Phlpp1	PH domain and leucine rich repeat protein phosphatase 1	1		negative regulation of ERK1 and ERK2 cascade			ISO	RGD:621308 	J:155856 	
MGI:1346036	Pin1	peptidyl-prolyl cis/trans isomerase, NIMA-interacting 1	9		negative regulation of ERK1 and ERK2 cascade			ISO	Q13526 	J:164563 	
MGI:3649546	Pin1rt1	peptidyl-prolyl cis/trans isomerase, NIMA-interacting 1, retrogene 1	2		negative regulation of ERK1 and ERK2 cascade			ISO	Q13526 	J:164563 	
MGI:1919623	Psca	prostate stem cell antigen	15		negative regulation of ERK1 and ERK2 cascade			ISO	O43653 	J:164563 	
MGI:109583	Pten	phosphatase and tensin homolog	19		negative regulation of ERK1 and ERK2 cascade			ISO	P60484 	J:164563 	
MGI:97805	Ptpn1	protein tyrosine phosphatase, non-receptor type 1	2		negative regulation of ERK1 and ERK2 cascade	happens in endothelial cell of artery		IGI	P97333 	J:197143 	
MGI:97806	Ptpn2	protein tyrosine phosphatase, non-receptor type 2	18		negative regulation of ERK1 and ERK2 cascade			IMP		J:96360 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		negative regulation of ERK1 and ERK2 cascade	happens in T cell,regulates a function/process that happens in T cell,happens in membrane raft		IGI	P06240 	J:96410 	
MGI:109559	Ptprr	protein tyrosine phosphatase, receptor type, R	10		negative regulation of ERK1 and ERK2 cascade			ISO	Q15256 	J:164563 	
MGI:1928741	Ranbp9	RAN binding protein 9	13		negative regulation of ERK1 and ERK2 cascade			ISO	Q96S59 	J:164563 	
MGI:104580	Rapgef1	Rap guanine nucleotide exchange factor (GEF) 1	2		negative regulation of ERK1 and ERK2 cascade	regulates a function/process that happens in neuronal stem cell		IGI	MGI:95516 	J:119299 	
MGI:1859709	Rgs14	regulator of G-protein signaling 14	13		negative regulation of ERK1 and ERK2 cascade			ISO	RGD:620003 	J:155856 	
MGI:1914321	Rps6ka6	ribosomal protein S6 kinase polypeptide 6	X		negative regulation of ERK1 and ERK2 cascade			IDA		J:89932 	
MGI:1203727	Sema6a	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A	18		negative regulation of ERK1 and ERK2 cascade			ISO	Q9H2E6 	J:164563 	
MGI:108563	Sirpa	signal-regulatory protein alpha	2		negative regulation of ERK1 and ERK2 cascade	happens in macrophage,regulates a function/process that happens in macrophage,is a part of cellular response to lipopolysaccharide		IMP		J:126125 	
MGI:1349482	Slc9a3r1	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1	11		negative regulation of ERK1 and ERK2 cascade			ISO	O14745 	J:164563 	
MGI:894293	Smad4	SMAD family member 4	18		negative regulation of ERK1 and ERK2 cascade			IMP		J:114629 	
MGI:2150016	Spred1	sprouty protein with EVH-1 domain 1, related sequence	2		negative regulation of ERK1 and ERK2 cascade			IDA		J:230992 J:287039 	
MGI:2150019	Spred2	sprouty-related EVH1 domain containing 2	11		negative regulation of ERK1 and ERK2 cascade			IDA		J:287039 	
MGI:2142186	Spred3	sprouty-related EVH1 domain containing 3	7		negative regulation of ERK1 and ERK2 cascade			IDA		J:287039 	
MGI:1345139	Spry1	sprouty RTK signaling antagonist 1	3		negative regulation of ERK1 and ERK2 cascade			IDA		J:73116 J:287039 	
MGI:1345139	Spry1	sprouty RTK signaling antagonist 1	3		negative regulation of ERK1 and ERK2 cascade	regulates a function/process that happens in left lung rudiment epithelium|regulates a function/process that happens in right lung rudiment epithelium		IGI	MGI:1099809 MGI:1345138 	J:174194 	
MGI:1345139	Spry1	sprouty RTK signaling antagonist 1	3		negative regulation of ERK1 and ERK2 cascade	happens in fibroblast of cardiac tissue		IMP		J:144775 	
MGI:1345138	Spry2	sprouty RTK signaling antagonist 2	14		negative regulation of ERK1 and ERK2 cascade	happens in cardiocyte		IDA		J:225489 	
MGI:1345138	Spry2	sprouty RTK signaling antagonist 2	14		negative regulation of ERK1 and ERK2 cascade			IDA		J:73116 J:287039 	
MGI:1345138	Spry2	sprouty RTK signaling antagonist 2	14		negative regulation of ERK1 and ERK2 cascade	regulates a function/process that happens in left lung rudiment epithelium|regulates a function/process that happens in right lung rudiment epithelium		IGI	MGI:1099809 MGI:1345139 	J:174194 	
MGI:1345138	Spry2	sprouty RTK signaling antagonist 2	14		negative regulation of ERK1 and ERK2 cascade			ISO	O43597 	J:164563 	
MGI:1345188	Spry3	sprouty RTK signaling antagonist 3	X		negative regulation of ERK1 and ERK2 cascade			IMP		J:116930 	
MGI:1345144	Spry4	sprouty RTK signaling antagonist 4	18		negative regulation of ERK1 and ERK2 cascade			IEA	IPR030790 	J:72247 	
MGI:1344347	Synj2bp	synaptojanin 2 binding protein	12		negative regulation of ERK1 and ERK2 cascade			ISO	P57105 	J:164563 	
MGI:1922072	Tbc1d10c	TBC1 domain family, member 10c	19		negative regulation of ERK1 and ERK2 cascade			IGI	MGI:1932389 	J:211913 	
MGI:1922072	Tbc1d10c	TBC1 domain family, member 10c	19		negative regulation of ERK1 and ERK2 cascade	happens in B cell,regulates a function/process that happens in B cell|regulates a function/process that happens in T cell,happens in T cell		IMP		J:211913 	
MGI:98754	Timp3	tissue inhibitor of metalloproteinase 3	10		negative regulation of ERK1 and ERK2 cascade			ISO	P35625 	J:164563 	
MGI:96824	Tlr4	toll-like receptor 4	4		negative regulation of ERK1 and ERK2 cascade			IMP		J:156686 	
MGI:1932389	Tlr9	toll-like receptor 9	9		negative regulation of ERK1 and ERK2 cascade			IGI	MGI:1922072 	J:211913 	
MGI:1926194	Tnip1	TNFAIP3 interacting protein 1	11		negative regulation of ERK1 and ERK2 cascade			IBA	PTN001275735 	J:265628 	
MGI:1926194	Tnip1	TNFAIP3 interacting protein 1	11		negative regulation of ERK1 and ERK2 cascade			ISO	Q15025 	J:164563 	
MGI:2182465	Vrk3	vaccinia related kinase 3	7		negative regulation of ERK1 and ERK2 cascade			IDA		J:133288 	
MGI:1922857	Wnk2	WNK lysine deficient protein kinase 2	13		negative regulation of ERK1 and ERK2 cascade			ISO	Q9Y3S1 	J:164563 	
MGI:98970	Xbp1	X-box binding protein 1	11		negative regulation of ERK1 and ERK2 cascade			ISO	P17861 	J:164563 	

