MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1099809	Fgf10	fibroblast growth factor 10	13		positive regulation of canonical Wnt signaling pathway			IMP	MGI:1859647 	J:109476 	
MGI:95523	Fgfr2	fibroblast growth factor receptor 2	7		positive regulation of canonical Wnt signaling pathway	regulates a function/process that happens in lung,regulates a function/process that happens in mesenchymal stem cell		IGI	MGI:95522 	J:137691 	
MGI:95523	Fgfr2	fibroblast growth factor receptor 2	7		positive regulation of canonical Wnt signaling pathway			IMP	MGI:2153811 	J:109476 	
MGI:95524	Fgfr3	fibroblast growth factor receptor 3	5		positive regulation of canonical Wnt signaling pathway			IMP	MGI:1931521 	J:151194 	
MGI:109450	Frat1	frequently rearranged in advanced T cell lymphomas	19		positive regulation of canonical Wnt signaling pathway			IBA	PTN002172444 	J:265628 	
MGI:109450	Frat1	frequently rearranged in advanced T cell lymphomas	19		positive regulation of canonical Wnt signaling pathway			ISO	Q92837 	J:164563 	
MGI:1313278	Fzd9	frizzled class receptor 9	5		positive regulation of canonical Wnt signaling pathway			IMP		J:236211 	
MGI:1923675	Gid8	GID complex subunit 8	2		positive regulation of canonical Wnt signaling pathway			IBA	PTN000305019 	J:265628 	
MGI:1923675	Gid8	GID complex subunit 8	2		positive regulation of canonical Wnt signaling pathway			ISO	Q9NWU2 	J:164563 	
MGI:104903	Gpc3	glypican 3	X		positive regulation of canonical Wnt signaling pathway			IBA	PTN000850517 	J:265628 	
MGI:104903	Gpc3	glypican 3	X		positive regulation of canonical Wnt signaling pathway			ISO	P51654 	J:164563 	
MGI:1194894	Gpc5	glypican 5	14		positive regulation of canonical Wnt signaling pathway			IBA	PTN000850517 	J:265628 	
MGI:1927596	Gprc5b	G protein-coupled receptor, family C, group 5, member B	7		positive regulation of canonical Wnt signaling pathway	happens in UBERON:0001950,happens at the same time as embryo development		IMP		J:204990 	
MGI:1914037	Gskip	GSK3B interacting protein	12		positive regulation of canonical Wnt signaling pathway			ISO	Q9P0R6 	J:164563 	
MGI:96086	Hhex	hematopoietically expressed homeobox	19		positive regulation of canonical Wnt signaling pathway			ISO	Q03014 	J:164563 	
MGI:1195267	Ilk	integrin linked kinase	7		positive regulation of canonical Wnt signaling pathway			ISO	Q13418 	J:164563 	
MGI:106214	Jrk	jerky	15		positive regulation of canonical Wnt signaling pathway			ISO	O75564 	J:164563 	
MGI:2147707	Kank1	KN motif and ankyrin repeat domains 1	19		positive regulation of canonical Wnt signaling pathway			ISO	Q14678 	J:164563 	
MGI:1891468	Lgr4	leucine-rich repeat-containing G protein-coupled receptor 4	2		positive regulation of canonical Wnt signaling pathway			IDA		J:198905 	
MGI:1891468	Lgr4	leucine-rich repeat-containing G protein-coupled receptor 4	2		positive regulation of canonical Wnt signaling pathway			IMP		J:174842 J:197850 	
MGI:1891468	Lgr4	leucine-rich repeat-containing G protein-coupled receptor 4	2		positive regulation of canonical Wnt signaling pathway			ISO	Q9BXB1 	J:164563 	
MGI:1341817	Lgr5	leucine rich repeat containing G protein coupled receptor 5	10		positive regulation of canonical Wnt signaling pathway			IMP		J:174842 	
MGI:1341817	Lgr5	leucine rich repeat containing G protein coupled receptor 5	10		positive regulation of canonical Wnt signaling pathway			ISO	O75473 	J:164563 	
MGI:1888519	Lmx1a	LIM homeobox transcription factor 1 alpha	1		positive regulation of canonical Wnt signaling pathway	positively regulates dopaminergic neuron differentiation		IC	GO:0045944 GO:1904948 	J:228113 	
MGI:2142227	Lrrk1	leucine-rich repeat kinase 1	7		positive regulation of canonical Wnt signaling pathway			ISO	Q38SD2 	J:164563 	
MGI:1913975	Lrrk2	leucine-rich repeat kinase 2	15		positive regulation of canonical Wnt signaling pathway			ISO	Q5S007 	J:164563 	
MGI:2443848	Lypd6	LY6/PLAUR domain containing 6	2		positive regulation of canonical Wnt signaling pathway			IBA	PTN002829001 	J:265628 	
MGI:97312	Nfkb1	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	3		positive regulation of canonical Wnt signaling pathway			ISO	P19838 	J:164563 	
MGI:2429770	Nle1	notchless homolog 1	11		positive regulation of canonical Wnt signaling pathway			IMP	MGI:2671871 MGI:2671874 	J:193532 	
MGI:1914372	Nrarp	Notch-regulated ankyrin repeat protein	2		positive regulation of canonical Wnt signaling pathway			IBA	PTN000653900 	J:265628 	
MGI:1914372	Nrarp	Notch-regulated ankyrin repeat protein	2		positive regulation of canonical Wnt signaling pathway			ISO	Q7Z6K4 	J:73065 	
MGI:1351637	Peg12	paternally expressed 12	7		positive regulation of canonical Wnt signaling pathway			IBA	PTN002172444 	J:265628 	
MGI:1351637	Peg12	paternally expressed 12	7		positive regulation of canonical Wnt signaling pathway			ISO	Q92837 	J:164563 	
MGI:1346036	Pin1	peptidyl-prolyl cis/trans isomerase, NIMA-interacting 1	9		positive regulation of canonical Wnt signaling pathway			IC	GO:0008013 GO:0050821 	J:186644 	
MGI:1346036	Pin1	peptidyl-prolyl cis/trans isomerase, NIMA-interacting 1	9		positive regulation of canonical Wnt signaling pathway			ISO	Q13526 	J:164563 	
MGI:3649546	Pin1rt1	peptidyl-prolyl cis/trans isomerase, NIMA-interacting 1, retrogene 1	2		positive regulation of canonical Wnt signaling pathway			ISO	Q13526 	J:164563 	
MGI:1916467	Plekha4	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4	7		positive regulation of canonical Wnt signaling pathway			IBA	PTN000297842 	J:265628 	
MGI:1916467	Plekha4	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4	7		positive regulation of canonical Wnt signaling pathway			ISO	Q9H4M7 	J:164563 	
MGI:99878	Ppm1a	protein phosphatase 1A, magnesium dependent, alpha isoform	12		positive regulation of canonical Wnt signaling pathway			IBA	PTN001418787 	J:265628 	
MGI:99878	Ppm1a	protein phosphatase 1A, magnesium dependent, alpha isoform	12		positive regulation of canonical Wnt signaling pathway			ISO	P35813 	J:164563 	
MGI:101841	Ppm1b	protein phosphatase 1B, magnesium dependent, beta isoform	17		positive regulation of canonical Wnt signaling pathway			IBA	PTN001418787 	J:265628 	
MGI:2142330	Ppm1n	protein phosphatase, Mg2+/Mn2+ dependent, 1N (putative)	7		positive regulation of canonical Wnt signaling pathway			IBA	PTN001418787 	J:265628 	
MGI:2442104	Ppp2r3a	protein phosphatase 2, regulatory subunit B'', alpha	9		positive regulation of canonical Wnt signaling pathway			ISO	Q06190 	J:164563 	
MGI:1930121	Prdm15	PR domain containing 15	16		positive regulation of canonical Wnt signaling pathway			IMP		J:257906 	
MGI:1918711	Ptk7	PTK7 protein tyrosine kinase 7	17		positive regulation of canonical Wnt signaling pathway			ISO	Q13308 	J:164563 	
MGI:96522	Rbpj	recombination signal binding protein for immunoglobulin kappa J region	5		positive regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment			IMP	MGI:3583755 	J:186421 	
MGI:1855698	Reck	reversion-inducing-cysteine-rich protein with kazal motifs	4		positive regulation of canonical Wnt signaling pathway			IDA		J:256044 J:266652 	
MGI:1915281	Rnf146	ring finger protein 146	10		positive regulation of canonical Wnt signaling pathway			ISO	Q9NTX7 	J:164563 	
MGI:1913993	Rnf220	ring finger protein 220	4		positive regulation of canonical Wnt signaling pathway			ISO	Q5VTB9 	J:164563 	
MGI:1347521	Ror2	receptor tyrosine kinase-like orphan receptor 2	13		positive regulation of canonical Wnt signaling pathway			IDA		J:164777 	
MGI:98105	Rps12	ribosomal protein S12	10		positive regulation of canonical Wnt signaling pathway			ISO	P25398 	J:164563 	
MGI:2183426	Rspo1	R-spondin 1	4		positive regulation of canonical Wnt signaling pathway			IDA		J:198905 	
MGI:2183426	Rspo1	R-spondin 1	4		positive regulation of canonical Wnt signaling pathway			ISO	Q2MKA7 	J:164563 	
MGI:1922667	Rspo2	R-spondin 2	15		positive regulation of canonical Wnt signaling pathway	regulates a function/process that happens in osteoblast		IDA		J:150546 	
MGI:1922667	Rspo2	R-spondin 2	15		positive regulation of canonical Wnt signaling pathway			IDA		J:131960 	
MGI:1922667	Rspo2	R-spondin 2	15		positive regulation of canonical Wnt signaling pathway			IGI	MGI:1298218 	J:131960 	
MGI:1922667	Rspo2	R-spondin 2	15		positive regulation of canonical Wnt signaling pathway	regulates a function/process that happens in right lung rudiment epithelium|regulates a function/process that happens in left lung rudiment epithelium		IMP	MGI:3045965 	J:131960 	
MGI:1920030	Rspo3	R-spondin 3	10		positive regulation of canonical Wnt signaling pathway			IDA		J:113117 	
MGI:1920030	Rspo3	R-spondin 3	10		positive regulation of canonical Wnt signaling pathway	regulates a function/process that happens in placenta		IMP	MGI:5609537 	J:215739 	
MGI:1928760	Ruvbl1	RuvB-like protein 1	6		positive regulation of canonical Wnt signaling pathway			ISO	Q9Y265 	J:164563 	
MGI:1891228	Scel	sciellin	14		positive regulation of canonical Wnt signaling pathway			ISO	O95171 	J:164563 	
MGI:107556	Sema5a	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A	15		positive regulation of canonical Wnt signaling pathway	uses UniProtKB:Q02248		IDA		J:203404 	
MGI:892014	Sfrp1	secreted frizzled-related protein 1	8		positive regulation of canonical Wnt signaling pathway			ISO	Q8N474 	J:164563 	
MGI:108078	Sfrp2	secreted frizzled-related protein 2	3		positive regulation of canonical Wnt signaling pathway	regulates a function/process that happens in intestinal epithelial cell		IDA		J:227384 	
MGI:108078	Sfrp2	secreted frizzled-related protein 2	3		positive regulation of canonical Wnt signaling pathway			IDA		J:165596 	
MGI:108078	Sfrp2	secreted frizzled-related protein 2	3		positive regulation of canonical Wnt signaling pathway			IGI	MGI:98956 	J:131066 	
MGI:108078	Sfrp2	secreted frizzled-related protein 2	3		positive regulation of canonical Wnt signaling pathway			ISO	RGD:735163 	J:155856 	
MGI:892010	Sfrp4	secreted frizzled-related protein 4	13		positive regulation of canonical Wnt signaling pathway			ISO	Q6FHJ7 	J:73065 	
MGI:1201674	Smad3	SMAD family member 3	9		positive regulation of canonical Wnt signaling pathway			ISO	RGD:3032 	J:155856 	
MGI:98366	Sox4	SRY (sex determining region Y)-box 4	13		positive regulation of canonical Wnt signaling pathway			IDA		J:129040 	
MGI:98366	Sox4	SRY (sex determining region Y)-box 4	13		positive regulation of canonical Wnt signaling pathway	positively regulates positive regulation of cell population proliferation		IMP		J:129040 	
MGI:98397	Src	Rous sarcoma oncogene	2		positive regulation of canonical Wnt signaling pathway			IGI	MGI:98956 Q08463 	J:155567 	
MGI:1919293	Sulf2	sulfatase 2	2		positive regulation of canonical Wnt signaling pathway			IMP	MGI:3587954 	J:201786 	
MGI:2441730	Tbl1xr1	transducin (beta)-like 1X-linked receptor 1	3		positive regulation of canonical Wnt signaling pathway			ISO	Q9BZK7 	J:164563 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		positive regulation of canonical Wnt signaling pathway			ISO	P01137 	J:164563 	
MGI:98742	Thra	thyroid hormone receptor alpha	11		positive regulation of canonical Wnt signaling pathway			IC	GO:0045944 	J:227384 	
MGI:1913491	Tmem9	transmembrane protein 9	1		positive regulation of canonical Wnt signaling pathway			IMP		J:268691 	
MGI:1913491	Tmem9	transmembrane protein 9	1		positive regulation of canonical Wnt signaling pathway			ISO	Q9P0T7 	J:164563 	
MGI:2443133	Tmem198	transmembrane protein 198	1		positive regulation of canonical Wnt signaling pathway			IBA	PTN002830629 	J:265628 	
MGI:2443133	Tmem198	transmembrane protein 198	1		positive regulation of canonical Wnt signaling pathway			ISO	Q66K66 	J:164563 	
MGI:1341087	Tnks	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase	8		positive regulation of canonical Wnt signaling pathway			IBA	PTN000652929 	J:265628 	
MGI:1341087	Tnks	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase	8		positive regulation of canonical Wnt signaling pathway			ISO	O95271 	J:164563 	
MGI:1921743	Tnks2	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2	19		positive regulation of canonical Wnt signaling pathway			IBA	PTN000652929 	J:265628 	
MGI:1921743	Tnks2	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2	19		positive regulation of canonical Wnt signaling pathway			ISO	Q9H2K2 	J:164563 	
MGI:1915917	Trpm4	transient receptor potential cation channel, subfamily M, member 4	7		positive regulation of canonical Wnt signaling pathway			ISO	Q8TD43 	J:164563 	
MGI:1920918	Ttc21b	tetratricopeptide repeat domain 21B	2		positive regulation of canonical Wnt signaling pathway	regulates Sp5|regulates Neurod1		IMP	MGI:2152544 MGI:2669525 MGI:5587034 	J:234171 	
MGI:102944	Ube2b	ubiquitin-conjugating enzyme E2B	11		positive regulation of canonical Wnt signaling pathway			IMP		J:150916 	
MGI:1918040	Ubr5	ubiquitin protein ligase E3 component n-recognin 5	15		positive regulation of canonical Wnt signaling pathway			ISO	O95071 	J:164563 	
MGI:1934029	Usp8	ubiquitin specific peptidase 8	2		positive regulation of canonical Wnt signaling pathway			ISO	P40818 	J:164563 	
MGI:109473	Usp34	ubiquitin specific peptidase 34	11		positive regulation of canonical Wnt signaling pathway			ISO	Q70CQ2 	J:164563 	
MGI:1922246	Usp47	ubiquitin specific peptidase 47	7		positive regulation of canonical Wnt signaling pathway			ISO	Q96K76 	J:164563 	
MGI:99919	Vcp	valosin containing protein	4		positive regulation of canonical Wnt signaling pathway			ISO	P55072 	J:164563 	
MGI:1890467	Vps35	VPS35 retromer complex component	8		positive regulation of canonical Wnt signaling pathway			IGI	P04426 	J:225408 	
MGI:1915401	Wls	wntless WNT ligand secretion mediator	3		positive regulation of canonical Wnt signaling pathway	happens in head		IMP		J:164701 	
MGI:1915401	Wls	wntless WNT ligand secretion mediator	3		positive regulation of canonical Wnt signaling pathway			ISO	Q5T9L3 	J:164563 	
MGI:2442092	Wnk1	WNK lysine deficient protein kinase 1	6		positive regulation of canonical Wnt signaling pathway			ISO	Q9H4A3 	J:164563 	
MGI:1922857	Wnk2	WNK lysine deficient protein kinase 2	13		positive regulation of canonical Wnt signaling pathway			ISO	Q9Y3S1 	J:164563 	
MGI:98956	Wnt3a	wingless-type MMTV integration site family, member 3A	11		positive regulation of canonical Wnt signaling pathway			IDA		J:130875 J:201786 	
MGI:98956	Wnt3a	wingless-type MMTV integration site family, member 3A	11		positive regulation of canonical Wnt signaling pathway			ISO	P56704 	J:164563 	
MGI:98956	Wnt3a	wingless-type MMTV integration site family, member 3A	11		positive regulation of canonical Wnt signaling pathway involved in controlling type B pancreatic cell proliferation			IDA		J:164778 	
MGI:108061	Wnt10b	wingless-type MMTV integration site family, member 10B	15		positive regulation of canonical Wnt signaling pathway			IDA		J:152384 	
MGI:107572	Xiap	X-linked inhibitor of apoptosis	X		positive regulation of canonical Wnt signaling pathway			IBA	PTN007418219 	J:265628 	
MGI:103262	Yap1	yes-associated protein 1	9		positive regulation of canonical Wnt signaling pathway	regulates a function/process that happens in intestine epithelium		IDA		J:141457 	
MGI:1919364	Zbed3	zinc finger, BED type containing 3	13		positive regulation of canonical Wnt signaling pathway			IDA		J:148434 	
MGI:1919364	Zbed3	zinc finger, BED type containing 3	13		positive regulation of canonical Wnt signaling pathway			IMP		J:148434 	
MGI:1344407	Zeb2	zinc finger E-box binding homeobox 2	2		positive regulation of canonical Wnt signaling pathway			ISO	O60315 	J:164563 	

