"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio","genes"
"15","MF","GO:0005515","protein binding",7706,8,4.26,2,0.08051,0.01306,0.00103815208928108,"Tshz2, Lrrc4c, Asap1, Pdzrn3, Astn2, Cdh20, Tenm3, Sgcz"
"16","MF","GO:1901981","phosphatidylinositol phosphate binding",153,1,0.08,16,0.08144,0.08144,0.0065359477124183,"Asap1"
"17","MF","GO:0043167","ion binding",4904,5,2.71,17,0.10003,0.10003,0.00101957585644372,"Tshz2, Asap1, Pdzrn3, Astn2, Cdh20"
"18","MF","GO:0061630","ubiquitin protein ligase activity",215,1,0.12,18,0.11273,0.11273,0.00465116279069767,"Pdzrn3"
"19","MF","GO:0061659","ubiquitin-like protein ligase activity",220,1,0.12,19,0.11521,0.11521,0.00454545454545455,"Pdzrn3"
"20","MF","GO:0005096","GTPase activator activity",227,1,0.13,20,0.11867,0.11867,0.00440528634361234,"Asap1"
"21","MF","GO:0035091","phosphatidylinositol binding",235,1,0.13,21,0.12262,0.12262,0.00425531914893617,"Asap1"
"22","MF","GO:0030695","GTPase regulator activity",244,1,0.13,22,0.12704,0.12704,0.00409836065573771,"Asap1"
"23","MF","GO:0046983","protein dimerization activity",1214,2,0.67,23,0.14094,0.14094,0.00164744645799012,"Cdh20, Tenm3"
"24","MF","GO:0060589","nucleoside-triphosphatase regulator acti...",281,1,0.16,25,0.14499,0.14499,0.00355871886120996,"Asap1"
"25","MF","GO:0004842","ubiquitin-protein transferase activity",350,1,0.19,26,0.1776,0.1776,0.00285714285714286,"Pdzrn3"
"26","MF","GO:0019787","ubiquitin-like protein transferase activ...",368,1,0.2,27,0.18592,0.18592,0.00271739130434783,"Pdzrn3"
"27","MF","GO:0005543","phospholipid binding",385,1,0.21,28,0.19371,0.19371,0.0025974025974026,"Asap1"
"28","MF","GO:0008047","enzyme activator activity",415,1,0.23,29,0.2073,0.2073,0.00240963855421687,"Asap1"
"29","MF","GO:0042802","identical protein binding",1678,2,0.93,30,0.23553,0.23553,0.00119189511323004,"Cdh20, Tenm3"
"30","MF","GO:0046982","protein heterodimerization activity",489,1,0.27,31,0.23995,0.23995,0.00204498977505112,"Tenm3"
"31","BP","GO:0007156","homophilic cell adhesion via plasma memb...",93,2,0.06,5,0.0014,0.0014,0.021505376344086,"Cdh20, Tenm3"
"32","BP","GO:0010975","regulation of neuron projection developm...",567,3,0.35,9,0.0041,0.00414,0.00529100529100529,"Lrrc4c, Asap1, Tenm3"
"33","BP","GO:0097320","plasma membrane tubulation",20,1,0.01,16,0.0122,0.01216,0.05,"Asap1"
"34","BP","GO:1902683","regulation of receptor localization to s...",24,1,0.01,18,0.0146,0.01458,0.0416666666666667,"Gpc6"
"35","BP","GO:1902473","regulation of protein localization to sy...",25,1,0.02,19,0.0152,0.01518,0.04,"Gpc6"
"36","BP","GO:0048856","anatomical structure development",4775,8,2.92,4,0.0171,0.0013,0.00167539267015707,"Tshz2, Lrrc4c, Asap1, Astn2, Cdh20, Vwc2l, Tenm3, Sgcz"
"37","BP","GO:0099645","neurotransmitter receptor localization t...",30,1,0.02,20,0.0182,0.0182,0.0333333333333333,"Gpc6"
"38","BP","GO:0099633","protein localization to postsynaptic spe...",30,1,0.02,21,0.0182,0.0182,0.0333333333333333,"Gpc6"
"39","BP","GO:0016339","calcium-dependent cell-cell adhesion via...",30,1,0.02,22,0.0182,0.0182,0.0333333333333333,"Cdh20"
"40","BP","GO:0099560","synaptic membrane adhesion",31,1,0.02,23,0.0188,0.0188,0.032258064516129,"Lrrc4c"
"41","BP","GO:2000171","negative regulation of dendrite developm...",33,1,0.02,25,0.02,0.02,0.0303030303030303,"Asap1"
"42","BP","GO:0044331","cell-cell adhesion mediated by cadherin",36,1,0.02,27,0.0218,0.0218,0.0277777777777778,"Cdh20"
"43","BP","GO:0032502","developmental process",5068,8,3.1,7,0.023,0.00201,0.0015785319652723,"Tshz2, Lrrc4c, Asap1, Astn2, Cdh20, Vwc2l, Tenm3, Sgcz"
"44","BP","GO:2000008","regulation of protein localization to ce...",39,1,0.02,28,0.0236,0.0236,0.0256410256410256,"Astn2"
"45","BP","GO:0045666","positive regulation of neuron differenti...",417,2,0.25,29,0.0255,0.02548,0.00479616306954436,"Vwc2l, Tenm3"
"46","BP","GO:0030514","negative regulation of BMP signaling pat...",43,1,0.03,32,0.026,0.02599,0.0232558139534884,"Vwc2l"
"47","BP","GO:0007157","heterophilic cell-cell adhesion via plas...",44,1,0.03,34,0.0266,0.02659,0.0227272727272727,"Tenm3"
"48","BP","GO:0050808","synapse organization",427,2,0.26,35,0.0266,0.02664,0.00468384074941452,"Lrrc4c, Pdzrn3"
"49","BP","GO:0007528","neuromuscular junction development",51,1,0.03,39,0.0308,0.03076,0.0196078431372549,"Pdzrn3"
"50","BP","GO:0001736","establishment of planar polarity",53,1,0.03,40,0.0319,0.03194,0.0188679245283019,"Astn2"
"51","BP","GO:0007164","establishment of tissue polarity",54,1,0.03,41,0.0325,0.03254,0.0185185185185185,"Astn2"
"52","BP","GO:1903539","protein localization to postsynaptic mem...",55,1,0.03,42,0.0331,0.03313,0.0181818181818182,"Gpc6"
"53","BP","GO:1903827","regulation of cellular protein localizat...",494,2,0.3,43,0.0349,0.03489,0.00404858299595142,"Astn2, Gpc6"
"54","BP","GO:0034394","protein localization to cell surface",61,1,0.04,44,0.0367,0.03669,0.0163934426229508,"Astn2"
"55","BP","GO:0098742","cell-cell adhesion via plasma-membrane a...",170,3,0.1,1,0.0373,0.00013,0.0176470588235294,"Lrrc4c, Cdh20, Tenm3"
"56","BP","GO:0050769","positive regulation of neurogenesis",527,2,0.32,45,0.0393,0.03929,0.00379506641366224,"Vwc2l, Tenm3"
"57","BP","GO:0097120","receptor localization to synapse",70,1,0.04,46,0.042,0.04199,0.0142857142857143,"Gpc6"
"58","BP","GO:0001738","morphogenesis of a polarized epithelium",71,1,0.04,47,0.0426,0.04258,0.0140845070422535,"Astn2"
"59","BP","GO:0009653","anatomical structure morphogenesis",2342,4,1.43,49,0.043,0.04296,0.00170794192997438,"Lrrc4c, Astn2, Cdh20, Tenm3"
"60","BP","GO:1902117","positive regulation of organelle assembl...",72,1,0.04,50,0.0432,0.04317,0.0138888888888889,"Asap1"
"61","CC","GO:0045202","synapse",1321,5,0.79,2,0.00056,0.00056,0.00378501135503407,"Lrrc4c, Asap1, Pdzrn3, Vwc2l, Gpc6"
"62","CC","GO:0030054","cell junction",1040,4,0.63,4,0.00236,0.00236,0.00384615384615385,"Lrrc4c, Pdzrn3, Cdh20, Vwc2l"
"63","CC","GO:0098797","plasma membrane protein complex",479,3,0.29,5,0.00245,0.00245,0.00626304801670146,"Cdh20, Vwc2l, Sgcz"
"64","CC","GO:0005887","integral component of plasma membrane",1146,4,0.69,8,0.00337,0.00337,0.00349040139616056,"Lrrc4c, Vwc2l, Tenm3, Gpc6"
"65","CC","GO:0002102","podosome",26,1,0.02,12,0.01553,0.01553,0.0384615384615385,"Asap1"
"66","CC","GO:0016342","catenin complex",27,1,0.02,13,0.01613,0.01613,0.037037037037037,"Cdh20"
"67","CC","GO:0032281","AMPA glutamate receptor complex",30,1,0.02,15,0.01791,0.01791,0.0333333333333333,"Vwc2l"
"68","CC","GO:0008328","ionotropic glutamate receptor complex",54,1,0.03,17,0.03202,0.03202,0.0185185185185185,"Vwc2l"
"69","CC","GO:0046658","anchored component of plasma membrane",55,1,0.03,18,0.03261,0.03261,0.0181818181818182,"Gpc6"
"70","CC","GO:0098878","neurotransmitter receptor complex",55,1,0.03,19,0.03261,0.03261,0.0181818181818182,"Vwc2l"
"71","CC","GO:0098978","glutamatergic synapse",500,2,0.3,20,0.03462,0.03462,0.004,"Lrrc4c, Gpc6"
"72","CC","GO:0099061","integral component of postsynaptic densi...",71,1,0.04,21,0.04191,0.04191,0.0140845070422535,"Lrrc4c"
"73","CC","GO:0099146","intrinsic component of postsynaptic dens...",77,1,0.05,22,0.04538,0.04538,0.012987012987013,"Lrrc4c"
"74","CC","GO:0031594","neuromuscular junction",88,1,0.05,23,0.05171,0.05171,0.0113636363636364,"Pdzrn3"
"75","CC","GO:0098839","postsynaptic density membrane",94,1,0.06,24,0.05514,0.05514,0.0106382978723404,"Lrrc4c"
"76","CC","GO:0099060","integral component of postsynaptic speci...",102,1,0.06,25,0.05971,0.05971,0.00980392156862745,"Lrrc4c"
"77","CC","GO:0005913","cell-cell adherens junction",107,1,0.06,26,0.06255,0.06255,0.00934579439252336,"Cdh20"
"78","CC","GO:0098948","intrinsic component of postsynaptic spec...",108,1,0.06,27,0.06312,0.06312,0.00925925925925926,"Lrrc4c"
"79","CC","GO:0098794","postsynapse",700,2,0.42,28,0.06367,0.06367,0.00285714285714286,"Lrrc4c, Asap1"
"80","CC","GO:0098685","Schaffer collateral - CA1 synapse",112,1,0.07,29,0.06538,0.06538,0.00892857142857143,"Lrrc4c"
"81","CC","GO:0009986","cell surface",749,2,0.45,30,0.07177,0.07177,0.00267022696929239,"Cdh20, Gpc6"
"82","CC","GO:0099634","postsynaptic specialization membrane",130,1,0.08,31,0.07552,0.07552,0.00769230769230769,"Lrrc4c"
"83","CC","GO:0031225","anchored component of membrane",140,1,0.08,32,0.08112,0.08112,0.00714285714285714,"Gpc6"
"84","CC","GO:0016021","integral component of membrane",4053,7,2.44,7,0.08444,0.00299,0.00172711571675302,"Lrrc4c, Astn2, Cdh20, Vwc2l, Tenm3, Gpc6, Sgcz"
"85","CC","GO:0097458","neuron part",1811,3,1.09,33,0.08635,0.08635,0.00165654334621756,"Lrrc4c, Asap1, Tenm3"
"86","CC","GO:0042383","sarcolemma",155,1,0.09,34,0.08945,0.08945,0.00645161290322581,"Sgcz"
"87","CC","GO:0098802","plasma membrane receptor complex",162,1,0.1,35,0.09331,0.09331,0.00617283950617284,"Vwc2l"
"88","CC","GO:0031224","intrinsic component of membrane",4182,7,2.52,10,0.09417,0.00363,0.00167384026781444,"Lrrc4c, Astn2, Cdh20, Vwc2l, Tenm3, Gpc6, Sgcz"
"89","CC","GO:0099055","integral component of postsynaptic membr...",165,1,0.1,36,0.09496,0.09496,0.00606060606060606,"Lrrc4c"
"90","CC","GO:0019897","extrinsic component of plasma membrane",169,1,0.1,37,0.09716,0.09716,0.00591715976331361,"Cdh20"
