"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio","genes"
"37","BP","GO:0050770","regulation of axonogenesis",191,2,0.15,27,0.0097,0.00972,0.0104712041884817,"Thy1, Lrrc4c"
"38","BP","GO:0034329","cell junction assembly",195,2,0.15,28,0.0101,0.01012,0.0102564102564103,"Thy1, Cdh20"
"39","BP","GO:0097320","plasma membrane tubulation",20,1,0.02,34,0.0158,0.01579,0.05,"Asap1"
"40","BP","GO:0002693","positive regulation of cellular extravas...",20,1,0.02,35,0.0158,0.01579,0.05,"Thy1"
"41","BP","GO:0050858","negative regulation of antigen receptor-...",22,1,0.02,38,0.0174,0.01735,0.0454545454545455,"Thy1"
"42","BP","GO:0060219","camera-type eye photoreceptor cell diffe...",22,1,0.02,39,0.0174,0.01735,0.0454545454545455,"Thy1"
"43","BP","GO:1902683","regulation of receptor localization to s...",24,1,0.02,41,0.0189,0.01892,0.0416666666666667,"Gpc6"
"44","BP","GO:1902473","regulation of protein localization to sy...",25,1,0.02,43,0.0197,0.0197,0.04,"Gpc6"
"45","BP","GO:0051894","positive regulation of focal adhesion as...",25,1,0.02,44,0.0197,0.0197,0.04,"Thy1"
"46","BP","GO:0061099","negative regulation of protein tyrosine ...",25,1,0.02,45,0.0197,0.0197,0.04,"Thy1"
"47","BP","GO:0002691","regulation of cellular extravasation",28,1,0.02,47,0.022,0.02204,0.0357142857142857,"Thy1"
"48","BP","GO:0099645","neurotransmitter receptor localization t...",30,1,0.02,49,0.0236,0.02359,0.0333333333333333,"Gpc6"
"49","BP","GO:0099633","protein localization to postsynaptic spe...",30,1,0.02,50,0.0236,0.02359,0.0333333333333333,"Gpc6"
"50","BP","GO:0016339","calcium-dependent cell-cell adhesion via...",30,1,0.02,51,0.0236,0.02359,0.0333333333333333,"Cdh20"
"51","BP","GO:0099560","synaptic membrane adhesion",31,1,0.02,52,0.0244,0.02437,0.032258064516129,"Lrrc4c"
"52","BP","GO:1903393","positive regulation of adherens junction...",31,1,0.02,53,0.0244,0.02437,0.032258064516129,"Thy1"
"53","BP","GO:0042462","eye photoreceptor cell development",32,1,0.03,55,0.0251,0.02515,0.03125,"Thy1"
"54","BP","GO:1901890","positive regulation of cell junction ass...",32,1,0.03,56,0.0251,0.02515,0.03125,"Thy1"
"55","BP","GO:2000171","negative regulation of dendrite developm...",33,1,0.03,61,0.0259,0.02592,0.0303030303030303,"Asap1"
"56","BP","GO:0051281","positive regulation of release of seques...",34,1,0.03,63,0.0267,0.0267,0.0294117647058824,"Thy1"
"57","BP","GO:0045664","regulation of neuron differentiation",707,5,0.56,1,0.0269,0.00014,0.00707213578500707,"Thy1, Lrrc4c, Asap1, Vwc2l, Tenm3"
"58","BP","GO:0070570","regulation of neuron projection regenera...",35,1,0.03,64,0.0275,0.02747,0.0285714285714286,"Thy1"
"59","BP","GO:0045740","positive regulation of DNA replication",35,1,0.03,65,0.0275,0.02747,0.0285714285714286,"Cst3"
"60","BP","GO:0044331","cell-cell adhesion mediated by cadherin",36,1,0.03,66,0.0282,0.02825,0.0277777777777778,"Cdh20"
"61","CC","GO:0046658","anchored component of plasma membrane",55,2,0.04,3,0.00082,0.00082,0.0363636363636364,"Thy1, Gpc6"
"62","CC","GO:0045202","synapse",1321,5,1.03,6,0.00235,0.00235,0.00378501135503407,"Lrrc4c, Asap1, Pdzrn3, Vwc2l, Gpc6"
"63","CC","GO:0098797","plasma membrane protein complex",479,3,0.37,8,0.00548,0.00548,0.00626304801670146,"Cdh20, Vwc2l, Sgcz"
"64","CC","GO:0030054","cell junction",1040,4,0.81,11,0.0069,0.0069,0.00384615384615385,"Lrrc4c, Pdzrn3, Cdh20, Vwc2l"
"65","CC","GO:0097458","neuron part",1811,5,1.42,12,0.00927,0.00927,0.00276090557702927,"Thy1, Cst3, Lrrc4c, Asap1, Tenm3"
"66","CC","GO:0005887","integral component of plasma membrane",1146,4,0.9,13,0.00971,0.00971,0.00349040139616056,"Lrrc4c, Vwc2l, Tenm3, Gpc6"
"67","CC","GO:0030673","axolemma",21,1,0.02,15,0.0163,0.0163,0.0476190476190476,"Thy1"
"68","CC","GO:0009986","cell surface",749,3,0.59,16,0.01857,0.01857,0.00400534045393859,"Thy1, Cdh20, Gpc6"
"69","CC","GO:0043005","neuron projection",1395,4,1.09,17,0.01908,0.01908,0.0028673835125448,"Thy1, Cst3, Asap1, Tenm3"
"70","CC","GO:0031253","cell projection membrane",279,2,0.22,18,0.01938,0.01938,0.00716845878136201,"Thy1, Asap1"
"71","CC","GO:0002102","podosome",26,1,0.02,19,0.02015,0.02015,0.0384615384615385,"Asap1"
"72","CC","GO:0016342","catenin complex",27,1,0.02,20,0.02092,0.02092,0.037037037037037,"Cdh20"
"73","CC","GO:0032281","AMPA glutamate receptor complex",30,1,0.02,22,0.02322,0.02322,0.0333333333333333,"Vwc2l"
"74","CC","GO:0062023","collagen-containing extracellular matrix",310,2,0.24,23,0.02361,0.02361,0.00645161290322581,"Cst3, Gpc6"
"75","CC","GO:0032809","neuronal cell body membrane",32,1,0.03,24,0.02475,0.02475,0.03125,"Thy1"
"76","CC","GO:0044298","cell body membrane",34,1,0.03,25,0.02627,0.02627,0.0294117647058824,"Thy1"
"77","CC","GO:0005771","multivesicular body",36,1,0.03,26,0.0278,0.0278,0.0277777777777778,"Cst3"
"78","CC","GO:0032590","dendrite membrane",44,1,0.03,27,0.03388,0.03388,0.0227272727272727,"Thy1"
"79","CC","GO:0036477","somatodendritic compartment",969,3,0.76,28,0.0364,0.0364,0.00309597523219814,"Thy1, Cst3, Asap1"
"80","CC","GO:0031012","extracellular matrix",400,2,0.31,29,0.03781,0.03781,0.005,"Cst3, Gpc6"
"81","CC","GO:0008328","ionotropic glutamate receptor complex",54,1,0.04,30,0.04143,0.04143,0.0185185185185185,"Vwc2l"
"82","CC","GO:0098878","neurotransmitter receptor complex",55,1,0.04,32,0.04218,0.04218,0.0181818181818182,"Vwc2l"
"83","CC","GO:0098590","plasma membrane region",1092,3,0.85,33,0.04925,0.04925,0.00274725274725275,"Thy1, Lrrc4c, Asap1"
"84","CC","GO:0032589","neuron projection membrane",65,1,0.05,34,0.04967,0.04967,0.0153846153846154,"Thy1"
"85","CC","GO:0099061","integral component of postsynaptic densi...",71,1,0.06,35,0.05414,0.05414,0.0140845070422535,"Lrrc4c"
"86","CC","GO:0098978","glutamatergic synapse",500,2,0.39,36,0.05657,0.05657,0.004,"Lrrc4c, Gpc6"
"87","CC","GO:0099146","intrinsic component of postsynaptic dens...",77,1,0.06,37,0.05859,0.05859,0.012987012987013,"Lrrc4c"
"88","CC","GO:0044304","main axon",83,1,0.06,38,0.06302,0.06302,0.0120481927710843,"Thy1"
"89","CC","GO:0031594","neuromuscular junction",88,1,0.07,39,0.0667,0.0667,0.0113636363636364,"Pdzrn3"
"90","CC","GO:0120025","plasma membrane bounded cell projection",2058,4,1.61,40,0.06688,0.06688,0.00194363459669582,"Thy1, Cst3, Asap1, Tenm3"
