id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	Astrocytes|Astrocytes	Astrocytes|CA1	Astrocytes|CA2_3	Astrocytes|Cajal	Astrocytes|Choroid	Astrocytes|Dentate_Gyrus	Astrocytes|Fibroblast	Astrocytes|Inhibitory_Neurons	Astrocytes|MFOL	Astrocytes|MOL	Astrocytes|Macrophage	Astrocytes|Microglia	Astrocytes|NFOL	Astrocytes|OPC	Astrocytes|Pericyte	Astrocytes|Unidentified_Neurons	Astrocytes|VLMC	Astrocytes|Vascular	Astrocytes|subiculum	CA1|Astrocytes	CA1|CA1	CA1|CA2_3	CA1|Cajal	CA1|Choroid	CA1|Dentate_Gyrus	CA1|Fibroblast	CA1|Inhibitory_Neurons	CA1|MFOL	CA1|MOL	CA1|Macrophage	CA1|Microglia	CA1|NFOL	CA1|OPC	CA1|Pericyte	CA1|Unidentified_Neurons	CA1|VLMC	CA1|Vascular	CA1|subiculum	CA2_3|Astrocytes	CA2_3|CA1	CA2_3|CA2_3	CA2_3|Cajal	CA2_3|Choroid	CA2_3|Dentate_Gyrus	CA2_3|Fibroblast	CA2_3|Inhibitory_Neurons	CA2_3|MFOL	CA2_3|MOL	CA2_3|Macrophage	CA2_3|Microglia	CA2_3|NFOL	CA2_3|OPC	CA2_3|Pericyte	CA2_3|Unidentified_Neurons	CA2_3|VLMC	CA2_3|Vascular	CA2_3|subiculum	Cajal|Astrocytes	Cajal|CA1	Cajal|CA2_3	Cajal|Cajal	Cajal|Choroid	Cajal|Dentate_Gyrus	Cajal|Fibroblast	Cajal|Inhibitory_Neurons	Cajal|MFOL	Cajal|MOL	Cajal|Macrophage	Cajal|Microglia	Cajal|NFOL	Cajal|OPC	Cajal|Pericyte	Cajal|Unidentified_Neurons	Cajal|VLMC	Cajal|Vascular	Cajal|subiculum	Choroid|Astrocytes	Choroid|CA1	Choroid|CA2_3	Choroid|Cajal	Choroid|Choroid	Choroid|Dentate_Gyrus	Choroid|Fibroblast	Choroid|Inhibitory_Neurons	Choroid|MFOL	Choroid|MOL	Choroid|Macrophage	Choroid|Microglia	Choroid|NFOL	Choroid|OPC	Choroid|Pericyte	Choroid|Unidentified_Neurons	Choroid|VLMC	Choroid|Vascular	Choroid|subiculum	Dentate_Gyrus|Astrocytes	Dentate_Gyrus|CA1	Dentate_Gyrus|CA2_3	Dentate_Gyrus|Cajal	Dentate_Gyrus|Choroid	Dentate_Gyrus|Dentate_Gyrus	Dentate_Gyrus|Fibroblast	Dentate_Gyrus|Inhibitory_Neurons	Dentate_Gyrus|MFOL	Dentate_Gyrus|MOL	Dentate_Gyrus|Macrophage	Dentate_Gyrus|Microglia	Dentate_Gyrus|NFOL	Dentate_Gyrus|OPC	Dentate_Gyrus|Pericyte	Dentate_Gyrus|Unidentified_Neurons	Dentate_Gyrus|VLMC	Dentate_Gyrus|Vascular	Dentate_Gyrus|subiculum	Fibroblast|Astrocytes	Fibroblast|CA1	Fibroblast|CA2_3	Fibroblast|Cajal	Fibroblast|Choroid	Fibroblast|Dentate_Gyrus	Fibroblast|Fibroblast	Fibroblast|Inhibitory_Neurons	Fibroblast|MFOL	Fibroblast|MOL	Fibroblast|Macrophage	Fibroblast|Microglia	Fibroblast|NFOL	Fibroblast|OPC	Fibroblast|Pericyte	Fibroblast|Unidentified_Neurons	Fibroblast|VLMC	Fibroblast|Vascular	Fibroblast|subiculum	Inhibitory_Neurons|Astrocytes	Inhibitory_Neurons|CA1	Inhibitory_Neurons|CA2_3	Inhibitory_Neurons|Cajal	Inhibitory_Neurons|Choroid	Inhibitory_Neurons|Dentate_Gyrus	Inhibitory_Neurons|Fibroblast	Inhibitory_Neurons|Inhibitory_Neurons	Inhibitory_Neurons|MFOL	Inhibitory_Neurons|MOL	Inhibitory_Neurons|Macrophage	Inhibitory_Neurons|Microglia	Inhibitory_Neurons|NFOL	Inhibitory_Neurons|OPC	Inhibitory_Neurons|Pericyte	Inhibitory_Neurons|Unidentified_Neurons	Inhibitory_Neurons|VLMC	Inhibitory_Neurons|Vascular	Inhibitory_Neurons|subiculum	MFOL|Astrocytes	MFOL|CA1	MFOL|CA2_3	MFOL|Cajal	MFOL|Choroid	MFOL|Dentate_Gyrus	MFOL|Fibroblast	MFOL|Inhibitory_Neurons	MFOL|MFOL	MFOL|MOL	MFOL|Macrophage	MFOL|Microglia	MFOL|NFOL	MFOL|OPC	MFOL|Pericyte	MFOL|Unidentified_Neurons	MFOL|VLMC	MFOL|Vascular	MFOL|subiculum	MOL|Astrocytes	MOL|CA1	MOL|CA2_3	MOL|Cajal	MOL|Choroid	MOL|Dentate_Gyrus	MOL|Fibroblast	MOL|Inhibitory_Neurons	MOL|MFOL	MOL|MOL	MOL|Macrophage	MOL|Microglia	MOL|NFOL	MOL|OPC	MOL|Pericyte	MOL|Unidentified_Neurons	MOL|VLMC	MOL|Vascular	MOL|subiculum	Macrophage|Astrocytes	Macrophage|CA1	Macrophage|CA2_3	Macrophage|Cajal	Macrophage|Choroid	Macrophage|Dentate_Gyrus	Macrophage|Fibroblast	Macrophage|Inhibitory_Neurons	Macrophage|MFOL	Macrophage|MOL	Macrophage|Macrophage	Macrophage|Microglia	Macrophage|NFOL	Macrophage|OPC	Macrophage|Pericyte	Macrophage|Unidentified_Neurons	Macrophage|VLMC	Macrophage|Vascular	Macrophage|subiculum	Microglia|Astrocytes	Microglia|CA1	Microglia|CA2_3	Microglia|Cajal	Microglia|Choroid	Microglia|Dentate_Gyrus	Microglia|Fibroblast	Microglia|Inhibitory_Neurons	Microglia|MFOL	Microglia|MOL	Microglia|Macrophage	Microglia|Microglia	Microglia|NFOL	Microglia|OPC	Microglia|Pericyte	Microglia|Unidentified_Neurons	Microglia|VLMC	Microglia|Vascular	Microglia|subiculum	NFOL|Astrocytes	NFOL|CA1	NFOL|CA2_3	NFOL|Cajal	NFOL|Choroid	NFOL|Dentate_Gyrus	NFOL|Fibroblast	NFOL|Inhibitory_Neurons	NFOL|MFOL	NFOL|MOL	NFOL|Macrophage	NFOL|Microglia	NFOL|NFOL	NFOL|OPC	NFOL|Pericyte	NFOL|Unidentified_Neurons	NFOL|VLMC	NFOL|Vascular	NFOL|subiculum	OPC|Astrocytes	OPC|CA1	OPC|CA2_3	OPC|Cajal	OPC|Choroid	OPC|Dentate_Gyrus	OPC|Fibroblast	OPC|Inhibitory_Neurons	OPC|MFOL	OPC|MOL	OPC|Macrophage	OPC|Microglia	OPC|NFOL	OPC|OPC	OPC|Pericyte	OPC|Unidentified_Neurons	OPC|VLMC	OPC|Vascular	OPC|subiculum	Pericyte|Astrocytes	Pericyte|CA1	Pericyte|CA2_3	Pericyte|Cajal	Pericyte|Choroid	Pericyte|Dentate_Gyrus	Pericyte|Fibroblast	Pericyte|Inhibitory_Neurons	Pericyte|MFOL	Pericyte|MOL	Pericyte|Macrophage	Pericyte|Microglia	Pericyte|NFOL	Pericyte|OPC	Pericyte|Pericyte	Pericyte|Unidentified_Neurons	Pericyte|VLMC	Pericyte|Vascular	Pericyte|subiculum	Unidentified_Neurons|Astrocytes	Unidentified_Neurons|CA1	Unidentified_Neurons|CA2_3	Unidentified_Neurons|Cajal	Unidentified_Neurons|Choroid	Unidentified_Neurons|Dentate_Gyrus	Unidentified_Neurons|Fibroblast	Unidentified_Neurons|Inhibitory_Neurons	Unidentified_Neurons|MFOL	Unidentified_Neurons|MOL	Unidentified_Neurons|Macrophage	Unidentified_Neurons|Microglia	Unidentified_Neurons|NFOL	Unidentified_Neurons|OPC	Unidentified_Neurons|Pericyte	Unidentified_Neurons|Unidentified_Neurons	Unidentified_Neurons|VLMC	Unidentified_Neurons|Vascular	Unidentified_Neurons|subiculum	VLMC|Astrocytes	VLMC|CA1	VLMC|CA2_3	VLMC|Cajal	VLMC|Choroid	VLMC|Dentate_Gyrus	VLMC|Fibroblast	VLMC|Inhibitory_Neurons	VLMC|MFOL	VLMC|MOL	VLMC|Macrophage	VLMC|Microglia	VLMC|NFOL	VLMC|OPC	VLMC|Pericyte	VLMC|Unidentified_Neurons	VLMC|VLMC	VLMC|Vascular	VLMC|subiculum	Vascular|Astrocytes	Vascular|CA1	Vascular|CA2_3	Vascular|Cajal	Vascular|Choroid	Vascular|Dentate_Gyrus	Vascular|Fibroblast	Vascular|Inhibitory_Neurons	Vascular|MFOL	Vascular|MOL	Vascular|Macrophage	Vascular|Microglia	Vascular|NFOL	Vascular|OPC	Vascular|Pericyte	Vascular|Unidentified_Neurons	Vascular|VLMC	Vascular|Vascular	Vascular|subiculum	subiculum|Astrocytes	subiculum|CA1	subiculum|CA2_3	subiculum|Cajal	subiculum|Choroid	subiculum|Dentate_Gyrus	subiculum|Fibroblast	subiculum|Inhibitory_Neurons	subiculum|MFOL	subiculum|MOL	subiculum|Macrophage	subiculum|Microglia	subiculum|NFOL	subiculum|OPC	subiculum|Pericyte	subiculum|Unidentified_Neurons	subiculum|VLMC	subiculum|Vascular	subiculum|subiculum
CPI-SS09C4988F8	PROS1_TYRO3	simple:P07225	simple:Q06418	ENSG00000184500	ENSG00000092445	True	False	True	guidetopharmacology.org	False	0.033																																																																																																																																																																																																0.9101396553											0.9355801961			0.8437942145			0.9137760223		1.6889289249											1.7143694656			1.622583484			1.6925652918																																																																																																	0.716777583											0.7422181238			0.6504321421			0.7204139499																			
CPI-SC098C06330	TGFB1_TGFbeta receptor1	simple:P01137	complex:TGFbeta receptor1	ENSG00000105329		True	False	True	curated	False	0.033																																																																																																																																																																																																			1.8675363646		1.2217949212				2.5178698632	3.0766235494					1.3777087272	2.0526736779						2.027627922		1.3818864787				2.6779614207	3.2367151069					1.5378002847	2.2127652354																																																																																																																																						
CPI-SC01AB9BED7	SPP1_a9b1 complex	simple:P10451	complex:a9b1 complex	ENSG00000118785		True	False	False	curated	True	0.033																																																																																																																							1.020994564			0.8221446123			1.6031057855	2.1384190336	0.9907025682	3.0608468646																																																																																																																																																																																					0.8603935871			0.6615436353			1.4425048085	1.9778180566	0.8301015912	2.9002458877																																											
CPI-SC06E5E0C83	COL11A1_a1b1 complex	simple:P12107	complex:a1b1 complex	ENSG00000060718		True	False	False	curated	True	0.033																										0.7960177834								2.5762891042			0.9621550895								0.7114340379								2.4917053587			0.877571344								1.1477678288								2.9280391496			1.3139051349																																																																																																																																																																																			0.9340819158								2.7143532366			1.1002192219																																																																																																
CPI-SS0055264F3	EGFR_TGFB1	simple:P00533	simple:P01137	ENSG00000146648	ENSG00000105329	True	True	False	IMEx,InnateDB-All,MINT	False	0.033											2.0236081852	2.1836997426																																																																											1.0134492214	1.1735407788																																					1.6371445976	1.797236155																		1.3415787819	1.5016703394																																																								1.511322563	1.6714141205																																																																																																																	4.7927039638	4.9527955212																																													
CPI-SS053613259	NRG2_ERBB3	simple:O14511	simple:P21860	ENSG00000158458	ENSG00000065361	True	False	True	curated	False	0.033																													0.8354774354																																																																												2.325397503			2.2174562089																																			1.465961302			1.3580200079																																																						2.4155622627			2.3076209686																																																						1.4095862642			1.3016449701																																			0.9714324842																																																									1.2454645097			1.1375232156						
CPI-CS0C57A3081	PlexinA1_complex1_SEMA6D	complex:PlexinA1_complex1	simple:Q8NFY4		ENSG00000137872	False	True	False	curated	False	0.036																																																																																																																																																																																																																																																																																																																																				2.6884250436	1.7728976293			2.5684392636	2.6933006207		3.6768573292	2.4361825411	2.2906306115	1.8677190428		2.2756707536	5.8646865914	3.230189483	1.966073406			3.6072996116																			
CPI-SS0C5E9FBFB	NECTIN1_NECTIN3	simple:Q15223	simple:Q9NQS3	ENSG00000110400	ENSG00000177707	True	True	False	curated	False	0.036																																									1.5719512385										0.57358187	0.5599200611			0.6985199044				0.5259218901	1.7670374888										0.7686681203	0.7550063114			0.8936061547																								1.5488340766										0.5504647081	0.5368028992			0.6754027425																																																																																																																																																																																																																																																									
CPI-SS0AB647854	GPR37_PSAP	simple:O15354	simple:P07602	ENSG00000170775	ENSG00000197746	True	True	False	guidetopharmacology.org	False	0.036																																																																																																																																																																												1.7950918616			1.3249640929	1.9916403616	0.9875619745	1.5474824192	1.0310675956	1.6158780749	1.3158304297	2.4201396913	2.1665083395		1.2538761403	1.6323979921				0.9673952185																																																																																																																																																																											
CPI-SS033E6DE7E	NRP1_VEGFB	simple:O14786	simple:P49765	ENSG00000099250	ENSG00000173511	True	True	False	curated	False	0.039																								1.6543844012			1.482992283																2.9997892575			2.8283971392																																																						2.2264201966			2.0550280784																																																																																												5.4518363644			5.2804442462																																																																																																															5.2637124598			5.0923203415																1.8798474479			1.7084553297																1.3708069465			1.1994148283											
CPI-SS04124F4E1	EPO_EFNB2	simple:P01588	simple:P52799	ENSG00000130427	ENSG00000125266	True	False	True	IMEx,IntAct	False	0.039		0.8490240221																	0.848890322																					0.8817342455																	0.8816005453		1.0529168998																	1.0527831996		1.001575237																	1.0014415368																																								1.0874289591																	1.0872952589																																																											0.9072072303																	0.9070735301																																																																																																																				0.8609609067																	0.8608272065
CPI-SS09808DEAE	CD74_APP	simple:P04233	simple:P05067	ENSG00000019582	ENSG00000142192	False	True	False	curated	False	0.039																																																																																																																																																																																																3.521106116	3.5895018993	5.1376569023	3.9173597845		4.2743482345	3.6582956548	7.5065154684	6.9815366465	4.8435973657		5.7905224161		4.3977923423	3.508946322		6.1914276332	3.6008196232																																																																																																																																																								
CPI-SC02017BE74	COL4A2_a11b1 complex	simple:P08572	complex:a11b1 complex	ENSG00000134871		True	False	False	curated	True	0.039																								0.6429675883	0.5708126796																		0.7624673807	0.690312472																																																								0.4232229965	0.3510680878																																					0.4887232609	0.4165683522																																																																																																																																																							0.5547287399	0.4825738311																																					0.7865469902	0.7143920815																		0.4459861188	0.3738312101													
CPI-SS0D1AE5C79	FGFR3_EPHA4	simple:P22607	simple:P54764	ENSG00000068078	ENSG00000116106	True	True	True	I2D,InnateDB-All	False	0.039		3.1198335684	3.8529682021		2.4431103419	3.6963050342	2.1000263518	1.9315479941	2.1601387148	2.0378178819			2.5459672331	1.8921914488		3.0131605336	2.6517221475	2.3080444232	2.5947799476																																																																																																																																																																																																																																																																																																																																																						
CPI-SC0A9EB628A	VCAM1_a4b1 complex	simple:P19320	complex:a4b1 complex	ENSG00000162692		False	False	False	curated	True	0.042																																																																														0.7656375215	0.696885043			0.7422678514					1.547577286				1.6748625894																									1.1379250092	1.0691725307			1.1145553391					1.9198647736				2.0471500771																																																															1.0575898955	0.9888374171			1.0342202254					1.83952966				1.9668149634																																																																																																																																																												
CPI-SS02928C71A	PDGFB_LRP1	simple:P01127	simple:Q07954	ENSG00000100311	ENSG00000123384	True	False	True	I2D,InnateDB-All	False	0.042																																																																																																																																																																																																																																																																																																																																				1.7045463653	1.1162863355	1.0859849365	1.4680329694	1.3504288199	0.9501481099	1.986281783	1.1039230043			1.1963480296	2.3304942194		1.9536893465	1.4403236581	1.0083031136	1.8221249559		1.0266603811																			
CPI-SC06364D669	FN1_a4b1 complex	simple:P02751	complex:a4b1 complex	ENSG00000115414		True	False	False	curated	True	0.042																																																																																																																																																																																																																																																																																															0.4602224322	0.3914699537			0.4368527621					1.2421621966				1.3694475001						5.3756805368	5.3069280583			5.3523108667					6.1576203012				6.2849056046						2.5731891003	2.5044366218			2.5498194302					3.3551288647				3.4824141681																							
CPI-SS0AECC113F	FGF10_FGFR2	simple:O15520	simple:P21802	ENSG00000070193	ENSG00000066468	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	0.042																				8.4238656997				5.9139983999				8.7737881337	7.3229087063			10.1866011028							8.4814874891				5.9716201893				8.8314099231	7.3805304956			10.2442228921																																																																																			8.4113300439				5.9014627441				8.761252478	7.3103730505			10.174065447																																																																																																																																																																																																																							
CPI-SS02E314589	FGFR2_NECTIN1	simple:P21802	simple:Q15223	ENSG00000066468	ENSG00000110400	True	True	True	InnateDB-All	False	0.042			8.429758577	8.6248448273		8.406641415																																																																									5.9198912772	6.1149775275		5.8967741153																																																																									8.779681011	8.9747672613		8.7565638491																7.3288015835	7.5238878339		7.3056844216																																																						10.1924939801	10.3875802304		10.1693768181																																																																																																																															
CPI-SC0672FBD31	COL4A1_a1b1 complex	simple:P02462	complex:a1b1 complex	ENSG00000187498		True	False	False	curated	True	0.042																										0.7801196086								2.5603909294			0.9462569147								0.8675842854								2.6478556062			1.0337215915																																																																																				0.6149992091								2.3952705299			0.7811365152																																																																																																																																																																																			1.5356424086								3.3159137294			1.7017797147								0.6352402572								2.415511578			0.8013775633	
CPI-SS08C3D27F7	NOTCH1_JAG2	simple:P46531	simple:Q9Y219	ENSG00000148400	ENSG00000184916	False	True	False	curated	False	0.044			0.5703137247					0.6146599641								0.63976276		0.8028072845																																																																																																																																																																																																																																								0.4646358349					0.5089820743								0.5340848702		0.6971293947				0.614136805					0.6584830444								0.6835858403		0.8466303648																																										0.4441914053					0.4885376447								0.5136404406		0.6766849651																				
CPI-SC0847A64D2	FN1_aVb5 complex	simple:P02751	complex:aVb5 complex	ENSG00000115414		True	False	False	curated	True	0.047																																																																																																																																																																																																																																																																																														0.9283840749				0.8223175408						1.4761003591	4.9186817989			1.3938449314					5.8438421795				5.7377756454						6.3915584637	9.8341399035			6.309303036		5.6147005787			3.041350743				2.9352842089						3.5890670272	7.031648467			3.5068115995		2.8122091422																					
CPI-SS0DA366C78	EPHB2_EFNB3	simple:P29323	simple:Q15768	ENSG00000133216	ENSG00000108947	False	True	True	curated	False	0.047																												1.4027546033	1.2664028909											0.7488732928				0.874396616			1.7128600286	1.5765083162			1.2359151715																																																					1.4764831465	1.3401314341																																					1.3341238948	1.1977721824																																																																																																																																																							1.4777786909	1.3414269785																																																					0.7827902596			1.6212536722	1.4849019598			1.1443088152						
CPI-SS0302E8E8F	CD74_COPA	simple:P04233	simple:P53621	ENSG00000019582	ENSG00000122218	True	True	False	IMEx,IntAct	False	0.047																																																																																																																																																																																															1.621357369	1.6251367433	1.6094132868		1.6218473303	1.6123977344	1.8485552294	1.6796682081		1.7382107443	1.8805967387	1.9567594438	1.8649435829	1.7255090456	1.9485646433	1.6428159443	2.2452960972	1.8684671078	1.6341724023																																																																																																																																																								
CPI-SS0BF490275	FGFR1_KL	simple:P11362	simple:Q9UEF7	ENSG00000077782	ENSG00000133116	True	True	False	I2D	False	0.05					4.5734507307		2.1462125386																	3.2307200546		0.8034818625																	3.4884180255		1.0611798334																																				3.6528940419		1.2256558498																																				4.4047928941		1.977554702																																																																																																																																																																									3.2828975302		0.8556593381																	5.5477771514		3.1205389593																	3.4250926277		0.9978544355																	3.1090856191		0.681847427												
CPI-SC062D34C2A	VCAM1_a9b1 complex	simple:P19320	complex:a9b1 complex	ENSG00000162692		False	False	False	curated	True	0.05																																																																																	0.9290818645			0.7302319128			1.511193086	2.0465063341	0.8987898687	2.9689341651																													1.3013693522			1.1025194005			1.8834805736	2.4187938218	1.2710773563	3.3412216528																																																																			1.2210342386			1.0221842868			1.80314546	2.3384587081	1.1907422427	3.2608865391																																																																																																																																																													
CPI-SS0D529E576	GRIN2B_IL16	simple:Q13224	simple:Q14005	ENSG00000273079	ENSG00000172349	True	True	False	I2D	False	0.05																						11.5071595621			11.3091000485					12.0946352623											9.2509174189			9.0528579053					9.8383931192																																																	9.6375719474			9.4395124338					10.2250476477																														6.9964443023			6.7983847888					7.5839200026																																																																																																																																																9.8011688359			9.6031093223					10.3886445361																																																	6.9602106281			6.7621511146					7.5476863284								
CPI-SS068C129D6	CSF1_SIRPA	simple:P09603	simple:P78324	ENSG00000184371	ENSG00000198053	True	False	True	I2D	False	0.053																																																																																																																																																																												1.092649011	0.7361423967	0.6992009573			0.6870735722		0.6498761187			1.4886908732	3.2703513805				0.8084686057		0.9503184258	0.7585305651																																							0.801597465										1.1976393272	2.9792998346																																																																																				0.9686977661										1.3647396283	3.1464001357				0.6845173609		0.826367181	0.6345793203																			
CPI-SC070D5A96F	JAM2_a4b1 complex	simple:P57087	complex:a4b1 complex	ENSG00000154721		False	False	False	curated	True	0.055		0.5965904426	0.5278379641			0.5732207725					1.3785302071				1.5058155105																																																																																																																																																																																																																							0.4277782971	0.3590258186			0.404408627					1.2097180615				1.3370033649						0.8503953425	0.781642864			0.8270256724					1.632335107				1.7596204104																																																															1.5120478576	1.4432953791			1.4886781875					2.2939876221				2.4212729255																							
CPI-SS02D7A1DDE	KIT_KITLG	simple:P10721	simple:P21583	ENSG00000157404	ENSG00000049130	True	True	False	curated	False	0.055																									0.4063619385										1.2977944882		2.824171924	0.3613611265						0.4941100866										1.3855426363		2.9119200721	0.4491092746						0.781354375										1.6727869247		3.1991643605	0.736353563																																												0.9843988676										1.8758314173		3.4022088532	0.9393980556																																																																																																																																																																																																																							0.3897508054										1.2811833551		2.807560791	0.3447499934
CPI-SS02371A6D6	VEGFA_EPHB2	simple:P15692	simple:P29323	ENSG00000112715	ENSG00000133216	True	False	True	I2D	False	0.058		1.5763023104	1.8864077357			1.6500308536		1.5076716018								1.6513263979			1.7948013793																																																											0.9146025755	1.2247080008			0.9883311187		0.8459718669								0.989626663			1.1331016444																																									0.6989273644			0.4625504823													0.607321008																																																																																																	1.0282837862	1.3383892114			1.1020123294		0.9596530776								1.1033078737			1.2467828551																																																																																															
CPI-SC0458F68A5	COL4A2_a1b1 complex	simple:P08572	complex:a1b1 complex	ENSG00000134871		True	False	False	curated	True	0.058																										0.890038645								2.6703099658			1.0561759511								1.0095384373								2.7898097581			1.1756757434																																														0.6702940532								2.450565374			0.8364313593																											0.7357943176								2.5160656384			0.9019316237																																																																																																																																													0.8017997965								2.5820711173			0.9679371026																											1.0336180468								2.8138893676			1.1997553529								0.6930571754								2.4733284962			0.8591944815	
CPI-SS02D18D12B	CADM3_CADM4	simple:Q8N126	simple:Q8NFZ8	ENSG00000162706	ENSG00000105767	False	False	False	curated	False	0.058																																	0.5518206191										0.5176798593			0.4893150347						0.6250373046					0.4549937085					0.7519049274			0.7235401028					0.7944120732	0.8592623727					0.6892187766																																	0.5393761382																																						0.5557845941																																																																																															0.6367648403																																																0.5794536212			0.5510887966						0.6868110665					0.5167674704																																											0.5139306755			0.4855658509						0.6212881208					0.4512445247
CPI-SS032E9A219	CX3CR1_CX3CL1	simple:P49238	simple:P78423	ENSG00000168329	ENSG00000006210	True	True	True	curated	False	0.058																																																																														1.4432632104	1.2701371038			1.4021891172	1.4809643941	1.3096634143								1.323831885			1.4722292347																																																																																																	1.7799968015	1.6068706949			1.7389227082	1.8176979851	1.6463970054								1.660565476			1.8089628258		5.4848630781	5.3117369715			5.4437889849	5.5225642618	5.351263282								5.3654317527			5.5138291024																																																																																																																																					
CPI-SS00661A3A4	NECTIN1_CADM3	simple:Q15223	simple:Q8N126	ENSG00000110400	ENSG00000162706	True	True	False	curated	False	0.058																																								0.4336693574	0.5068860428	0.7411111109		0.4212248764		0.4376333324								0.5686598048			0.503136859		0.6287556077	0.7019722932	0.9361973613		0.6163111267		0.6327195827					0.7136998288			0.7637460551			0.6982231094																					0.4105521954	0.4837688809	0.717993949				0.4145161704								0.5455426429			0.4800196971																																																																																																																																																																																																																																																							
CPI-CS012D15A88	BMR1A_ACR2A_BMP4	complex:BMR1A_ACR2A	simple:P12644		ENSG00000125378	True	True	False	curated	False	0.061																																1.58482777				1.0887656605															1.5750294549				1.0789673454															1.8180111664				1.321949057															1.5181248178				1.0220627084															1.8732165562				1.3771544467																																		1.5215864066				1.0255242972																																																																																																														1.5940181436				1.0979560342															1.7864673235				1.2904052141															1.9128094218				1.4167473123															1.5494013178				1.0533392084																																		1.9001269905				1.404064881		
CPI-SS085EE60B1	TGFB1_TGFBR3	simple:P01137	simple:Q03167	ENSG00000105329	ENSG00000069702	True	False	True	curated	False	0.061																																																																																																																																																																																																1.0200000947	1.455071947	1.1298402424	1.8706286281	1.3166417174	3.5152336084	0.8164350571								0.8784328097	3.624736898	1.4782862147	0.8848911305		1.1800916521	1.6151635045	1.2899317999	2.0307201856	1.4767332749	3.6753251659	0.9765266145								1.0385243672	3.7848284554	1.6383777721	1.0449826879																																																																																																																																					
CPI-CS0D238C22B	PlexinA2_complex1_SEMA3A	complex:PlexinA2_complex1	simple:Q14563		ENSG00000075213	True	True	False	curated	False	0.061																										2.3588171004										2.6047470302									2.3105303475										2.5564602773																												2.0777372241										2.323667154									2.3230656673										2.5689955971									4.3952034901										4.64113342									2.4521933447										2.6981232746																																																																																																								2.1594802174										2.4054101473																												2.3981831828										2.6441131126									3.5805353336										3.8264652634									2.9086017964										3.1545317262									2.533332119										2.7792620489		
CPI-SS0E075E5AF	NRG1_NETO2	simple:Q02297	simple:Q8NC67	ENSG00000157168	ENSG00000171208	True	True	True	InnateDB-All	False	0.066																					4.6545555554	4.7698439321					4.9088815912						4.8381816029					4.8154555674																					11.1864657901	11.3017541668					11.4407918259						11.3700918376					11.3473658021																						4.138375394					4.277413053						4.2067130647					4.1839870293																																																																																																																																																																													21.1797007427	21.2949891195					21.4340267786						21.3633267903					21.3406007548																																								10.9664337347	11.0817221114					11.2207597705						11.1500597822					11.1273337467
CPI-SS033CB0BB2	CXADR_FAM3C	simple:P78310	simple:Q92520	ENSG00000154639	ENSG00000196937	True	True	False	IMEx,IntAct	False	0.066																									0.346631585								0.4336996317			0.580027879								0.442190093								0.5292581397			0.675586387																											0.6661376717								0.7532057183			0.8995339656																											0.6203417464								0.7074097931			0.8537380404								0.4049504127								0.4920184594			0.6383467067																																																																																																																																													0.3527212861								0.4397893328			0.5861175801								1.589368445								1.6764364917			1.822764739																											0.4129752318								0.5000432784			0.6463715257		
CPI-SC032246C72	TGFB2_TGFbeta receptor2	simple:P61812	complex:TGFbeta receptor2	ENSG00000092969		True	False	True	curated	False	0.066																																											1.5421958415		0.8964543981				2.1925293401	2.7512830263					1.0523682042	1.7273331548																									2.2923258547		1.6465844113				2.9426593533	3.5014130395					1.8024982173	2.477463168						1.5219049908		0.8761635474				2.1722384894	2.7309921757					1.0320773535	1.7070423042																																																																																																																																																																																																																							1.8295787903		1.183837347				2.479912289	3.0386659752					1.339751153	2.0147161037																				
CPI-SS0FB37E079	INHA_TGFBR3	simple:P05111	simple:Q03167	ENSG00000123999	ENSG00000069702	True	False	True	I2D	False	0.066																																																																																																																																							0.5283981408	0.9634699932	0.6382382886	1.3790266743	0.8250397636	3.0236316546										3.1331349441	0.9866842608																																																																																																																																								0.5443904775	0.9794623298	0.6542306252	1.3950190109	0.8410321002	3.0396239912										3.1491272808	1.0026765975																																									0.5426739681	0.9777458204	0.6525141158	1.3933025015	0.8393155908	3.0379074818										3.1474107714	1.0009600881	
CPI-CS0AB19226A	PlexinA4_complex1_SEMA3A	complex:PlexinA4_complex1	simple:Q14563		ENSG00000075213	True	True	False	curated	False	0.066							2.2204778851										2.4664078149									3.1245448445										3.3704747744									4.4699497008										4.7158796306																												2.124624665										2.3705545949									3.6965806399										3.9425105698																												2.0632005573										2.3091304871																																															6.9219968077										7.1679267376									2.599024352										2.8449542818																																																																		2.2823712646										2.5283011944									6.7338729031										6.9798028329									3.3500078913										3.5959378211									2.8409673899										3.0868973197		
CPI-SS0C694CB44	VEGFA_GRIN2B	simple:P15692	simple:Q13224	ENSG00000112715	ENSG00000273079	True	False	True	I2D	False	0.066		12.2907364616	10.0344943184			10.4211488469		7.7800212018								10.5847457354			7.7437875276																																																											11.6290367267	9.3727945835			9.759449112		7.1183214669								9.9230460005			7.0820877927																																								11.1032560903	8.8470139471			9.2336684756		6.5925408305								9.3972653641			6.5563071563																																																																																																	11.7427179373	9.4864757942			9.8731303227		7.2320026776								10.0367272111			7.1957690034																																																																																															
