id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	Astrocytes|Astrocytes	Astrocytes|CA1	Astrocytes|CA2_3	Astrocytes|Cajal	Astrocytes|Choroid	Astrocytes|Dentate_Gyrus	Astrocytes|Fibroblast	Astrocytes|Inhibitory_Neurons	Astrocytes|MFOL	Astrocytes|MOL	Astrocytes|Macrophage	Astrocytes|Microglia	Astrocytes|NFOL	Astrocytes|OPC	Astrocytes|Pericyte	Astrocytes|Unidentified_Neurons	Astrocytes|VLMC	Astrocytes|Vascular	Astrocytes|subiculum	CA1|Astrocytes	CA1|CA1	CA1|CA2_3	CA1|Cajal	CA1|Choroid	CA1|Dentate_Gyrus	CA1|Fibroblast	CA1|Inhibitory_Neurons	CA1|MFOL	CA1|MOL	CA1|Macrophage	CA1|Microglia	CA1|NFOL	CA1|OPC	CA1|Pericyte	CA1|Unidentified_Neurons	CA1|VLMC	CA1|Vascular	CA1|subiculum	CA2_3|Astrocytes	CA2_3|CA1	CA2_3|CA2_3	CA2_3|Cajal	CA2_3|Choroid	CA2_3|Dentate_Gyrus	CA2_3|Fibroblast	CA2_3|Inhibitory_Neurons	CA2_3|MFOL	CA2_3|MOL	CA2_3|Macrophage	CA2_3|Microglia	CA2_3|NFOL	CA2_3|OPC	CA2_3|Pericyte	CA2_3|Unidentified_Neurons	CA2_3|VLMC	CA2_3|Vascular	CA2_3|subiculum	Cajal|Astrocytes	Cajal|CA1	Cajal|CA2_3	Cajal|Cajal	Cajal|Choroid	Cajal|Dentate_Gyrus	Cajal|Fibroblast	Cajal|Inhibitory_Neurons	Cajal|MFOL	Cajal|MOL	Cajal|Macrophage	Cajal|Microglia	Cajal|NFOL	Cajal|OPC	Cajal|Pericyte	Cajal|Unidentified_Neurons	Cajal|VLMC	Cajal|Vascular	Cajal|subiculum	Choroid|Astrocytes	Choroid|CA1	Choroid|CA2_3	Choroid|Cajal	Choroid|Choroid	Choroid|Dentate_Gyrus	Choroid|Fibroblast	Choroid|Inhibitory_Neurons	Choroid|MFOL	Choroid|MOL	Choroid|Macrophage	Choroid|Microglia	Choroid|NFOL	Choroid|OPC	Choroid|Pericyte	Choroid|Unidentified_Neurons	Choroid|VLMC	Choroid|Vascular	Choroid|subiculum	Dentate_Gyrus|Astrocytes	Dentate_Gyrus|CA1	Dentate_Gyrus|CA2_3	Dentate_Gyrus|Cajal	Dentate_Gyrus|Choroid	Dentate_Gyrus|Dentate_Gyrus	Dentate_Gyrus|Fibroblast	Dentate_Gyrus|Inhibitory_Neurons	Dentate_Gyrus|MFOL	Dentate_Gyrus|MOL	Dentate_Gyrus|Macrophage	Dentate_Gyrus|Microglia	Dentate_Gyrus|NFOL	Dentate_Gyrus|OPC	Dentate_Gyrus|Pericyte	Dentate_Gyrus|Unidentified_Neurons	Dentate_Gyrus|VLMC	Dentate_Gyrus|Vascular	Dentate_Gyrus|subiculum	Fibroblast|Astrocytes	Fibroblast|CA1	Fibroblast|CA2_3	Fibroblast|Cajal	Fibroblast|Choroid	Fibroblast|Dentate_Gyrus	Fibroblast|Fibroblast	Fibroblast|Inhibitory_Neurons	Fibroblast|MFOL	Fibroblast|MOL	Fibroblast|Macrophage	Fibroblast|Microglia	Fibroblast|NFOL	Fibroblast|OPC	Fibroblast|Pericyte	Fibroblast|Unidentified_Neurons	Fibroblast|VLMC	Fibroblast|Vascular	Fibroblast|subiculum	Inhibitory_Neurons|Astrocytes	Inhibitory_Neurons|CA1	Inhibitory_Neurons|CA2_3	Inhibitory_Neurons|Cajal	Inhibitory_Neurons|Choroid	Inhibitory_Neurons|Dentate_Gyrus	Inhibitory_Neurons|Fibroblast	Inhibitory_Neurons|Inhibitory_Neurons	Inhibitory_Neurons|MFOL	Inhibitory_Neurons|MOL	Inhibitory_Neurons|Macrophage	Inhibitory_Neurons|Microglia	Inhibitory_Neurons|NFOL	Inhibitory_Neurons|OPC	Inhibitory_Neurons|Pericyte	Inhibitory_Neurons|Unidentified_Neurons	Inhibitory_Neurons|VLMC	Inhibitory_Neurons|Vascular	Inhibitory_Neurons|subiculum	MFOL|Astrocytes	MFOL|CA1	MFOL|CA2_3	MFOL|Cajal	MFOL|Choroid	MFOL|Dentate_Gyrus	MFOL|Fibroblast	MFOL|Inhibitory_Neurons	MFOL|MFOL	MFOL|MOL	MFOL|Macrophage	MFOL|Microglia	MFOL|NFOL	MFOL|OPC	MFOL|Pericyte	MFOL|Unidentified_Neurons	MFOL|VLMC	MFOL|Vascular	MFOL|subiculum	MOL|Astrocytes	MOL|CA1	MOL|CA2_3	MOL|Cajal	MOL|Choroid	MOL|Dentate_Gyrus	MOL|Fibroblast	MOL|Inhibitory_Neurons	MOL|MFOL	MOL|MOL	MOL|Macrophage	MOL|Microglia	MOL|NFOL	MOL|OPC	MOL|Pericyte	MOL|Unidentified_Neurons	MOL|VLMC	MOL|Vascular	MOL|subiculum	Macrophage|Astrocytes	Macrophage|CA1	Macrophage|CA2_3	Macrophage|Cajal	Macrophage|Choroid	Macrophage|Dentate_Gyrus	Macrophage|Fibroblast	Macrophage|Inhibitory_Neurons	Macrophage|MFOL	Macrophage|MOL	Macrophage|Macrophage	Macrophage|Microglia	Macrophage|NFOL	Macrophage|OPC	Macrophage|Pericyte	Macrophage|Unidentified_Neurons	Macrophage|VLMC	Macrophage|Vascular	Macrophage|subiculum	Microglia|Astrocytes	Microglia|CA1	Microglia|CA2_3	Microglia|Cajal	Microglia|Choroid	Microglia|Dentate_Gyrus	Microglia|Fibroblast	Microglia|Inhibitory_Neurons	Microglia|MFOL	Microglia|MOL	Microglia|Macrophage	Microglia|Microglia	Microglia|NFOL	Microglia|OPC	Microglia|Pericyte	Microglia|Unidentified_Neurons	Microglia|VLMC	Microglia|Vascular	Microglia|subiculum	NFOL|Astrocytes	NFOL|CA1	NFOL|CA2_3	NFOL|Cajal	NFOL|Choroid	NFOL|Dentate_Gyrus	NFOL|Fibroblast	NFOL|Inhibitory_Neurons	NFOL|MFOL	NFOL|MOL	NFOL|Macrophage	NFOL|Microglia	NFOL|NFOL	NFOL|OPC	NFOL|Pericyte	NFOL|Unidentified_Neurons	NFOL|VLMC	NFOL|Vascular	NFOL|subiculum	OPC|Astrocytes	OPC|CA1	OPC|CA2_3	OPC|Cajal	OPC|Choroid	OPC|Dentate_Gyrus	OPC|Fibroblast	OPC|Inhibitory_Neurons	OPC|MFOL	OPC|MOL	OPC|Macrophage	OPC|Microglia	OPC|NFOL	OPC|OPC	OPC|Pericyte	OPC|Unidentified_Neurons	OPC|VLMC	OPC|Vascular	OPC|subiculum	Pericyte|Astrocytes	Pericyte|CA1	Pericyte|CA2_3	Pericyte|Cajal	Pericyte|Choroid	Pericyte|Dentate_Gyrus	Pericyte|Fibroblast	Pericyte|Inhibitory_Neurons	Pericyte|MFOL	Pericyte|MOL	Pericyte|Macrophage	Pericyte|Microglia	Pericyte|NFOL	Pericyte|OPC	Pericyte|Pericyte	Pericyte|Unidentified_Neurons	Pericyte|VLMC	Pericyte|Vascular	Pericyte|subiculum	Unidentified_Neurons|Astrocytes	Unidentified_Neurons|CA1	Unidentified_Neurons|CA2_3	Unidentified_Neurons|Cajal	Unidentified_Neurons|Choroid	Unidentified_Neurons|Dentate_Gyrus	Unidentified_Neurons|Fibroblast	Unidentified_Neurons|Inhibitory_Neurons	Unidentified_Neurons|MFOL	Unidentified_Neurons|MOL	Unidentified_Neurons|Macrophage	Unidentified_Neurons|Microglia	Unidentified_Neurons|NFOL	Unidentified_Neurons|OPC	Unidentified_Neurons|Pericyte	Unidentified_Neurons|Unidentified_Neurons	Unidentified_Neurons|VLMC	Unidentified_Neurons|Vascular	Unidentified_Neurons|subiculum	VLMC|Astrocytes	VLMC|CA1	VLMC|CA2_3	VLMC|Cajal	VLMC|Choroid	VLMC|Dentate_Gyrus	VLMC|Fibroblast	VLMC|Inhibitory_Neurons	VLMC|MFOL	VLMC|MOL	VLMC|Macrophage	VLMC|Microglia	VLMC|NFOL	VLMC|OPC	VLMC|Pericyte	VLMC|Unidentified_Neurons	VLMC|VLMC	VLMC|Vascular	VLMC|subiculum	Vascular|Astrocytes	Vascular|CA1	Vascular|CA2_3	Vascular|Cajal	Vascular|Choroid	Vascular|Dentate_Gyrus	Vascular|Fibroblast	Vascular|Inhibitory_Neurons	Vascular|MFOL	Vascular|MOL	Vascular|Macrophage	Vascular|Microglia	Vascular|NFOL	Vascular|OPC	Vascular|Pericyte	Vascular|Unidentified_Neurons	Vascular|VLMC	Vascular|Vascular	Vascular|subiculum	subiculum|Astrocytes	subiculum|CA1	subiculum|CA2_3	subiculum|Cajal	subiculum|Choroid	subiculum|Dentate_Gyrus	subiculum|Fibroblast	subiculum|Inhibitory_Neurons	subiculum|MFOL	subiculum|MOL	subiculum|Macrophage	subiculum|Microglia	subiculum|NFOL	subiculum|OPC	subiculum|Pericyte	subiculum|Unidentified_Neurons	subiculum|VLMC	subiculum|Vascular	subiculum|subiculum
CPI-SS06A999D25	PLD2_ARF1	simple:O14939	simple:P84077	ENSG00000129219	ENSG00000143761	False	False	False	guidetopharmacology.org	False	0.036																																																																																																																																																																																																																																																																																																																	0.2220919377	0.2282230164	0.2171089112		0.219619309	0.2086423882	0.2443248146	0.2146492683				0.2396942237	0.222517408		0.2860288951		0.4273156789	0.3254546958	0.2100786814																																						
CPI-SS0302E8E8F	CD74_COPA	simple:P04233	simple:P53621	ENSG00000019582	ENSG00000122218	True	True	False	IMEx,IntAct	False	0.039																																																																																																																																																																																															0.3313483515	0.4135844626	0.4202620228	0.3417510167	0.3499090315	0.376032981		0.419581665		0.3638384525		0.3880473819	0.4246860535	0.3674939711	0.3506992025	0.3614966737			0.3961211919																																																																																																																																																								
CPI-CS0123BC66C	PlexinA1_complex2_SEMA6D	complex:PlexinA1_complex2	simple:Q8NFY4		ENSG00000137872	False	True	False	curated	False	0.039																				0.5181401331				0.5389539235	0.6308698599		0.5862491719					0.5977187182	0.9399171143					0.7317040781	0.5252210221				0.5460348125	0.637950749		0.5933300609					0.6047996072	0.9469980033					0.7387849672																																																																																																																																																																																																																																																																																																																
CPI-SS0D1AE5C79	FGFR3_EPHA4	simple:P22607	simple:P54764	ENSG00000068078	ENSG00000116106	True	True	True	I2D,InnateDB-All	False	0.039	0.4695288033	0.9256492434	1.0795552312	0.4744874742	0.6071567997	1.0117339168	0.4900308919	0.4983514281	0.4903862223				0.515281594	0.4420143849		0.7497047473		0.6195755621	0.6793846783																																																																																																																																																																																																																																																																																																																																																						
CPI-SS033E6DE7E	NRP1_VEGFB	simple:O14786	simple:P49765	ENSG00000099250	ENSG00000173511	True	True	False	curated	False	0.039																											0.6040657915									0.6605273436										0.8938666228									0.9503281749																																																0.6870346928									0.7434962449																																																																																						0.8563738226									0.9128353748										0.4799705151									0.5364320672																																																																																						0.6067094542									0.6631710063																													0.4961092663									0.5525708184		
CPI-SS0BF3ED143	FGFR2_FGFR3	simple:P21802	simple:P22607	ENSG00000066468	ENSG00000068078	True	True	True	IMEx,InnateDB-All	False	0.039	1.510889263																			1.1060230338																			1.2027412371																			1.0150546441																			1.2412290272																			1.0677559603																			1.1660148859																			1.1979507858																			1.5054804947																			1.4040601998																																																									1.5217351312																			1.0327314001																																						0.950161426																																																									1.0944157352																		
CPI-SS00661A3A4	NECTIN1_CADM3	simple:Q15223	simple:Q8N126	ENSG00000110400	ENSG00000162706	True	True	False	curated	False	0.039																																								0.2278448056	0.2792614477	0.2437398091		0.2056004616		0.225315946								0.2581873998			0.2681304807		0.2259764486	0.2773930906	0.241871452		0.2037321045		0.2234475889								0.2563190428			0.2662621237																																																																																																																																																																																																																																																																																													
CPI-SS02E314589	FGFR2_NECTIN1	simple:P21802	simple:Q15223	ENSG00000066468	ENSG00000110400	True	True	True	InnateDB-All	False	0.039			1.2862520948	1.2843837378																																					0.978104069	0.976235712																																					1.0165918591	1.014723502																																																								0.9733136177	0.9714452607																		1.2808433266	1.2789749695																		1.1794230317	1.1775546747																																																								1.2970979631	1.295229606																																																																																																																																	
CPI-SS09808DEAE	CD74_APP	simple:P04233	simple:P05067	ENSG00000019582	ENSG00000142192	False	True	False	curated	False	0.039																																																																																																																																																																																																0.997151078	0.9897573809	0.9577817885	0.9750883662	0.8080119935	0.9793740872	1.0191062294	1.2243642163	1.2621089461	0.8815694218		1.101714981			0.8622869912		1.2254652448	0.9789741608																																																																																																																																																								
CPI-CS0533A30DC	ACVR_1B2A receptor_INHBA	complex:ACVR_1B2A receptor	simple:P08476		ENSG00000122641	True	True	False	curated	False	0.042																					0.2130830813	0.1990959295			0.1967347442															0.1870574903	0.1730703385			0.1707091531																																		0.220771754	0.2067846022			0.2044234169																																																																																																																																																																																																																																0.2534992721	0.2395121202			0.2371509349																																		0.2190011191	0.2050139673			0.2026527819													
CPI-SC0A9EB628A	VCAM1_a4b1 complex	simple:P19320	complex:a4b1 complex	ENSG00000162692		False	False	False	curated	True	0.042																																																																														0.3021594037	0.2729731279			0.2695095938					0.4987293939				0.350927899																									0.3293848905	0.3001986148			0.2967350806					0.5259548808				0.3781533859																																																															0.3620796106	0.3328933348			0.3294298007					0.5586496008				0.4108481059																																																																																																																																																												
CPI-SC06E5E0C83	COL11A1_a1b1 complex	simple:P12107	complex:a1b1 complex	ENSG00000060718		True	False	False	curated	True	0.042																										0.2029573411								0.5945693903			0.3922412929								0.1985031971								0.5901152462			0.3877871488								0.3090912437								0.7007032928			0.4983751954																																																																																																																																																																																			0.2918408405								0.6834528897			0.4811247923																																														0.266376674								0.6579887231			0.4556606257																																							
CPI-SC0672FBD31	COL4A1_a1b1 complex	simple:P02462	complex:a1b1 complex	ENSG00000187498		True	False	False	curated	True	0.042																										0.2724031723								0.6640152215			0.4616871241								0.3140342281								0.7056462772			0.5033181798																																																																																				0.1779568081								0.5695688573			0.3672407599																																																																																																																																																																																			0.2913434811								0.6829555302			0.4806274328								0.1896978622								0.5813099114			0.378981814	
CPI-SC06364D669	FN1_a4b1 complex	simple:P02751	complex:a4b1 complex	ENSG00000115414		True	False	False	curated	True	0.042																																																																																																																																																																																																																																																																																															0.2501318955	0.2209456198			0.2174820856					0.4467018858				0.2989003909						0.7007699428	0.671583667			0.6681201329					0.897339933				0.7495384381						0.5489839929	0.5197977171			0.516334183					0.7455539831				0.5977524883																							
CPI-SS068C129D6	CSF1_SIRPA	simple:P09603	simple:P78324	ENSG00000184371	ENSG00000198053	True	False	True	I2D	False	0.044																																																																																																																																																																												0.3117122575	0.3298646778	0.319681839	0.3158683358		0.2713469698		0.2701249214			0.5056868221	0.7378665653				0.2831565997			0.329911931																																								0.2530267318									0.4288488761	0.6610286193							0.2530739851																																																																				0.4386773097	0.6708570529																																													
CPI-SS03E7587E4	ADORA1_ENTPD1	simple:P30542	simple:P49961	ENSG00000163485	ENSG00000138185	False	True	False	curated	False	0.044																														0.5395416988	0.7283082043		0.2009575409				0.247855299												0.5953845479	0.7841510535		0.2568003901				0.3036981482																																																																																																																																																																																																										0.5335602552	0.7223267608		0.1949760974				0.2418738555																																																																																								0.535583066	0.7243495716		0.1969989082				0.2438966663	
CPI-SS0B9E8C0DE	EPHB2_EFNB2	simple:P29323	simple:P52799	ENSG00000133216	ENSG00000125266	False	True	True	curated	False	0.044																					0.2169984394						0.2134898005											0.2109396448		0.3690084886						0.3654998497											0.3629496939																																								0.1915661555						0.1880575166											0.1855073608																					0.1589609764						0.1554523375											0.1529021817																																																																																																																																							0.158928145																																																									0.2764757905						0.2729671516											0.2704169958
CPI-SC0458F68A5	COL4A2_a1b1 complex	simple:P08572	complex:a1b1 complex	ENSG00000134871		True	False	False	curated	True	0.05																										0.2969919465								0.6886039957			0.4862758982								0.3677944439								0.759406493			0.5570783956																																																																																				0.2308671634								0.6224792126			0.4201511152																																																																																																																																																																0.1944699507								0.5860819998			0.3837539024								0.2591225367								0.6507345859			0.4484064885								0.2092506807								0.6008627299			0.3985346325	
CPI-SS08083B141	NRP1_SEMA3A	simple:O14786	simple:Q14563	ENSG00000099250	ENSG00000075213	True	True	False	curated	False	0.05																										0.7909855397										0.8255046847									1.080786371										1.1153055159																																															0.873954441										0.9084735859									0.4586141047										0.4931332497																																																																		1.0432935708										1.0778127158									0.6668902633										0.7014094082																																																																																					0.7936292024										0.8281483473									0.5173106546										0.5518297995									0.6830290145										0.7175481594		
CPI-SS04124F4E1	EPO_EFNB2	simple:P01588	simple:P52799	ENSG00000130427	ENSG00000125266	True	False	True	IMEx,IntAct	False	0.05		0.2613725599						0.257863921											0.2553137652		0.3112990913						0.3077904524											0.3052402967		0.3649403328						0.3614316939											0.3588815382																																								0.2882302266						0.2847215877											0.282171432																					0.3936618098						0.3901531709											0.3876030152																																																																																																																																																																																																0.3317015754						0.3281929365											0.3256427807
CPI-CS0AB19226A	PlexinA4_complex1_SEMA3A	complex:PlexinA4_complex1	simple:Q14563		ENSG00000075213	True	True	False	curated	False	0.05																										0.7909855397										0.8255046847									1.080786371										1.1153055159																																															0.873954441										0.9084735859									0.4586141047										0.4931332497																																																																		1.0432935708										1.0778127158									0.6668902633										0.7014094082																																																																																					0.7936292024										0.8281483473									0.5173106546										0.5518297995									0.6830290145										0.7175481594		
CPI-SS070B0E458	GRIN2A_IL16	simple:Q12879	simple:Q14005	ENSG00000183454	ENSG00000172349	True	True	False	I2D	False	0.05																						1.9461680141			1.8442358776					1.910954156											1.8185436227			1.7166114862					1.7833297645																																																	1.9993662523			1.8974341158					1.9641523941																														1.1345773539			1.0326452174					1.0993634957																																																																																																																																																1.2957827742			1.1938506377					1.260568916																																																	1.3186648451			1.2167327086					1.2834509869								
CPI-SS0D529E576	GRIN2B_IL16	simple:Q13224	simple:Q14005	ENSG00000273079	ENSG00000172349	True	True	False	I2D	False	0.05																						1.7508788327			1.6489466961					1.7156649745											1.6314079734			1.5294758368					1.5961941152																																																	1.620678275			1.5187461385					1.5854644168																														1.4748601113			1.3729279747					1.4396462531																																																																																																																																																1.4124744769			1.3105423404					1.3772606187																																																	1.4073669456			1.3054348091					1.3721530874								
CPI-SS03A4F7DC8	AXL_GAS6	simple:P30530	simple:Q14393	ENSG00000167601	ENSG00000183087	True	True	False	guidetopharmacology.org	False	0.05																																																																																																																																																																																																																																																																												0.2122635534	0.2249021333	0.2551649817	0.3743912583			0.2612911938			0.354642709					0.2165507983		0.2570825177	0.2418664575																					0.1576475242	0.170286104	0.2005489525	0.319775229			0.2066751645			0.3000266798					0.1619347691		0.2024664885	0.1872504283																																						
CPI-CS046B3C139	ACVR_1A2A receptor_BMP7	complex:ACVR_1A2A receptor	simple:P18075		ENSG00000101144	True	True	False	curated	False	0.053																								0.2904924956		0.3912747616																	0.2760445701		0.3768268361																	0.2425143317		0.3432965978																	0.2093357045		0.3101179705																	0.361439861		0.462222127																																				0.2601576499		0.3609399159																																																																																																																0.2333056647		0.3340879307																																				0.3753576237		0.4761398897																			0.356376784																																				0.426181041		0.526963307												
CPI-CS0D35E69F6	BMR1A_ACR2A_BMP7	complex:BMR1A_ACR2A	simple:P18075		ENSG00000101144	True	True	False	curated	False	0.053																								0.2904924956		0.3912747616																	0.2760445701		0.3768268361																	0.2425143317		0.3432965978																	0.2093357045		0.3101179705																	0.361439861		0.462222127																																				0.2601576499		0.3609399159																																																																																																																0.2333056647		0.3340879307																																				0.3753576237		0.4761398897																			0.356376784																																				0.426181041		0.526963307												
CPI-CS08CC8F9D3	ACVR1_BMPR2_BMP7	complex:ACVR1_BMPR2	simple:P18075		ENSG00000101144	True	True	False	curated	False	0.053																								0.3627410905		0.4635233565																	0.4209609728		0.5217432388																																						0.3266310916																	0.4047403789		0.5055226449																																				0.3257560137		0.4265382797																																																																										0.2776871577		0.3784694237																																				0.2609046902		0.3616869562																																				0.2613844272		0.3621666932																			0.3792735226																			0.3334379521																	0.2886712222		0.3894534883												
CPI-CS0D238C22B	PlexinA2_complex1_SEMA3A	complex:PlexinA2_complex1	simple:Q14563		ENSG00000075213	True	True	False	curated	False	0.055																										0.5396114958										0.5741306407									0.5135459013										0.5480650462																																															0.4941754558										0.5286946007									0.991802231										1.026321376									0.5862532485										0.6207723934																																																																																																								0.3677631343										0.4022822793																												0.4702219211										0.5047410661									0.6037719348										0.6382910798									0.7292390937										0.7637582387									0.5885928407										0.6231119857		
CPI-CS0BAF97962	PDGFR complex_PDGFD	complex:PDGFR complex	simple:Q9GZP0		ENSG00000170962	True	True	False	curated	False	0.055	0.4095006798				0.7094103344		0.5446462755										0.7396495971	0.7066090075																																																																																																	0.4802556205				0.780165275		0.6154012162										0.8104045378	0.7773639482																																																																																																																																							1.2009842448				1.5008938994		1.3361298405										1.5311331621	1.4980925725																					0.3703387916				0.6702484462		0.5054843873										0.7004877089	0.6674471193																																							
CPI-SS0D954EA1C	PDGFRB_PDGFD	simple:P09619	simple:Q9GZP0	ENSG00000113721	ENSG00000170962	True	True	False	curated	False	0.055	0.4095006798				0.7094103344		0.5446462755										0.7396495971	0.7066090075																																																																																																	0.4802556205				0.780165275		0.6154012162										0.8104045378	0.7773639482																																																																																																																																							1.2009842448				1.5008938994		1.3361298405										1.5311331621	1.4980925725																					0.3703387916				0.6702484462		0.5054843873										0.7004877089	0.6674471193																																							
CPI-SC070D5A96F	JAM2_a4b1 complex	simple:P57087	complex:a4b1 complex	ENSG00000154721		False	False	False	curated	True	0.055		0.2398961919	0.2107099162			0.207246382					0.4364661821				0.2886646873																																																																																																																																																																																																																							0.2188730995	0.1896868238			0.1862232896					0.4154430897				0.2676415949						0.3315305544	0.3023442787			0.2988807445					0.5281005447				0.3802990498																																																															0.3756834088	0.346497133			0.3430335989					0.572253399				0.4244519041																							
CPI-CS012D15A88	BMR1A_ACR2A_BMP4	complex:BMR1A_ACR2A	simple:P12644		ENSG00000125378	True	True	False	curated	False	0.055																																0.3671046882				0.3694979389															0.3526567627				0.3550500134															0.3191265243				0.321519775															0.2859478971				0.2883411478															0.4380520536				0.4404453043																																		0.3367698425				0.3391630932																																																																																																														0.3099178573				0.312311108																																		0.4519698163				0.454363067															0.3322067105				0.3345999612																																		0.5027932336				0.5051864843		
CPI-SS02770D68F	NOTCH2_JAG2	simple:Q04721	simple:Q9Y219	ENSG00000134250	ENSG00000184916	False	True	False	curated	False	0.058		0.2384080951	0.2402833895					0.2496562962																																																																						0.5367872259	0.5386625202					0.548035427													0.1260720234	0.1279473177					0.1373202245													0.3576236867	0.359498981					0.3688718878																																																																						0.3974839547	0.3993592491					0.4087321559													0.2117017082	0.2135770026					0.2229499093																																																																																									0.5794562822	0.5813315765					0.5907044833																																																	
CPI-SS0FB37E079	INHA_TGFBR3	simple:P05111	simple:Q03167	ENSG00000123999	ENSG00000069702	True	False	True	I2D	False	0.058																																								0.2717148426	0.4523277544		0.3810226849	0.3194364062	0.7402019436										0.731589027	0.2387866114																																																																															0.2783338516	0.4589467635		0.387641694	0.3260554152	0.7468209527										0.738208036	0.2454056204																																																																																																																																																																																																	0.2819285628	0.4625414746		0.3912364052	0.3296501264	0.7504156638										0.7418027472	0.2490003316	
CPI-SC0847A64D2	FN1_aVb5 complex	simple:P02751	complex:aVb5 complex	ENSG00000115414		True	False	False	curated	True	0.058																																																																																																																																																																																																																																																																																														0.2842660171				0.3450577824		0.2575980957				0.4300170876	0.8693763878			0.3251280152		0.2924075041			0.7349040644				0.7956958296		0.7082361429				0.8806551348	1.320014435			0.7757660625		0.7430455514			0.5831181145				0.6439098797		0.556450193				0.7288691849	1.1682284851			0.6239801126		0.5912596015																					
CPI-SS032E9A219	CX3CR1_CX3CL1	simple:P49238	simple:P78423	ENSG00000168329	ENSG00000006210	True	True	True	curated	False	0.058																																																																														0.4152172172	0.3472741725			0.3629636362		0.3626688442								0.3238630081		0.3211672481	0.4241726735																																																																																																	0.3850604043	0.3171173596			0.3328068233		0.3325120313								0.2937061952			0.3940158606		0.8210105489	0.7530675042			0.768756968		0.7684621759								0.7296563399	0.7096451021	0.7269605798	0.8299660052																																																																																																																																					
CPI-SS0BFD8E056	EFNB2_EPHB1	simple:P52799	simple:P54762	ENSG00000125266	ENSG00000154928	False	True	True	curated	False	0.058																				0.3382350662		0.3746081847						0.459561819	0.7135003241			0.6744276458			0.3493057104			0.2889244297																																																																																																0.3347264273		0.3710995458						0.4560531801	0.7099916852			0.6709190069			0.3457970715			0.2854157908																																																																																																																																																																																															0.3321762715		0.3685493901						0.4535030244	0.7074415295			0.6683688511			0.3432469158			0.2828656351
CPI-SS0BF490275	FGFR1_KL	simple:P11362	simple:Q9UEF7	ENSG00000077782	ENSG00000133116	True	True	False	I2D	False	0.061					1.0665133221		0.5475601538																	0.8498134302		0.330860262																	0.9361052616		0.4171520934																																				0.9406278951		0.4216747269																																				0.951873759		0.4329205908																																																																										0.7723008148		0.2533476466																																																							0.7443539103		0.2254007421																	0.778577737		0.2596245688																	0.7751652872		0.256212119																	1.0197642928		0.5008111246																																				0.7381352699		0.2191821017												
CPI-SS09A36B221	BDNF_SORT1	simple:P23560	simple:Q99523	ENSG00000176697	ENSG00000134243	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	0.061																					0.5066723874	0.5229665934			0.4173991479				0.4369417969									0.3814958403		0.5291532712	0.5454474772		0.4518354819	0.4398800316				0.4594226807									0.4039767241																																								0.5480227066	0.5643169126		0.4707049173	0.458749467			0.3867969181	0.478292116									0.4228461594																																																																																																																																																																																																																																						0.492585409	0.508879615			0.4033121694				0.4228548185									
CPI-SS0AECC113F	FGF10_FGFR2	simple:O15520	simple:P21802	ENSG00000070193	ENSG00000066468	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	0.064																				1.2614428677		0.9532948419		0.991782632			0.9485043906	1.2560340994	1.1546138046			1.2722887359							1.2887393337	0.8838731046	0.9805913079		1.019079098		0.9438649567	0.9758008566	1.2833305655	1.1819102706			1.299585202																																																																																			1.2552412295		0.9470932037		0.9855809937			0.9423027523	1.2498324612	1.1484121663			1.2660870977																																																																																																																																																																																																																							
CPI-SC067AD890A	VTN_aVb1 complex	simple:P04004	complex:aVb1 complex	ENSG00000109072		True	False	False	curated	True	0.066																																																																																																																			0.5102789181				0.4365260338				0.4222696143	0.4906578637	0.449239048	0.5344032697	0.4106394179	0.6269895087	0.4140789987	0.3471781974	0.4210934622		0.3422594																																																																																																																																						1.1070028769				1.0332499925				1.018993573	1.0873818224	1.0459630067	1.1311272285	1.0073633767	1.2237134674	1.0108029574	0.9439021561	1.0178174209		0.9389833587																																																																												
CPI-SS0472C478C	BMP7_PTPRK	simple:P18075	simple:Q15262	ENSG00000101144	ENSG00000152894	True	False	True	InnateDB-All	False	0.066																																																																															0.6625800044		0.8197403593	0.6920975073	0.6683379886		1.0166494055	1.0717035497			0.6364559725	0.7170364179	1.2326019503	0.6792070097	0.6927830216																							0.4871507433	0.7633622704		0.9205226253	0.7928797734	0.7691202547		1.1174316715	1.1724858158			0.7372382385	0.8178186839	1.3333842163	0.7799892758	0.7935652876		0.5001000606																																																																																																																																																																																																																																				
CPI-SC03DD946B2	TGFB2_TGFbeta receptor1	simple:P61812	complex:TGFbeta receptor1	ENSG00000092969		True	False	True	curated	False	0.066																																											0.4686152004		0.2729945851				0.6188354384	0.7800283662					0.4214480792	0.3943428536																									0.6726053548		0.4769847395				0.8228255928	0.9840185207					0.6254382337	0.5983330081						0.4153003444		0.2196797292				0.5655205824	0.7267135103					0.3681332233	0.3410279977																																																																																																																																																																																																																							0.4325956829		0.2369750676				0.5828159209	0.7440088487					0.3854285618	0.3583233361																				
