"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio","genes"
"42","MF","GO:0003674","molecular_function",18336,3,3,42,1,1,0.000163612565445026,"Thy1, Il12b, Zfp46"
"43","MF","GO:0000030","mannosyltransferase activity",26,0,0,43,1,1,0,""
"44","MF","GO:0000049","tRNA binding",57,0,0.01,44,1,1,0,""
"45","MF","GO:0000062","fatty-acyl-CoA binding",26,0,0,45,1,1,0,""
"46","MF","GO:0000149","SNARE binding",116,0,0.02,46,1,1,0,""
"47","MF","GO:0000166","nucleotide binding",1969,0,0.32,47,1,1,0,""
"48","MF","GO:0000175","3'-5'-exoribonuclease activity",28,0,0,48,1,1,0,""
"49","MF","GO:0000217","DNA secondary structure binding",24,0,0,49,1,1,0,""
"50","MF","GO:0000287","magnesium ion binding",187,0,0.03,50,1,1,0,""
"51","MF","GO:0000976","transcription regulatory region sequence...",786,0,0.13,51,1,1,0,""
"52","MF","GO:0000977","RNA polymerase II regulatory region sequ...",744,0,0.12,52,1,1,0,""
"53","MF","GO:0000978","RNA polymerase II proximal promoter sequ...",513,0,0.08,53,1,1,0,""
"54","MF","GO:0000979","RNA polymerase II core promoter sequence...",37,0,0.01,54,1,1,0,""
"55","MF","GO:0000980","RNA polymerase II distal enhancer sequen...",86,0,0.01,55,1,1,0,""
"56","MF","GO:0000981","DNA-binding transcription factor activit...",669,0,0.11,56,1,1,0,""
"57","MF","GO:0000987","proximal promoter sequence-specific DNA ...",525,0,0.09,57,1,1,0,""
"58","MF","GO:0000993","RNA polymerase II complex binding",37,0,0.01,58,1,1,0,""
"59","MF","GO:0001012","RNA polymerase II regulatory region DNA ...",752,0,0.12,59,1,1,0,""
"60","MF","GO:0001046","core promoter sequence-specific DNA bind...",48,0,0.01,60,1,1,0,""
"61","MF","GO:0001047","core promoter binding",60,0,0.01,61,1,1,0,""
"62","MF","GO:0001067","regulatory region nucleic acid binding",896,0,0.15,62,1,1,0,""
"63","MF","GO:0001085","RNA polymerase II transcription factor b...",165,0,0.03,63,1,1,0,""
"64","MF","GO:0001091","RNA polymerase II basal transcription fa...",21,0,0,64,1,1,0,""
"65","MF","GO:0001098","basal transcription machinery binding",57,0,0.01,65,1,1,0,""
"66","MF","GO:0001099","basal RNA polymerase II transcription ma...",57,0,0.01,66,1,1,0,""
"67","MF","GO:0001102","RNA polymerase II activating transcripti...",51,0,0.01,67,1,1,0,""
"68","MF","GO:0001103","RNA polymerase II repressing transcripti...",33,0,0.01,68,1,1,0,""
"69","MF","GO:0001158","enhancer sequence-specific DNA binding",110,0,0.02,69,1,1,0,""
"70","MF","GO:0001221","transcription cofactor binding",49,0,0.01,70,1,1,0,""
"71","MF","GO:0001223","transcription coactivator binding",22,0,0,71,1,1,0,""
"72","MF","GO:0001227","DNA-binding transcription repressor acti...",215,0,0.04,72,1,1,0,""
"73","MF","GO:0001228","DNA-binding transcription activator acti...",389,0,0.06,73,1,1,0,""
"74","MF","GO:0001530","lipopolysaccharide binding",24,0,0,74,1,1,0,""
"75","MF","GO:0001540","amyloid-beta binding",57,0,0.01,75,1,1,0,""
"76","MF","GO:0001637","G protein-coupled chemoattractant recept...",21,0,0,76,1,1,0,""
"77","MF","GO:0001653","peptide receptor activity",133,0,0.02,77,1,1,0,""
"78","MF","GO:0001664","G protein-coupled receptor binding",266,0,0.04,78,1,1,0,""
"79","MF","GO:0001671","ATPase activator activity",24,0,0,79,1,1,0,""
"80","MF","GO:0001784","phosphotyrosine residue binding",43,0,0.01,80,1,1,0,""
"81","MF","GO:0001786","phosphatidylserine binding",61,0,0.01,81,1,1,0,""
"82","MF","GO:0001848","complement binding",21,0,0,82,1,1,0,""
"83","MF","GO:0001871","pattern binding",21,0,0,83,1,1,0,""
"84","MF","GO:0001882","nucleoside binding",360,0,0.06,84,1,1,0,""
"85","MF","GO:0001883","purine nucleoside binding",350,0,0.06,85,1,1,0,""
"86","MF","GO:0001965","G-protein alpha-subunit binding",35,0,0.01,86,1,1,0,""
"87","MF","GO:0001968","fibronectin binding",30,0,0,87,1,1,0,""
"88","MF","GO:0002020","protease binding",135,0,0.02,88,1,1,0,""
"89","MF","GO:0002039","p53 binding",68,0,0.01,89,1,1,0,""
"90","MF","GO:0003678","DNA helicase activity",61,0,0.01,90,1,1,0,""
"91","MF","GO:0003682","chromatin binding",536,0,0.09,91,1,1,0,""
"92","MF","GO:0003684","damaged DNA binding",55,0,0.01,92,1,1,0,""
"93","MF","GO:0003688","DNA replication origin binding",23,0,0,93,1,1,0,""
"94","MF","GO:0003690","double-stranded DNA binding",903,0,0.15,94,1,1,0,""
"95","MF","GO:0003697","single-stranded DNA binding",109,0,0.02,95,1,1,0,""
"96","MF","GO:0003700","DNA-binding transcription factor activit...",882,0,0.14,96,1,1,0,""
"97","MF","GO:0003707","steroid hormone receptor activity",55,0,0.01,97,1,1,0,""
"98","MF","GO:0003712","transcription coregulator activity",442,0,0.07,98,1,1,0,""
"99","MF","GO:0003713","transcription coactivator activity",252,0,0.04,99,1,1,0,""
"100","MF","GO:0003714","transcription corepressor activity",180,0,0.03,100,1,1,0,""
"101","BP","GO:0002837","regulation of immune response to tumor c...",20,1,0,19,0.0043,0.00435,0.05,"Il12b"
"102","BP","GO:0035743","CD4-positive, alpha-beta T cell cytokine...",22,1,0,22,0.0048,0.00478,0.0454545454545455,"Il12b"
"103","BP","GO:0046641","positive regulation of alpha-beta T cell...",22,1,0,23,0.0048,0.00478,0.0454545454545455,"Il12b"
"104","BP","GO:0002827","positive regulation of T-helper 1 type i...",22,1,0,24,0.0048,0.00478,0.0454545454545455,"Il12b"
"105","BP","GO:0060219","camera-type eye photoreceptor cell diffe...",22,1,0,25,0.0048,0.00478,0.0454545454545455,"Thy1"
"106","BP","GO:0002693","positive regulation of cellular extravas...",22,1,0,26,0.0048,0.00478,0.0454545454545455,"Thy1"
"107","BP","GO:0034114","regulation of heterotypic cell-cell adhe...",23,1,0.01,28,0.005,0.005,0.0434782608695652,"Thy1"
"108","BP","GO:0050858","negative regulation of antigen receptor-...",25,1,0.01,30,0.0054,0.00543,0.04,"Thy1"
"109","BP","GO:0051894","positive regulation of focal adhesion as...",25,1,0.01,31,0.0054,0.00543,0.04,"Thy1"
"110","BP","GO:0042104","positive regulation of activated T cell ...",26,1,0.01,33,0.0056,0.00565,0.0384615384615385,"Il12b"
"111","BP","GO:0061099","negative regulation of protein tyrosine ...",27,1,0.01,34,0.0059,0.00587,0.037037037037037,"Thy1"
"112","BP","GO:0032816","positive regulation of natural killer ce...",28,1,0.01,35,0.0061,0.00608,0.0357142857142857,"Il12b"
"113","BP","GO:0045672","positive regulation of osteoclast differ...",28,1,0.01,36,0.0061,0.00608,0.0357142857142857,"Il12b"
"114","BP","GO:0034391","regulation of smooth muscle cell apoptot...",28,1,0.01,37,0.0061,0.00608,0.0357142857142857,"Il12b"
"115","BP","GO:0002861","regulation of inflammatory response to a...",29,1,0.01,39,0.0063,0.0063,0.0344827586206897,"Il12b"
"116","BP","GO:0032660","regulation of interleukin-17 production",29,1,0.01,40,0.0063,0.0063,0.0344827586206897,"Il12b"
"117","BP","GO:0002230","positive regulation of defense response ...",29,1,0.01,41,0.0063,0.0063,0.0344827586206897,"Il12b"
"118","BP","GO:0045954","positive regulation of natural killer ce...",29,1,0.01,42,0.0063,0.0063,0.0344827586206897,"Il12b"
"119","BP","GO:0042832","defense response to protozoan",29,1,0.01,43,0.0063,0.0063,0.0344827586206897,"Il12b"
"120","BP","GO:0001916","positive regulation of T cell mediated c...",32,1,0.01,49,0.0069,0.00695,0.03125,"Il12b"
"121","BP","GO:0032735","positive regulation of interleukin-12 pr...",33,1,0.01,52,0.0072,0.00716,0.0303030303030303,"Il12b"
"122","BP","GO:0032733","positive regulation of interleukin-10 pr...",34,1,0.01,54,0.0074,0.00738,0.0294117647058824,"Il12b"
"123","BP","GO:0070570","regulation of neuron projection regenera...",37,1,0.01,58,0.008,0.00803,0.027027027027027,"Thy1"
"124","BP","GO:0042462","eye photoreceptor cell development",37,1,0.01,59,0.008,0.00803,0.027027027027027,"Thy1"
"125","BP","GO:0010661","positive regulation of muscle cell apopt...",37,1,0.01,60,0.008,0.00803,0.027027027027027,"Il12b"
"126","BP","GO:0050856","regulation of T cell receptor signaling ...",39,1,0.01,65,0.0085,0.00846,0.0256410256410256,"Thy1"
"127","BP","GO:0051281","positive regulation of release of seques...",40,1,0.01,68,0.0087,0.00868,0.025,"Thy1"
"128","BP","GO:0042531","positive regulation of tyrosine phosphor...",49,1,0.01,77,0.0106,0.01062,0.0204081632653061,"Il12b"
"129","BP","GO:0048662","negative regulation of smooth muscle cel...",50,1,0.01,78,0.0108,0.01084,0.02,"Il12b"
"130","BP","GO:0002833","positive regulation of response to bioti...",52,1,0.01,85,0.0113,0.01127,0.0192307692307692,"Il12b"
"131","BP","GO:0050829","defense response to Gram-negative bacter...",57,1,0.01,97,0.0124,0.01235,0.0175438596491228,"Il12b"
"132","BP","GO:0002294","CD4-positive, alpha-beta T cell differen...",60,1,0.01,106,0.013,0.013,0.0166666666666667,"Il12b"
"133","BP","GO:0042093","T-helper cell differentiation",60,1,0.01,107,0.013,0.013,0.0166666666666667,"Il12b"
"134","BP","GO:0002293","alpha-beta T cell differentiation involv...",61,1,0.01,109,0.0132,0.01321,0.0163934426229508,"Il12b"
"135","BP","GO:0002287","alpha-beta T cell activation involved in...",62,1,0.01,111,0.0134,0.01343,0.0161290322580645,"Il12b"
"136","BP","GO:0042509","regulation of tyrosine phosphorylation o...",64,1,0.01,112,0.0139,0.01386,0.015625,"Il12b"
"137","BP","GO:0043113","receptor clustering",66,1,0.01,115,0.0143,0.01429,0.0151515151515152,"Thy1"
"138","BP","GO:0002292","T cell differentiation involved in immun...",66,1,0.01,116,0.0143,0.01429,0.0151515151515152,"Il12b"
"139","BP","GO:0050771","negative regulation of axonogenesis",67,1,0.01,117,0.0145,0.01451,0.0149253731343284,"Thy1"
"140","BP","GO:0007260","tyrosine phosphorylation of STAT protein",68,1,0.01,119,0.0147,0.01472,0.0147058823529412,"Il12b"
"141","BP","GO:0032729","positive regulation of interferon-gamma ...",69,1,0.02,120,0.0149,0.01494,0.0144927536231884,"Il12b"
"142","BP","GO:0043367","CD4-positive, alpha-beta T cell differen...",75,1,0.02,125,0.0162,0.01623,0.0133333333333333,"Il12b"
"143","BP","GO:0043085","positive regulation of catalytic activit...",1018,2,0.22,132,0.0171,0.01707,0.00196463654223969,"Thy1, Il12b"
"144","BP","GO:0046427","positive regulation of JAK-STAT cascade",81,1,0.02,133,0.0175,0.01752,0.0123456790123457,"Il12b"
"145","BP","GO:0002286","T cell activation involved in immune res...",85,1,0.02,136,0.0184,0.01838,0.0117647058823529,"Il12b"
"146","BP","GO:1904894","positive regulation of STAT cascade",85,1,0.02,137,0.0184,0.01838,0.0117647058823529,"Il12b"
"147","BP","GO:0007229","integrin-mediated signaling pathway",87,1,0.02,141,0.0188,0.01881,0.0114942528735632,"Thy1"
"148","BP","GO:0032760","positive regulation of tumor necrosis fa...",93,1,0.02,143,0.0201,0.02009,0.010752688172043,"Il12b"
"149","BP","GO:0035710","CD4-positive, alpha-beta T cell activati...",94,1,0.02,145,0.0203,0.02031,0.0106382978723404,"Il12b"
"150","BP","GO:1903557","positive regulation of tumor necrosis fa...",94,1,0.02,146,0.0203,0.02031,0.0106382978723404,"Il12b"
"151","BP","GO:0010771","negative regulation of cell morphogenesi...",98,1,0.02,148,0.0212,0.02116,0.0102040816326531,"Thy1"
"152","BP","GO:0032649","regulation of interferon-gamma productio...",98,1,0.02,149,0.0212,0.02116,0.0102040816326531,"Il12b"
"153","BP","GO:0050870","positive regulation of T cell activation",177,2,0.04,1,0.0218,0.00055,0.0112994350282486,"Thy1, Il12b"
"154","BP","GO:0071346","cellular response to interferon-gamma",102,1,0.02,155,0.022,0.02202,0.00980392156862745,"Il12b"
"155","BP","GO:0046632","alpha-beta T cell differentiation",105,1,0.02,157,0.0227,0.02266,0.00952380952380952,"Il12b"
"156","BP","GO:0032609","interferon-gamma production",111,1,0.02,164,0.0239,0.02395,0.00900900900900901,"Il12b"
"157","BP","GO:1903039","positive regulation of leukocyte cell-ce...",192,2,0.04,2,0.0242,0.00064,0.0104166666666667,"Thy1, Il12b"
"158","BP","GO:0051241","negative regulation of multicellular org...",1245,2,0.27,174,0.0251,0.0251,0.00160642570281125,"Thy1, Il12b"
"159","BP","GO:0046425","regulation of JAK-STAT cascade",117,1,0.03,175,0.0252,0.02523,0.00854700854700855,"Il12b"
"160","BP","GO:0034341","response to interferon-gamma",120,1,0.03,178,0.0259,0.02587,0.00833333333333333,"Il12b"
"161","BP","GO:1904892","regulation of STAT cascade",122,1,0.03,179,0.0263,0.0263,0.00819672131147541,"Il12b"
"162","BP","GO:0009411","response to UV",131,1,0.03,185,0.0282,0.02822,0.00763358778625954,"Il12b"
"163","BP","GO:0007050","cell cycle arrest",133,1,0.03,189,0.0286,0.02864,0.0075187969924812,"Il12b"
"164","BP","GO:0022409","positive regulation of cell-cell adhesio...",227,2,0.05,3,0.0298,9e-04,0.00881057268722467,"Thy1, Il12b"
"165","BP","GO:0007259","JAK-STAT cascade",139,1,0.03,194,0.0299,0.02992,0.00719424460431655,"Il12b"
"166","BP","GO:0019233","sensory perception of pain",139,1,0.03,195,0.0299,0.02992,0.00719424460431655,"Il12b"
"167","BP","GO:0050728","negative regulation of inflammatory resp...",141,1,0.03,198,0.0303,0.03034,0.00709219858156028,"Il12b"
"168","BP","GO:0051251","positive regulation of lymphocyte activa...",251,2,0.05,4,0.0305,0.0011,0.00796812749003984,"Thy1, Il12b"
"169","BP","GO:0044093","positive regulation of molecular functio...",1381,2,0.3,200,0.0306,0.03057,0.00144822592324403,"Thy1, Il12b"
"170","BP","GO:0097696","STAT cascade",144,1,0.03,201,0.031,0.03098,0.00694444444444444,"Il12b"
"171","BP","GO:0050777","negative regulation of immune response",153,1,0.03,204,0.0329,0.0329,0.0065359477124183,"Il12b"
"172","BP","GO:0071222","cellular response to lipopolysaccharide",154,1,0.03,206,0.0331,0.03311,0.00649350649350649,"Il12b"
"173","BP","GO:0002285","lymphocyte activation involved in immune...",155,1,0.03,208,0.0333,0.03332,0.00645161290322581,"Il12b"
"174","BP","GO:0048660","regulation of smooth muscle cell prolife...",156,1,0.03,212,0.0335,0.03353,0.00641025641025641,"Il12b"
"175","BP","GO:0032680","regulation of tumor necrosis factor prod...",157,1,0.03,214,0.0337,0.03374,0.00636942675159236,"Il12b"
"176","BP","GO:1903555","regulation of tumor necrosis factor supe...",159,1,0.03,215,0.0342,0.03417,0.00628930817610063,"Il12b"
"177","BP","GO:0032640","tumor necrosis factor production",160,1,0.03,217,0.0344,0.03438,0.00625,"Il12b"
"178","BP","GO:0048659","smooth muscle cell proliferation",161,1,0.04,220,0.0346,0.03459,0.0062111801242236,"Il12b"
"179","BP","GO:0071219","cellular response to molecule of bacteri...",162,1,0.04,221,0.0348,0.0348,0.00617283950617284,"Il12b"
"180","BP","GO:0071706","tumor necrosis factor superfamily cytoki...",163,1,0.04,222,0.035,0.03502,0.00613496932515337,"Il12b"
"181","BP","GO:0050730","regulation of peptidyl-tyrosine phosphor...",251,2,0.05,5,0.0362,0.0011,0.00796812749003984,"Thy1, Il12b"
"182","BP","GO:0010977","negative regulation of neuron projection...",171,1,0.04,229,0.0367,0.03671,0.00584795321637427,"Thy1"
"183","BP","GO:1903037","regulation of leukocyte cell-cell adhesi...",273,2,0.06,6,0.0372,0.00129,0.00732600732600733,"Thy1, Il12b"
"184","BP","GO:0002696","positive regulation of leukocyte activat...",298,2,0.06,8,0.038,0.00154,0.00671140939597315,"Thy1, Il12b"
"185","BP","GO:0050863","regulation of T cell activation",286,2,0.06,7,0.0392,0.00142,0.00699300699300699,"Thy1, Il12b"
"186","BP","GO:0050731","positive regulation of peptidyl-tyrosine...",184,1,0.04,231,0.0395,0.03946,0.00543478260869565,"Il12b"
"187","BP","GO:0051668","localization within membrane",184,1,0.04,232,0.0395,0.03946,0.00543478260869565,"Thy1"
"188","BP","GO:0071216","cellular response to biotic stimulus",185,1,0.04,233,0.0397,0.03967,0.00540540540540541,"Il12b"
"189","BP","GO:0050867","positive regulation of cell activation",313,2,0.07,12,0.0404,0.0017,0.00638977635782748,"Thy1, Il12b"
"190","BP","GO:0007159","leukocyte cell-cell adhesion",302,2,0.07,9,0.0418,0.00158,0.00662251655629139,"Thy1, Il12b"
"191","BP","GO:0031345","negative regulation of cell projection o...",200,1,0.04,246,0.0428,0.04284,0.005,"Thy1"
"192","BP","GO:0050770","regulation of axonogenesis",202,1,0.04,247,0.0433,0.04326,0.00495049504950495,"Thy1"
"193","BP","GO:0042742","defense response to bacterium",206,1,0.04,251,0.0441,0.0441,0.00485436893203883,"Il12b"
"194","BP","GO:0018108","peptidyl-tyrosine phosphorylation",306,2,0.07,10,0.0449,0.00162,0.0065359477124183,"Thy1, Il12b"
"195","BP","GO:0043547","positive regulation of GTPase activity",210,1,0.05,255,0.0449,0.04494,0.00476190476190476,"Thy1"
"196","BP","GO:0031348","negative regulation of defense response",210,1,0.05,256,0.0449,0.04494,0.00476190476190476,"Il12b"
"197","BP","GO:0018212","peptidyl-tyrosine modification",309,2,0.07,11,0.0454,0.00165,0.00647249190938511,"Thy1, Il12b"
"198","BP","GO:0033002","muscle cell proliferation",220,1,0.05,264,0.047,0.04704,0.00454545454545455,"Il12b"
"199","BP","GO:0002366","leukocyte activation involved in immune ...",223,1,0.05,265,0.0477,0.04767,0.00448430493273543,"Il12b"
"200","BP","GO:0032496","response to lipopolysaccharide",225,1,0.05,266,0.0481,0.04809,0.00444444444444444,"Il12b"
"201","CC","GO:0030673","axolemma",21,1,0,1,0.0045,0.0045,0.0476190476190476,"Thy1"
"202","CC","GO:0031233","intrinsic component of external side of ...",22,1,0,2,0.0047,0.0047,0.0454545454545455,"Thy1"
"203","CC","GO:0032809","neuronal cell body membrane",35,1,0.01,3,0.0075,0.0075,0.0285714285714286,"Thy1"
"204","CC","GO:0032590","dendrite membrane",45,1,0.01,5,0.0096,0.0096,0.0222222222222222,"Thy1"
"205","CC","GO:0046658","anchored component of plasma membrane",66,1,0.01,7,0.014,0.014,0.0151515151515152,"Thy1"
"206","CC","GO:0031225","anchored component of membrane",167,1,0.04,11,0.0352,0.0352,0.00598802395209581,"Thy1"
"207","CC","GO:0030426","growth cone",197,1,0.04,12,0.0414,0.0414,0.0050761421319797,"Thy1"
"208","CC","GO:0030427","site of polarized growth",201,1,0.04,13,0.0422,0.0422,0.00497512437810945,"Thy1"
"209","CC","GO:0043209","myelin sheath",210,1,0.04,14,0.0441,0.0441,0.00476190476190476,"Thy1"
"210","CC","GO:0016324","apical plasma membrane",301,1,0.06,16,0.0627,0.0627,0.00332225913621262,"Thy1"
"211","CC","GO:0045121","membrane raft",359,1,0.08,17,0.0745,0.0745,0.00278551532033426,"Thy1"
"212","CC","GO:0098857","membrane microdomain",360,1,0.08,18,0.0747,0.0747,0.00277777777777778,"Thy1"
"213","CC","GO:0150034","distal axon",361,1,0.08,19,0.0749,0.0749,0.00277008310249307,"Thy1"
"214","CC","GO:0098589","membrane region",371,1,0.08,20,0.0769,0.0769,0.00269541778975741,"Thy1"
"215","CC","GO:0045177","apical part of cell",397,1,0.08,23,0.0821,0.0821,0.00251889168765743,"Thy1"
"216","CC","GO:0009986","cell surface",871,2,0.19,6,0.13,0.0122,0.00229621125143513,"Thy1, Il12b"
"217","CC","GO:0005829","cytosol",3131,2,0.67,26,0.1325,0.1325,0.000638773554774832,"Thy1, Zfp46"
"218","CC","GO:0098805","whole membrane",1068,1,0.23,33,0.2092,0.2092,0.000936329588014981,"Thy1"
"219","CC","GO:0005615","extracellular space",1311,1,0.28,35,0.2519,0.2519,0.0007627765064836,"Il12b"
"220","CC","GO:0044421","extracellular region part",1537,1,0.33,40,0.2899,0.2899,0.000650618087182824,"Il12b"
"221","CC","GO:0005783","endoplasmic reticulum",1617,1,0.35,41,0.303,0.303,0.000618429189857761,"Thy1"
"222","CC","GO:0005576","extracellular region",2000,1,0.43,43,0.3634,0.3634,5e-04,"Il12b"
"223","CC","GO:0005737","cytoplasm",10270,3,2.19,44,0.3879,0.3879,0.000292112950340798,"Thy1, Il12b, Zfp46"
"224","CC","GO:0005654","nucleoplasm",2467,1,0.53,47,0.4315,0.4315,0.000405350628293474,"Zfp46"
"225","CC","GO:0031981","nuclear lumen",3249,1,0.69,49,0.5332,0.5332,0.000307787011388119,"Zfp46"
"226","CC","GO:0044444","cytoplasmic part",7918,2,1.69,51,0.5634,0.5634,0.000252589037635767,"Thy1, Zfp46"
"227","CC","GO:0012505","endomembrane system",3594,1,0.77,52,0.5734,0.5734,0.000278241513633834,"Thy1"
"228","CC","GO:0070013","intracellular organelle lumen",3612,1,0.77,53,0.5754,0.5754,0.000276854928017719,"Zfp46"
"229","CC","GO:0043233","organelle lumen",3613,1,0.77,54,0.5755,0.5755,0.000276778300581234,"Zfp46"
"230","CC","GO:0031974","membrane-enclosed lumen",3613,1,0.77,55,0.5755,0.5755,0.000276778300581234,"Zfp46"
"231","CC","GO:0044428","nuclear part",3701,1,0.79,56,0.5853,0.5853,0.000270197243988111,"Zfp46"
"232","CC","GO:0044424","intracellular part",12660,3,2.7,57,0.6086,0.6086,0.00023696682464455,"Thy1, Il12b, Zfp46"
"233","CC","GO:0005622","intracellular",12690,3,2.71,58,0.6114,0.6114,0.000236406619385343,"Thy1, Il12b, Zfp46"
"234","CC","GO:0043231","intracellular membrane-bounded organelle",9576,2,2.04,61,0.7039,0.7039,0.000208855472013367,"Thy1, Zfp46"
"235","CC","GO:0032991","protein-containing complex",5015,1,1.07,63,0.7124,0.7124,0.000199401794616152,"Il12b"
"236","CC","GO:0043227","membrane-bounded organelle",10221,2,2.18,64,0.7525,0.7525,0.000195675569905097,"Thy1, Zfp46"
"237","CC","GO:0016020","membrane",7907,2,1.69,50,0.8036,0.5624,0.00025294043252814,"Thy1, Il12b"
"238","CC","GO:0005634","nucleus",6309,1,1.35,68,0.8065,0.8065,0.000158503724837534,"Zfp46"
"239","CC","GO:0043229","intracellular organelle",11130,2,2.38,69,0.8139,0.8139,0.000179694519317161,"Thy1, Zfp46"
"240","CC","GO:0043226","organelle",11415,2,2.44,70,0.8313,0.8313,0.00017520805957074,"Thy1, Zfp46"
"241","CC","GO:0044446","intracellular organelle part",6756,1,1.44,71,0.8329,0.8329,0.00014801657785672,"Zfp46"
"242","CC","GO:0044422","organelle part",7102,1,1.52,72,0.8513,0.8513,0.000140805406927626,"Zfp46"
"243","CC","GO:0044464","cell part",14550,3,3.11,65,0.8712,0.7822,0.000206185567010309,"Thy1, Il12b, Zfp46"
"244","CC","GO:0005623","cell",14552,3,3.11,66,0.8713,0.7824,0.000206157229246839,"Thy1, Il12b, Zfp46"
