id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	1|1	1|3	1|5	1|6	1|8	1|29	1|34	1|37	3|1	3|3	3|5	3|6	3|8	3|29	3|34	3|37	5|1	5|3	5|5	5|6	5|8	5|29	5|34	5|37	6|1	6|3	6|5	6|6	6|8	6|29	6|34	6|37	8|1	8|3	8|5	8|6	8|8	8|29	8|34	8|37	29|1	29|3	29|5	29|6	29|8	29|29	29|34	29|37	34|1	34|3	34|5	34|6	34|8	34|29	34|34	34|37	37|1	37|3	37|5	37|6	37|8	37|29	37|34	37|37
CPI-SS03859E16F	TIGIT_NECTIN3	simple:Q495A1	simple:Q9NQS3	ENSG00000181847	ENSG00000177707	False	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2109384679	0.1781455402	0.1187134776	0.1140093313	0.0905217407	0.5163099911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02FBD007E	NECTIN2_NECTIN3	simple:Q92692	simple:Q9NQS3	ENSG00000130202	ENSG00000177707	False	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2754979475	0.2427050199	0.1832729572	0.1785688109	0.1550812203	0.5808694707	0.0	0.0	0.2425241199	0.2097311922	0.1502991296	0.1455949832	0.1221073927	0.5478956431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2575796643	0.2247867366	0.165354674	0.1606505277	0.1371629371	0.5629511875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS09C06644C	CADM3_CADM1	simple:Q8N126	simple:Q9BY67	ENSG00000162706	ENSG00000182985	False	False	False	curated	False	1.8594007356	2.6093493397	2.1172405628	1.0564765021	7.5732843851	1.3800495907	4.7697605597	1.3303201242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8369270467	2.5868756509	2.0947668739	1.0340028133	7.5508106963	1.3575759019	4.7472868709	1.3078464354	1.7036883813	2.4536369855	1.9615282086	0.9007641479	7.4175720309	1.2243372365	4.6140482055	1.17460777	1.7808640591	2.5308126632	2.0387038863	0.9779398257	7.4947477086	1.3015129143	4.6912238832	1.2517834477	2.9854207131	3.7353693172	3.2432605403	2.1824964797	8.6993043626	2.5060695682	5.8957805372	2.4563401017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1841213203	2.9340699245	2.4419611475	1.3811970869	7.8980049698	1.7047701755	5.0944811444	1.6550407089
CPI-SS0889E281D	CADM1_CADM1	simple:Q9BY67	simple:Q9BY67	ENSG00000182985	ENSG00000182985	False	False	False	curated	False	3.3714324333	4.1213810374	3.6292722605	2.5685081998	9.0853160828	2.8920812884	6.2817922574	2.8423518219	4.1213810374	4.8713296416	4.3792208646	3.318456804	9.8352646869	3.6420298926	7.0317408615	3.592300426	3.6292722605	4.3792208646	3.8871120877	2.8263480271	9.34315591	3.1499211156	6.5396320846	3.1001916491	2.5685081998	3.318456804	2.8263480271	1.7655839664	8.2823918494	2.089157055	5.478868024	2.0394275885	9.0853160828	9.8352646869	9.34315591	8.2823918494	14.7991997323	8.6059649379	11.9956759069	8.5562354714	2.8920812884	3.6420298926	3.1499211156	2.089157055	8.6059649379	2.4127301436	5.8024411126	2.3630006771	6.2817922574	7.0317408615	6.5396320846	5.478868024	11.9956759069	5.8024411126	9.1921520815	5.752711646	2.8423518219	3.592300426	3.1001916491	2.0394275885	8.5562354714	2.3630006771	5.752711646	2.3132712105
CPI-SS0C9696AAA	CRTAM_CADM1	simple:O95727	simple:Q9BY67	ENSG00000109943	ENSG00000182985	False	False	False	curated	False	1.6937236988	2.443672303	1.951563526	0.8907994654	7.4076073483	1.214372554	4.604083523	1.1646430874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7261274413	2.4760760454	1.9839672685	0.9232032078	7.4400110908	1.2467762964	4.6364872654	1.1970468299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02D18D12B	CADM3_CADM4	simple:Q8N126	simple:Q8NFZ8	ENSG00000162706	ENSG00000105767	False	False	False	curated	False	0.4469150502	0.4050019773	0.3961604584	0.4531329498	0.3425583461	0.4381088671	0.3475612751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4244413614	0.3825282885	0.3736867695	0.430659261	0.3200846573	0.4156351783	0.3250875863	0.0	0.291202696	0.2492896231	0.2404481041	0.2974205956	0.1868459919	0.2823965129	0.1918489209	0.0	0.3683783737	0.3264653009	0.3176237819	0.3745962734	0.2640216696	0.3595721907	0.2690245986	0.0	1.5729350277	1.5310219548	1.5221804359	1.5791529274	1.4685783236	1.5641288446	1.4735812526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.771635635	0.7297225621	0.7208810431	0.7778535346	0.6672789308	0.7628294519	0.6722818598	0.0
CPI-SS0B3829651	CADM3_EPB41L1	simple:Q8N126	simple:Q9H4G0	ENSG00000162706	ENSG00000088367	False	False	False	curated	False	0.3825572171	0.2383809632	0.3106312461	0.7470938073	0.4526497348	0.0	0.3475612751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3600835283	0.2159072744	0.2881575573	0.7246201185	0.4301760459	0.0	0.3250875863	0.0	0.2268448629	0.082668609	0.1549188919	0.5913814531	0.2969373805	0.0	0.1918489209	0.0	0.3040205406	0.1598442867	0.2320945697	0.6685571308	0.3741130583	0.0	0.2690245986	0.0	1.5085771946	1.3644009407	1.4366512237	1.8731137848	1.5786697123	0.0	1.4735812526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7072778018	0.563101548	0.6353518309	1.071814392	0.7773703195	0.0	0.6722818598	0.0
CPI-SS00661A3A4	NECTIN1_CADM3	simple:Q15223	simple:Q8N126	ENSG00000110400	ENSG00000162706	True	True	False	curated	False	0.3730968043	0.0	0.3506231155	0.2173844501	0.2945601278	1.4991167818	0.0	0.6978173891	0.2276953643	0.0	0.2052216755	0.0719830101	0.1491586878	1.3537153418	0.0	0.552415949	0.3428818216	0.0	0.3204081328	0.1871694674	0.2643451451	1.4689017991	0.0	0.6676024063	0.3601661788	0.0	0.33769249	0.2044538246	0.2816295024	1.4861861564	0.0	0.6848867636	0.2201046021	0.0	0.1976309133	0.0643922479	0.1415679256	1.3461245796	0.0	0.5448251869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3638564343	0.0	0.3413827455	0.2081440801	0.2853197579	1.4898764118	0.0	0.6885770191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS01E0F2D2C	NECTIN1_NECTIN4	simple:Q15223	simple:Q96NY8	ENSG00000110400	ENSG00000143217	True	True	True	curated	False	0.2356062192	0.280775766	0.0	0.0	0.2896680048	0.0	0.0	0.0	0.0902047791	0.135374326	0.0	0.0	0.1442665648	0.0	0.0	0.0	0.2053912364	0.2505607833	0.0	0.0	0.2594530221	0.0	0.0	0.0	0.2226755937	0.2678451406	0.0	0.0	0.2767373794	0.0	0.0	0.0	0.0826140169	0.1277835638	0.0	0.0	0.1366758026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2263658492	0.2715353961	0.0	0.0	0.2804276348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0A5DF05C0	TIGIT_NECTIN2	simple:Q495A1	simple:Q92692	ENSG00000181847	ENSG00000130202	False	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1330704619	0.1000966343	0.0	0.1151521787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS06207F70E	CD226_NECTIN2	simple:Q15762	simple:Q92692	ENSG00000150637	ENSG00000130202	False	True	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1011427533	0.0681689256	0.0	0.0832244701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1761570903	0.1431832627	0.0	0.1582388071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03DA2A820	FGF2_CD44	simple:P09038	simple:P16070	ENSG00000138685	ENSG00000026508	True	False	True	I2D,InnateDB-All	False	0.0	0.0	0.0	0.0	0.0238502094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0665082001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02AB0C3E0	SPP1_CD44	simple:P10451	simple:P16070	ENSG00000118785	ENSG00000026508	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1299551067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0542939994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0888001119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0703338F5	LGALS9_CD44	simple:O00182	simple:P16070	ENSG00000168961	ENSG00000026508	True	False	True	InnateDB	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3343530968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7660042455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2423177217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4425681826	0.0	0.0	0.0
CPI-SS03722104E	HGF_CD44	simple:P14210	simple:P16070	ENSG00000019991	ENSG00000026508	True	False	True	IMEx,InnateDB-All,IntAct	False	0.0	0.0	0.0	0.0	0.0409462679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0352269188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS01F67987A	FGF2_FGFR1	simple:P09038	simple:P11362	ENSG00000138685	ENSG00000077782	True	False	True	curated	False	0.119700878	0.1475463823	0.0407523216	0.035054359	0.0378034869	0.3047279964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1623588687	0.1902043729	0.0834103122	0.0777123496	0.0804614775	0.347385987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0755A26DD	FGF1_FGFR1	simple:P05230	simple:P11362	ENSG00000113578	ENSG00000077782	True	False	True	curated	False	0.3803151024	0.4081606067	0.301366546	0.2956685834	0.2984177113	0.5653422208	0.0	0.0	0.2559915145	0.2838370187	0.177042958	0.1713449954	0.1740941233	0.4410186328	0.0	0.0	0.4923358807	0.520181385	0.4133873243	0.4076893616	0.4104384896	0.677362999	0.0	0.0	0.4075937276	0.4354392319	0.3286451712	0.3229472086	0.3256963365	0.5926208459	0.0	0.0	0.416403835	0.4442493392	0.3374552785	0.3317573159	0.3345064438	0.6014309533	0.0	0.0	0.7016145328	0.7294600371	0.6226659764	0.6169680137	0.6197171417	0.8866416511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0467AFD8A	FGF17_FGFR1	simple:O60258	simple:P11362	ENSG00000158815	ENSG00000077782	True	False	True	I2D,InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1215130398	0.149358544	0.0425644833	0.0368665207	0.0396156486	0.3065401581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03189F5F6	FGF10_FGFR1	simple:O15520	simple:P11362	ENSG00000070193	ENSG00000077782	True	False	True	InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1372808131	0.1651263173	0.0583322566	0.052634294	0.0553834219	0.3223079314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1186161985	0.1464617028	0.0396676421	0.0339696794	0.0367188074	0.3036433168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS05A94DE17	FGF2_FGFR2	simple:P09038	simple:P21802	ENSG00000138685	ENSG00000066468	True	False	True	curated	False	8.6312428053	1.9563726149	11.0324896619	7.5242867439	2.9779295918	2.3150219203	5.5710176734	1.2159840312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.673900796	1.9990306055	11.0751476525	7.5669447345	3.0205875824	2.3576799109	5.6136756641	1.2586420218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS04A97448D	FGF1_FGFR2	simple:P05230	simple:P21802	ENSG00000113578	ENSG00000066468	True	False	True	I2D,IMEx,InnateDB-All,IntAct,MINT	False	8.8918570298	2.2169868393	11.2931038863	7.7849009683	3.2385438162	2.5756361447	5.8316318978	1.4765982556	8.7675334418	2.0926632513	11.1687802983	7.6605773803	3.1142202282	2.4513125567	5.7073083099	1.3522746676	9.003877808	2.3290076175	11.4051246646	7.8969217465	3.3505645944	2.687656923	5.9436526761	1.5886190339	8.9191356549	2.2442654645	11.3203825115	7.8121795934	3.2658224414	2.6029147699	5.858910523	1.5038768808	8.9279457623	2.2530755718	11.3291926188	7.8209897008	3.2746325487	2.6117248772	5.8677206304	1.5126869881	9.2131564601	2.5382862696	11.6144033167	8.1062003986	3.5598432465	2.8969355751	6.1529313282	1.797897686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS06B86672A	CD44_FGFR2	simple:P16070	simple:P21802	ENSG00000026508	ENSG00000066468	True	True	True	InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.6351901408	1.9603199503	11.0364369974	7.5282340793	2.9818769273	2.3189692558	5.5749650089	1.2199313667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0330D939A	FGF17_FGFR2	simple:O60258	simple:P21802	ENSG00000158815	ENSG00000066468	True	False	True	I2D,InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.6330549671	1.9581847766	11.0343018236	7.5260989056	2.9797417535	2.316834082	5.5728298352	1.217796193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0E928B8C8	FGF7_FGFR2	simple:P21781	simple:P21802	ENSG00000140285	ENSG00000066468	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	8.6444240947	1.9695539042	11.0456709513	7.5374680332	2.9911108811	2.3282032096	5.5841989628	1.2291653206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.6422111702	1.9673409797	11.0434580268	7.5352551087	2.9888979566	2.3259902852	5.5819860383	1.2269523961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
