gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Microglia	Oligo
TNF	P01375	False	TNFA_HUMAN		CPI-SS048A2311A	0.0826754145	0.0
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0DEDA3567	0.1211620811	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS0FBC9234C	0.0826754145	0.0
PTN	P21246	False	PTN_HUMAN		CPI-SS00F4DDF4B	1.548196501	5.6543190369
TNF	P01375	False	TNFA_HUMAN		CPI-SS034B442CE	0.0826754145	0.0
ACKR3	P25106	False	ACKR3_HUMAN		CPI-SS07155793F	0.0525165965	0.0084709869
NGFR	P08138	False	TNR16_HUMAN		CPI-SS09F430F14	0.0	0.0257593609
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0A93C11C8	0.0	0.0257593609
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS01BCB9360	1.4323085622	15.9613515858
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS003C9A532	1.597671802	0.0916663711
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0607D1101	0.2540173227	0.0448310944
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS09D379E5B	0.0970039093	0.0
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS02770D68F	1.597671802	0.0916663711
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS08C3D27F7	0.2540173227	0.0448310944
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS05FEE05CB	0.0970039093	0.0
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B42AD9EF	0.2540173227	0.0448310944
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B87FE6E0	0.2540173227	0.0448310944
CD46	P15529	False	MCP_HUMAN		CPI-SS01A07768A	0.1658828283	0.3889734886
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0E5AF12B6	0.2540173227	0.0448310944
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0A34EE366	0.2540173227	0.0448310944
FZD9	O00144	False	FZD9_HUMAN		CPI-SS030EDC420	0.0	0.0387789147
FZD9	O00144	False	FZD9_HUMAN		CPI-SS09FF3A1EA	0.0	0.0387789147
CCL5	P13501	False	CCL5_HUMAN		CPI-SS05B7D3407	0.0376551295	0.0206243215
PF4	P02776	False	PLF4_HUMAN		CPI-SS03821C2C6	0.048605508	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0F3BF2B34	0.0376551295	0.0206243215
CCL25	O15444	False	CCL25_HUMAN		CPI-SS0CCD89E02	0.6969719249	0.3068692668
CXCL13	O43927	False	CXL13_HUMAN		CPI-SS083B5EBAB	0.0	0.0120326518
CCL25	O15444	False	CCL25_HUMAN		CPI-SS039863E62	0.6969719249	0.3068692668
VIP	P01282	False	VIP_HUMAN		CPI-SS07835EECF	0.0953080777	0.3111976048
AVP	P01185	False	NEU2_HUMAN		CPI-SS00399ED03	0.0	0.0338254167
VIP	P01282	False	VIP_HUMAN		CPI-SS0C8A09915	0.0953080777	0.3111976048
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS062DED513	0.059468601	0.0630984663
NPPA	P01160	False	ANF_HUMAN		CPI-SS04A7BCE8D	0.0	0.0308212007
NPPA	P01160	False	ANF_HUMAN		CPI-SS0230EE330	0.0	0.0308212007
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS0133239EA	0.059468601	0.0630984663
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0419B80C4	1.6781550725	0.0
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS02928C71A	0.672439386	0.0085450445
MDK	P21741	False	MK_HUMAN		CPI-SS006C6537E	0.2213528382	0.0272667238
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS0984C2931	0.0384944041	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS014958F32	1.6781550725	0.0
SIRPA	P78324	False	SHPS1_HUMAN		CPI-SS0339AE950	6.2514967944	0.4672218138
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0A9FB762A	1.6781550725	0.0
BMP7	P18075	False	BMP7_HUMAN		CPI-SS0472C478C	0.0496505436	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0CB863B46	0.0325461399	0.0192021423
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS002DF6C31	1.6781550725	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS08877A081	1.6781550725	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0E23CEB91	1.6781550725	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS09C52F54E	1.6781550725	0.0
MDK	P21741	False	MK_HUMAN		CPI-SS083CBFACD	0.2213528382	0.0272667238
WISP3	O95389	False	WISP3_HUMAN		CPI-SS0D3C90DDA	0.009813158	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS048346C2B	1.6781550725	0.0
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS05A26A1DE	0.672439386	0.0085450445
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0FEEB187C	0.672439386	0.0085450445
PDGFA	P04085	False	PDGFA_HUMAN		CPI-SS0B70EB09E	0.3609060661	0.5816559858
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0CB4F2FE4	0.672439386	0.0085450445
MDK	P21741	False	MK_HUMAN		CPI-SS027E12A36	0.2213528382	0.0272667238
PTN	P21246	False	PTN_HUMAN		CPI-SS04E690D72	1.548196501	5.6543190369
MDK	P21741	False	MK_HUMAN		CPI-SS012AFC842	0.2213528382	0.0272667238
PTN	P21246	False	PTN_HUMAN		CPI-SS05D7900BF	1.548196501	5.6543190369
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS048604E28	0.0384944041	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0D782F60B	0.0790936101	0.0772676523
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS080C0EEB8	0.0384944041	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0B2D5BA95	0.0325461399	0.0192021423
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0CA020C34	0.0790936101	0.0772676523
WNT2	P09544	False	WNT2_HUMAN		CPI-SS0E4DE8215	0.0194057946	0.0
WNT3	P56703	False	WNT3_HUMAN		CPI-SS0E7523314	0.0	0.0981786989
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS0D81C6C1D	0.0104043109	0.0087691372
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS0261EA048	0.0384944041	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS01C2BA5C8	0.0325461399	0.0192021423
WNT2	P09544	False	WNT2_HUMAN		CPI-SS02C418D99	0.0194057946	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0D4F593F1	0.0325461399	0.0192021423
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS01DCC7684	0.0235944767	0.0590650635
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS03E450F99	0.031904847	0.1471335668
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS0D5DBB634	0.0906143428	0.0884403194
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS028688B7B	0.4295549819	0.0743957141
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0C56C483F	0.0325461399	0.0192021423
GDF11	O95390	False	GDF11_HUMAN		CPI-SS0331C5A49	0.0	0.0521834752
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0E7CBFD03	0.0325461399	0.0192021423
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS002673EFE	0.0325461399	0.0192021423
WNT2	P09544	False	WNT2_HUMAN		CPI-SS0F26BB901	0.0194057946	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS073F3FAD5	0.0325461399	0.0192021423
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS039799099	0.1386689715	0.0828398018
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS038E93B77	0.1386689715	0.0828398018
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0907A7598	5.3038274197	16.9194660597
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS07A9A501C	0.0227252068	0.01361895
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS07A0F4D73	0.1386689715	0.0828398018
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS01D785DBA	5.3038274197	16.9194660597
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0883B7EE4	0.0227252068	0.01361895
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0BF490275	0.1386689715	0.0828398018
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS06A0B20BD	5.3038274197	16.9194660597
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0E63AB61E	0.0235944767	0.0590650635
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0EBFE1854	0.031904847	0.1471335668
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS05B4EB419	0.0906143428	0.0884403194
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0FC01B947	0.4295549819	0.0743957141
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS087E0E3FB	0.0357334197	0.1173462147
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0D1AE5C79	0.0227252068	0.01361895
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS00D9A0644	5.3038274197	16.9194660597
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS02E314589	5.3038274197	16.9194660597
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS02C29C238	0.0227252068	0.01361895
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0CC898553	5.3038274197	16.9194660597
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS098F416C1	5.3038274197	16.9194660597
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0A69F13A3	0.0790936101	0.0772676523
BMP2	P12643	False	BMP2_HUMAN		CPI-SS016B7C7D6	0.0	0.0185637938
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS0A683CBC1	0.0104043109	0.0087691372
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0423580E5	0.0	0.0190672325
JAG1	P78504	False	JAG1_HUMAN		CPI-SS060B82BBC	0.0	0.01286081
DLK1	P80370	False	DLK1_HUMAN		CPI-SS0E1A8414D	0.0	0.0415171881
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0FB5FE587	0.0	0.0190672325
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0837E9F59	0.0	0.01286081
DLK1	P80370	False	DLK1_HUMAN		CPI-SS0D37C7C70	0.0	0.0415171881
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0BFB29A42	0.3885759067	0.0441267027
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS08FAC0A55	0.3885759067	0.0441267027
PLXNB1	O43157	False	PLXB1_HUMAN		CPI-SS0CCCF7C69	0.0379950648	0.3047302122
CD72	P21854	False	CD72_HUMAN		CPI-SS06AA638A8	0.0557547073	0.0
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0C0A61F92	0.3885759067	0.0441267027
VEGFD	O43915	False	VEGFD_HUMAN		CPI-SS0EBA5A4D8	0.0	0.0106241474
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0C03F7CDC	0.0569490492	0.1291944346
CD160	O95971	False	BY55_HUMAN		CPI-SS0879B8E95	0.0155130154	0.0
MIF	P14174	False	MIF_HUMAN		CPI-SS02ACCF1F7	0.3758691347	0.3373686023
BTLA	Q7Z6A9	False	BTLA_HUMAN		CPI-SS08330207B	0.0338905466	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SS0A81A3626	0.0	0.0080369894
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0B34CBA4B	0.0235944767	0.0590650635
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0FF49C823	0.031904847	0.1471335668
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS08A54963F	0.0235944767	0.0590650635
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS046F6F0C1	0.031904847	0.1471335668
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0C875BA24	0.0235944767	0.0590650635
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS09CA492BA	0.031904847	0.1471335668
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0D81D9F5E	0.0235944767	0.0590650635
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0762B455F	0.031904847	0.1471335668
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS079EF5D9C	0.0906143428	0.0884403194
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS09E3F5044	0.4295549819	0.0743957141
CORT	O00230	False	CORT_HUMAN		CPI-SS06CE0CF64	0.0	0.0541264694
CORT	O00230	False	CORT_HUMAN		CPI-SS08C88D297	0.0	0.0541264694
CXCR6	O00574	False	CXCR6_HUMAN		CPI-SS00F282936	0.0578656995	0.0126181537
AVP	P01185	False	NEU2_HUMAN		CPI-SS0C916344D	0.0	0.0338254167
AVP	P01185	False	NEU2_HUMAN		CPI-SS0FCF733EA	0.0	0.0338254167
NPPA	P01160	False	ANF_HUMAN		CPI-SS032AD1183	0.0	0.0308212007
NRG2	O14511	False	NRG2_HUMAN		CPI-SS053613259	0.1794713627	0.0817739149
NRG2	O14511	False	NRG2_HUMAN		CPI-SS0E063192D	0.1794713627	0.0817739149
BTC	P35070	False	BTC_HUMAN		CPI-SS0F0D7F25C	0.0	0.0045608328
NRG3	P56975	False	NRG3_HUMAN		CPI-SS0D5E30C6C	1.9992293575	1.394484972
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0BD5C2A23	0.3131842824	0.2557161957
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0708FE6FF	0.3131842824	0.2557161957
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0E075E5AF	0.3131842824	0.2557161957
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0978D28AB	0.3131842824	0.2557161957
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS02572E1EF	0.3131842824	0.2557161957
RSPO2	Q6UXX9	False	RSPO2_HUMAN		CPI-SS01E3453DB	0.0095915337	0.0733161982
PLD2	O14939	False	PLD2_HUMAN		CPI-SS06A999D25	0.3277125415	0.0667478247
SEMA3E	O15041	False	SEM3E_HUMAN		CPI-SS0F3A089DE	0.1504844039	0.4595485235
SEMA4A	Q9H3S1	False	SEM4A_HUMAN		CPI-SS044C72D0D	0.0466135749	0.0
ANGPT2	O15123	False	ANGP2_HUMAN		CPI-SS0BAB460FF	0.2125099663	0.0699097421
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS090FC28E1	0.0	0.0623803149
EPO	P01588	False	EPO_HUMAN		CPI-SS04124F4E1	1.1442879058	1.1432677213
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0B9E8C0DE	0.0	0.231458605
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS0DC4D593E	0.0	0.0623803149
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0111AAD26	0.0	0.231458605
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS0FF55B42C	0.0	0.0279359327
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0470AF83E	0.1898739145	4.1723849873
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS00046DCF3	0.8301528465	1.3240978826
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS08718E4FB	0.0	0.0623803149
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0DA366C78	0.0	0.231458605
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS0A5B945E3	0.0	0.0279359327
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0D41C7AF5	0.1898739145	4.1723849873
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS07CA5A6F1	0.8301528465	1.3240978826
EPO	P01588	False	EPO_HUMAN		CPI-SS087A17AD6	1.1442879058	1.1432677213
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0586F2596	0.0	0.231458605
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS03A2EFDD5	0.0185312845	0.0239917754
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS02AFCED82	0.0335579479	0.0
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS0BEAB521F	0.1182403627	0.1779755146
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS082ABF1EA	0.0357334197	0.1173462147
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS0BFD8E056	0.0357334197	0.1173462147
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS01A8F745A	0.0185312845	0.0239917754
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS07BECB892	0.0335579479	0.0
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS0AB0604B5	0.1182403627	0.1779755146
