gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Microglia	Oligo
TNFRSF13C	Q96RJ3	False	TR13C_HUMAN		CPI-SS09648FAA9	0.0	0.0093841642
CD74	P04233	False	HG2A_HUMAN		CPI-SS09808DEAE	0.130936204	0.0611740273
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS09C4FCB90	0.5389317324	0.0
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0ADA587B4	0.0	0.0315847601
ADORA2A	P29274	False	AA2AR_HUMAN		CPI-SS00A6D366F	0.0	0.0160687744
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS074CF011C	1.402979102	16.3229856873
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0DE0A486F	1.7616213763	0.2859041662
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0E00478B4	0.844714952	0.4467015326
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0855C0353	1.7616213763	0.2859041662
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0D22A09AD	0.844714952	0.4467015326
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0E61DB5DF	0.1147354145	0.0276412078
NRP1	O14786	False	NRP1_HUMAN		CPI-SS033E6DE7E	1.7616213763	0.2859041662
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0947A8549	0.1147354145	0.0276412078
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS098425155	0.257077803	0.0
NRP1	O14786	False	NRP1_HUMAN		CPI-SS08083B141	1.7616213763	0.2859041662
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0241A1F57	0.844714952	0.4467015326
TNF	P01375	False	TNFA_HUMAN		CPI-SS03FA58286	0.0535311846	0.0
CCK	P06307	False	CCKN_HUMAN		CPI-SS00AD71822	5.7054811481	4.0471664701
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0B01D306C	0.0	0.0177730383
CSF1	P09603	False	CSF1_HUMAN		CPI-SS03105D292	0.0648609381	0.3645633018
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	0.0202402928	0.0199123855
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0BA601DC4	0.6030151004	0.2749411739
NTF3	P20783	False	NTF3_HUMAN		CPI-SS093E05DD4	0.08243367	0.1200566155
BDNF	P23560	False	BDNF_HUMAN		CPI-SS09A36B221	0.6030151004	0.2749411739
GRN	P28799	False	GRN_HUMAN		CPI-SS07CCAD9BF	0.4026819289	0.1869116034
COPA	P53621	False	COPA_HUMAN		CPI-SS04F3A1E5C	1.2524234602	0.926789858
BDNF	P23560	False	BDNF_HUMAN		CPI-SS03F0B666C	0.6030151004	0.2749411739
CD200	P41217	False	OX2G_HUMAN		CPI-SS0A9E884E0	0.3260327457	0.178107921
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02A0FF87F	0.4777315186	0.2199287851
TNF	P01375	False	TNFA_HUMAN		CPI-SS0F8EFEECF	0.0535311846	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0BD9F32BA	1.7655769091	0.0077965111
TNF	P01375	False	TNFA_HUMAN		CPI-SS02EBC1BB0	0.0535311846	0.0
DLL1	O00548	False	DLL1_HUMAN		CPI-SS04A5D6B6F	0.0	0.0454666042
TNF	P01375	False	TNFA_HUMAN		CPI-SS0B81F1BF5	0.0535311846	0.0
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0AB21032D	0.2139802439	0.0314740295
TNF	P01375	False	TNFA_HUMAN		CPI-SS09C917D22	0.0535311846	0.0
VEGFD	O43915	False	VEGFD_HUMAN		CPI-SS0D883FFF1	0.0	0.0156024496
TNF	P01375	False	TNFA_HUMAN		CPI-SS03B8E2D7A	0.0535311846	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS04B4619D0	0.0535311846	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS08B7D54A3	0.0535311846	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS0E7D5974D	0.0535311846	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS048A2311A	0.0535311846	0.0
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0DEDA3567	0.1740281309	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS0FBC9234C	0.0535311846	0.0
PTN	P21246	False	PTN_HUMAN		CPI-SS00F4DDF4B	1.8903700909	5.074959177
TNF	P01375	False	TNFA_HUMAN		CPI-SS034B442CE	0.0535311846	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0DBA4D668	0.0	0.0105075129
ACKR3	P25106	False	ACKR3_HUMAN		CPI-SS07155793F	0.038371513	0.0456518776
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0A93C11C8	0.0	0.0315847601
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS01BCB9360	1.9056046991	14.1069948199
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS003C9A532	1.2445617797	0.1773941475
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0607D1101	0.2467823783	0.0077172403
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS09D379E5B	0.0223395795	0.0126875377
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS02770D68F	1.2445617797	0.1773941475
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS08C3D27F7	0.2467823783	0.0077172403
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS05FEE05CB	0.0223395795	0.0126875377
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B42AD9EF	0.2467823783	0.0077172403
FZD6	O60353	False	FZD6_HUMAN		CPI-SS0FA326344	0.0	0.0304247292
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B87FE6E0	0.2467823783	0.0077172403
CD46	P15529	False	MCP_HUMAN		CPI-SS01A07768A	0.4777632525	0.4700835287
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0E5AF12B6	0.2467823783	0.0077172403
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0A34EE366	0.2467823783	0.0077172403
FZD9	O00144	False	FZD9_HUMAN		CPI-SS030EDC420	0.0349633235	0.0347526865
FZD9	O00144	False	FZD9_HUMAN		CPI-SS05C2D0200	0.0349633235	0.0347526865
FZD9	O00144	False	FZD9_HUMAN		CPI-SS09FF3A1EA	0.0349633235	0.0347526865
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0A021DB6E	0.0	0.0177730383
CCL5	P13501	False	CCL5_HUMAN		CPI-SS05B7D3407	0.0	0.0177730383
PF4	P02776	False	PLF4_HUMAN		CPI-SS03821C2C6	0.0648609381	0.0238066897
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0F3BF2B34	0.0	0.0177730383
CCL25	O15444	False	CCL25_HUMAN		CPI-SS0CCD89E02	0.4850444353	0.1833579357
CCL22	O00626	False	CCL22_HUMAN		CPI-SS0AEC33FF1	0.0	0.0108613012
VIP	P01282	False	VIP_HUMAN		CPI-SS0F9BBC31B	0.4638865067	0.3918921422
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS0D377BBBF	0.0	0.019856511
CCL25	O15444	False	CCL25_HUMAN		CPI-SS039863E62	0.4850444353	0.1833579357
VIP	P01282	False	VIP_HUMAN		CPI-SS0C8A09915	0.4638865067	0.3918921422
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS062DED513	0.0	0.019856511
GHRH	P01286	False	SLIB_HUMAN		CPI-SS003AFD9BA	0.0	0.0093164085
NPPA	P01160	False	ANF_HUMAN		CPI-SS04A7BCE8D	0.0	0.0425852035
NPPA	P01160	False	ANF_HUMAN		CPI-SS0230EE330	0.0	0.0425852035
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS0133239EA	0.0	0.019856511
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0BC7CD11B	1.7655769091	0.0077965111
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0419B80C4	1.7655769091	0.0077965111
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS02928C71A	0.8793623907	0.0
MDK	P21741	False	MK_HUMAN		CPI-SS006C6537E	0.1237962359	0.0281062177
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS014958F32	1.7655769091	0.0077965111
SIRPA	P78324	False	SHPS1_HUMAN		CPI-SS0339AE950	5.5839259279	0.2087852665
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0A9FB762A	1.7655769091	0.0077965111
BMP7	P18075	False	BMP7_HUMAN		CPI-SS0472C478C	0.0	0.0202916154
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS002DF6C31	1.7655769091	0.0077965111
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS08877A081	1.7655769091	0.0077965111
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0E23CEB91	1.7655769091	0.0077965111
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS09C52F54E	1.7655769091	0.0077965111
MDK	P21741	False	MK_HUMAN		CPI-SS083CBFACD	0.1237962359	0.0281062177
WISP3	O95389	False	WISP3_HUMAN		CPI-SS0D3C90DDA	0.0	0.0099870169
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS048346C2B	1.7655769091	0.0077965111
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS05A26A1DE	0.8793623907	0.0
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0FEEB187C	0.8793623907	0.0
PDGFA	P04085	False	PDGFA_HUMAN		CPI-SS0B70EB09E	0.1642915255	0.4198800799
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0CB4F2FE4	0.8793623907	0.0
MDK	P21741	False	MK_HUMAN		CPI-SS027E12A36	0.1237962359	0.0281062177
PTN	P21246	False	PTN_HUMAN		CPI-SS04E690D72	1.8903700909	5.074959177
MDK	P21741	False	MK_HUMAN		CPI-SS012AFC842	0.1237962359	0.0281062177
PTN	P21246	False	PTN_HUMAN		CPI-SS05D7900BF	1.8903700909	5.074959177
WNT1	P04628	False	WNT1_HUMAN		CPI-SS0193C3064	0.0034798126	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0D782F60B	0.1600466915	0.0602830208
WNT1	P04628	False	WNT1_HUMAN		CPI-SS0DC5ADBF1	0.0034798126	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0CA020C34	0.1600466915	0.0602830208
WNT2	P09544	False	WNT2_HUMAN		CPI-SS0E4DE8215	0.0452100005	0.0126904202
WNT3	P56703	False	WNT3_HUMAN		CPI-SS0E7523314	0.0	0.123488368
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS0D81C6C1D	0.2047783738	0.0257968076
WNT2	P09544	False	WNT2_HUMAN		CPI-SS02C418D99	0.0452100005	0.0126904202
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS01DCC7684	0.0546197374	0.0872371057
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS03E450F99	0.0523048115	0.1446459044
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS0D5DBB634	0.1969599046	0.0652977968
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS028688B7B	0.0034798126	0.0838577776
GDF11	O95390	False	GDF11_HUMAN		CPI-SS0331C5A49	0.0	0.0629441385
WNT1	P04628	False	WNT1_HUMAN		CPI-SS014B0FCD2	0.0034798126	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SS0F26BB901	0.0452100005	0.0126904202
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0E0BCE16F	0.2365214677	0.111343004
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS039799099	0.2365214677	0.111343004
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS038E93B77	0.2365214677	0.111343004
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0907A7598	5.315174041	17.9682041223
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0649EA05F	0.0034798126	0.0096077631
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS07A9A501C	0.0362110234	0.0363035894
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS07A0F4D73	0.2365214677	0.111343004
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS01D785DBA	5.315174041	17.9682041223
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0883B7EE4	0.0362110234	0.0363035894
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0BF490275	0.2365214677	0.111343004
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS06A0B20BD	5.315174041	17.9682041223
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0E63AB61E	0.0546197374	0.0872371057
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0EBFE1854	0.0523048115	0.1446459044
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS05B4EB419	0.1969599046	0.0652977968
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0FC01B947	0.0034798126	0.0838577776
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS087E0E3FB	0.082877857	0.0562763758
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0816A4ED4	0.0034798126	0.0096077631
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0D1AE5C79	0.0362110234	0.0363035894
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS00D9A0644	5.315174041	17.9682041223
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS02E314589	5.315174041	17.9682041223
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS02C29C238	0.0362110234	0.0363035894
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0CC898553	5.315174041	17.9682041223
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0658257AC	0.0034798126	0.0096077631
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS098F416C1	5.315174041	17.9682041223
WNT1	P04628	False	WNT1_HUMAN		CPI-SS0EB136379	0.0034798126	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SS0D8972B21	0.0034798126	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0A69F13A3	0.1600466915	0.0602830208
BMP2	P12643	False	BMP2_HUMAN		CPI-SS016B7C7D6	0.0	0.0279521332
WNT2	P09544	False	WNT2_HUMAN		CPI-SS0C2561156	0.0452100005	0.0126904202
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS0B8083B44	0.2047783738	0.0257968076
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS01469637C	0.0377684867	0.053434061
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0423580E5	0.0	0.0454666042
JAG1	P78504	False	JAG1_HUMAN		CPI-SS060B82BBC	0.0431997166	0.0
DLK1	P80370	False	DLK1_HUMAN		CPI-SS0E1A8414D	0.0	0.0189474681
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0FB5FE587	0.0	0.0454666042
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0837E9F59	0.0431997166	0.0
DLK1	P80370	False	DLK1_HUMAN		CPI-SS0D37C7C70	0.0	0.0189474681
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0BFB29A42	0.2139802439	0.0314740295
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS08FAC0A55	0.2139802439	0.0314740295
PLXNB1	O43157	False	PLXB1_HUMAN		CPI-SS0CCCF7C69	0.120048799	0.1261006229
CD72	P21854	False	CD72_HUMAN		CPI-SS06AA638A8	0.0	0.0184595505
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0C0A61F92	0.2139802439	0.0314740295
VEGFD	O43915	False	VEGFD_HUMAN		CPI-SS0EBA5A4D8	0.0	0.0156024496
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0C03F7CDC	0.0897052759	0.1732240124
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SS0A81A3626	0.0	0.0127125377
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0B34CBA4B	0.0546197374	0.0872371057
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0FF49C823	0.0523048115	0.1446459044
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0C875BA24	0.0546197374	0.0872371057
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS09CA492BA	0.0523048115	0.1446459044
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0830C7910	0.0546197374	0.0872371057
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS037E6BEDF	0.0523048115	0.1446459044
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0D81D9F5E	0.0546197374	0.0872371057
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0762B455F	0.0523048115	0.1446459044
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS079EF5D9C	0.1969599046	0.0652977968
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS09E3F5044	0.0034798126	0.0838577776
CORT	O00230	False	CORT_HUMAN		CPI-SS06CE0CF64	0.1806306648	0.0884840247
CXCR6	O00574	False	CXCR6_HUMAN		CPI-SS00F282936	0.1065014105	0.029848477
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0AE4CF4E7	0.0	0.0120478299
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS091B461CB	0.0	0.0120478299
AVP	P01185	False	NEU2_HUMAN		CPI-SS0C916344D	0.0	0.0085792725
NPPA	P01160	False	ANF_HUMAN		CPI-SS032AD1183	0.0	0.0425852035
NRG2	O14511	False	NRG2_HUMAN		CPI-SS053613259	0.5119086585	0.1475213221
NRG2	O14511	False	NRG2_HUMAN		CPI-SS0E063192D	0.5119086585	0.1475213221
BTC	P35070	False	BTC_HUMAN		CPI-SS0F0D7F25C	0.0	0.0437247848
NRG3	P56975	False	NRG3_HUMAN		CPI-SS0D5E30C6C	7.0619504426	1.4972102539
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0BD5C2A23	1.4897845384	0.4145809936
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0708FE6FF	1.4897845384	0.4145809936
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0E075E5AF	1.4897845384	0.4145809936
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0978D28AB	1.4897845384	0.4145809936
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS02572E1EF	1.4897845384	0.4145809936
RSPO2	Q6UXX9	False	RSPO2_HUMAN		CPI-SS01E3453DB	0.074796564	0.0861481034
RSPO2	Q6UXX9	False	RSPO2_HUMAN		CPI-SS019104E2E	0.074796564	0.0861481034
RSPO3	Q9BXY4	False	RSPO3_HUMAN		CPI-SS0EB5364D4	0.0935231598	0.1327783004
PLD2	O14939	False	PLD2_HUMAN		CPI-SS06A999D25	0.1938268281	0.0851314863
SEMA3E	O15041	False	SEM3E_HUMAN		CPI-SS0F3A089DE	0.1358422736	0.2652425877
SEMA4A	Q9H3S1	False	SEM4A_HUMAN		CPI-SS044C72D0D	0.1299930861	0.0258709666
ANGPT2	O15123	False	ANGP2_HUMAN		CPI-SS0BAB460FF	0.314968117	0.0317837853
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS090FC28E1	0.04106304	0.0969548036
EPO	P01588	False	EPO_HUMAN		CPI-SS04124F4E1	1.1975100418	1.1622344789
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0B9E8C0DE	0.0683821162	0.1865017167
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS0DC4D593E	0.04106304	0.0969548036
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0111AAD26	0.0683821162	0.1865017167
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS0FF55B42C	0.0776006445	0.0086424821
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS0F21D6CA0	0.0034798126	0.0
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0470AF83E	0.1512668573	4.7733670761
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS00046DCF3	0.7026719042	1.2214059474
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS08718E4FB	0.04106304	0.0969548036
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0DA366C78	0.0683821162	0.1865017167
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS0A5B945E3	0.0776006445	0.0086424821
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS0865716E5	0.0034798126	0.0
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0D41C7AF5	0.1512668573	4.7733670761
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS07CA5A6F1	0.7026719042	1.2214059474
EPO	P01588	False	EPO_HUMAN		CPI-SS087A17AD6	1.1975100418	1.1622344789
EPO	P01588	False	EPO_HUMAN		CPI-SS0A0DE9CD6	1.1975100418	1.1622344789
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS08D0F9109	0.082877857	0.0562763758
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0586F2596	0.0683821162	0.1865017167
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS03A2EFDD5	0.0	0.0426800519
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS0BEAB521F	0.2453305497	0.1666636964
EPHA8	P29322	False	EPHA8_HUMAN		CPI-SS012CCE326	0.0	0.0113385113
