gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	1	3	5	6	8	29	34	37
FGF10	O15520	False	FGF10_HUMAN		CPI-SS03189F5F6	0.0641377919	0.0	0.1542444519	0.1711818831	0.0	0.0	0.0	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS05A94DE17	0.0	0.0	0.0	0.0	0.0380285975	0.0	0.0	0.0
FGF1	P05230	False	FGF1_HUMAN		CPI-SS04A97448D	0.7452721802	0.0965885083	0.9418305774	0.883457461	0.4587953873	0.0	1.4954615556	0.0
FGF10	O15520	False	FGF10_HUMAN		CPI-SS0AECC113F	0.0641377919	0.0	0.1542444519	0.1711818831	0.0	0.0	0.0	0.0
ROS1	P08922	False	ROS1_HUMAN		CPI-SS0DC322B61	0.043911269	0.0	0.0	0.0	0.0	0.0	0.0	3.2082133333
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0348DB5E3	0.0624869137	0.1526303867	0.082689749	0.1351443506	0.1091193699	0.0	0.3901373333	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0D636A374	0.0	0.0	0.0	0.0	0.0380285975	0.0	0.0	0.0
FGF1	P05230	False	FGF1_HUMAN		CPI-SS015819E65	0.7452721802	0.0965885083	0.9418305774	0.883457461	0.4587953873	0.0	1.4954615556	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0BF3ED143	16.991959066	4.4814287845	20.1239037824	11.7608760584	5.7735977514	1.5299875	11.9408196111	1.6886183333
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0CB6968B9	0.0	0.0	0.0	0.0	0.0380285975	0.0	0.0	0.0
FGF1	P05230	False	FGF1_HUMAN		CPI-SS068C742A1	0.7452721802	0.0965885083	0.9418305774	0.883457461	0.4587953873	0.0	1.4954615556	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS085EE60B1	0.0	0.9992087519	0.0	0.0	1.3018836012	0.0	0.4353883664	0.0
INHA	P05111	False	INHA_HUMAN		CPI-SS0FB37E079	0.0	0.0295289251	0.0	0.0	0.0	0.0	0.0	0.0
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SS0D46E2B45	0.1214880685	0.0	0.247994477	0.1205998182	0.0	0.0	0.0	0.0
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SS0178F5C45	0.2151088099	0.0	0.212354496	0.0	0.1160988159	0.0	0.5462689828	2.2893772894
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SS0ACD487F0	0.0496990615	0.100178737	0.0522359603	0.0717454146	0.0	0.0	0.0	0.0
JAM2	P57087	False	JAM2_HUMAN		CPI-SS087B53ABF	0.0490765939	0.7908291381	0.0495746444	0.0189315065	0.6241207457	0.0	0.2808673333	0.0
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS0F9D53834	3.2487928223	0.341098674	2.8441953849	3.5702648442	0.1149174566	0.0	2.9535751667	0.0
LAMP1	P11279	False	LAMP1_HUMAN		CPI-SS055E061C9	2.6309252234	1.4200216906	1.7305752218	2.0570862078	2.0767368266	1.857355	1.6673475556	5.508451
GLRA2	P23416	False	GLRA2_HUMAN		CPI-SS02904BE32	0.0	0.0	0.0	0.0	0.0357694729	0.0	0.0	0.0
CXADR	P78310	False	CXAR_HUMAN		CPI-SS033CB0BB2	0.0662109467	0.0892546409	0.0628243515	0.0	0.0380285954	3.3863875	0.0	0.0
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0E2431C09	0.0	0.0695826433	0.0	0.0	0.0486151961	0.0	0.0	0.0
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS016EE0084	0.0	0.0695826433	0.0	0.0	0.0486151961	0.0	0.0	0.0
CD80	P33681	False	CD80_HUMAN		CPI-SS08F13AD5C	0.0	0.2005579227	0.0	0.0	0.3586079133	0.0	1.0440786111	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0B02DE712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.530456
ADGRL1	O94910	False	AGRL1_HUMAN		CPI-SS09375CA29	0.3683243706	0.4164410497	0.4058879791	0.1521022403	0.3713860347	0.0	0.6792072222	0.0
EGF	P01133	False	EGF_HUMAN		CPI-SS00A953C3A	0.0	0.0680401709	0.0	0.0868356051	0.0	0.0	0.0	0.0
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS0BF9FA3F2	0.5096383756	0.0	0.6419086527	0.6737152468	0.0	0.0	0.4890453889	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0F4D30D5A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.530456
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0E25CE362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.530456
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0055264F3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.530456
EGFR	P00533	False	EGFR_HUMAN		CPI-SS00EDDD458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.530456
CD74	P04233	False	HG2A_HUMAN		CPI-SS0ABC5C1B8	0.0465701015	0.080070442	0.0	0.1243857532	0.1926782081	0.0	0.0	3.3772366667
EGFR	P00533	False	EGFR_HUMAN		CPI-SS08CA619FE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.530456
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0DA033F03	0.0350244211	0.2947307968	0.0	0.0	0.1098640544	0.0	0.0	0.0
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0C4E86714	0.0384556222	1.0942844338	0.0	0.0	0.6140926705	0.0	0.0	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0A19E9C34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.530456
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS06BC4D123	0.5096383756	0.0	0.6419086527	0.6737152468	0.0	0.0	0.4890453889	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS088A0A760	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.530456
CD74	P04233	False	HG2A_HUMAN		CPI-SS0302E8E8F	0.0465701015	0.080070442	0.0	0.1243857532	0.1926782081	0.0	0.0	3.3772366667
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0C10824C7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.530456
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS03098AC28	18.7590000127	0.3538421233	18.0715151747	9.7443818823	0.1579347144	0.0	9.0876914234	6.0697522286
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS03C51D352	0.0	0.7378563757	0.0	0.0	0.0929862197	0.0	0.3642987222	0.0
TFRC	P02786	False	TFR1_HUMAN		CPI-SS03133B4F2	0.1102736396	0.0892546409	0.0889749791	0.1794831169	0.1441205202	0.0	0.0	2.142245
TNFRSF17	Q02223	False	TNR17_HUMAN		CPI-SS0E2863F09	0.0	0.1151858011	0.0	0.0	0.0	0.0	0.0	0.0
CD74	P04233	False	HG2A_HUMAN		CPI-SS09808DEAE	0.0465701015	0.080070442	0.0	0.1243857532	0.1926782081	0.0	0.0	3.3772366667
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0E9A581F8	0.0	0.7551379392	0.0	0.0	0.3376303006	0.0	0.0	1.530456
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0ADA587B4	0.0206515152	0.0	0.0507779079	0.0	0.0	0.0	0.0	0.0
ADORA2A	P29274	False	AA2AR_HUMAN		CPI-SS00A6D366F	0.0	0.0	0.0	0.0	0.1316707514	0.0	0.0	0.0
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS074CF011C	18.7590000127	0.3538421233	18.0715151747	9.7443818823	0.1579347144	0.0	9.0876914234	6.0697522286
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0DE0A486F	0.2037641878	2.6016808122	0.2732528075	0.2885045065	5.7712755145	2.44140625	2.5943592222	9.3284533333
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0E00478B4	0.4433655053	0.8770536891	0.299236594	0.4434181935	1.6949051771	0.0	0.4553734062	0.0
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0855C0353	0.2037641878	2.6016808122	0.2732528075	0.2885045065	5.7712755145	2.44140625	2.5943592222	9.3284533333
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0D22A09AD	0.4433655053	0.8770536891	0.299236594	0.4434181935	1.6949051771	0.0	0.4553734062	0.0
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0E61DB5DF	0.0	0.0928529137	0.0430463006	0.0	1.5282427331	1.4302059497	0.0	0.0
NRP1	O14786	False	NRP1_HUMAN		CPI-SS033E6DE7E	0.2037641878	2.6016808122	0.2732528075	0.2885045065	5.7712755145	2.44140625	2.5943592222	9.3284533333
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0947A8549	0.0	0.0928529137	0.0430463006	0.0	1.5282427331	1.4302059497	0.0	0.0
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS098425155	0.0	0.4454253149	0.0	0.0	0.3030230405	0.0	0.0	0.0
NRP1	O14786	False	NRP1_HUMAN		CPI-SS08083B141	0.2037641878	2.6016808122	0.2732528075	0.2885045065	5.7712755145	2.44140625	2.5943592222	9.3284533333
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0F15C1AB3	0.4433655053	0.8770536891	0.299236594	0.4434181935	1.6949051771	0.0	0.4553734062	0.0
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0241A1F57	0.4433655053	0.8770536891	0.299236594	0.4434181935	1.6949051771	0.0	0.4553734062	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS03FA58286	0.0	0.0	0.0	0.0	0.1844665318	0.0	0.0	0.0
CCK	P06307	False	CCKN_HUMAN		CPI-SS00AD71822	4.2965728604	3.4950109779	4.4847669205	3.4932693377	3.6204606416	11.33697375	4.3381425556	9.0966398333
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0D1D95883	0.0	0.1189421547	0.1137448954	0.0	1.3424766243	0.0	0.2901073333	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS0C090A257	0.0	0.262111326	0.0	0.0	0.5139523988	0.0	0.0	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0B01D306C	0.0120230736	0.0	0.0480930962	0.0	0.0840166474	0.0	0.0	0.0
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0795802F6	0.0	0.1189421547	0.1137448954	0.0	1.3424766243	0.0	0.2901073333	0.0
CSF1	P09603	False	CSF1_HUMAN		CPI-SS03105D292	0.8901438427	0.2636355373	0.8488450738	1.6200206742	0.974554413	0.0	1.6253954066	0.0
CCL4	P13236	False	CCL4_HUMAN		CPI-SS05BA6D9C3	0.0	0.1189421547	0.1137448954	0.0	1.3424766243	0.0	0.2901073333	0.0
CCL4	P13236	False	CCL4_HUMAN		CPI-SS008F83E02	0.0	0.1189421547	0.1137448954	0.0	1.3424766243	0.0	0.2901073333	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS076D8415B	0.0	0.262111326	0.0	0.0	0.5139523988	0.0	0.0	0.0
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	0.0201914949	0.0	0.0317940753	0.0	4.1025831098	1.5299875	0.4978096111	4.2966215
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0BA601DC4	0.2374054049	0.1867144917	0.166914797	0.1377134948	0.1823651049	0.0	0.2808673183	0.0
NTF3	P20783	False	NTF3_HUMAN		CPI-SS093E05DD4	0.0858843586	0.0	0.1951421131	0.0	0.0840166689	0.0	0.3074463506	0.0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS09A36B221	0.2374054049	0.1867144917	0.166914797	0.1377134948	0.1823651049	0.0	0.2808673183	0.0
GRN	P28799	False	GRN_HUMAN		CPI-SS07CCAD9BF	0.1862558731	0.3369628619	0.2341505732	0.2244555325	0.7404134104	0.0	0.0	2.142245
COPA	P53621	False	COPA_HUMAN		CPI-SS04F3A1E5C	0.897248671	1.300059929	1.0675007798	1.4622110719	1.6229657489	0.0	0.838726527	2.2893772894
BDNF	P23560	False	BDNF_HUMAN		CPI-SS03F0B666C	0.2374054049	0.1867144917	0.166914797	0.1377134948	0.1823651049	0.0	0.2808673183	0.0
CD200	P41217	False	OX2G_HUMAN		CPI-SS0A9E884E0	0.1403412411	0.3666699006	0.1260359038	0.1337831234	0.1399136705	0.0	0.0	0.0
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02A0FF87F	0.0850946758	0.6368701253	0.3729789015	0.0946963717	0.522605861	0.0	0.3901373283	1.6041065127
TNF	P01375	False	TNFA_HUMAN		CPI-SS0F8EFEECF	0.0	0.0	0.0	0.0	0.1844665318	0.0	0.0	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0BD9F32BA	0.0	1.8027989061	0.0	0.0	1.6325386936	0.0	0.7362407222	4.2966215
TNF	P01375	False	TNFA_HUMAN		CPI-SS02EBC1BB0	0.0	0.0	0.0	0.0	0.1844665318	0.0	0.0	0.0
DLL1	O00548	False	DLL1_HUMAN		CPI-SS04A5D6B6F	0.0192716091	0.0	0.0310163096	0.0	0.0	0.0	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS0B81F1BF5	0.0	0.0	0.0	0.0	0.1844665318	0.0	0.0	0.0
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0AB21032D	0.0	0.3782074972	0.0984498117	0.0727156494	0.3050989595	0.0	1.0344951667	1.6886183333
TNF	P01375	False	TNFA_HUMAN		CPI-SS03B8E2D7A	0.0	0.0	0.0	0.0	0.1844665318	0.0	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS04B4619D0	0.0	0.0	0.0	0.0	0.1844665318	0.0	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS08B7D54A3	0.0	0.0	0.0	0.0	0.1844665318	0.0	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS0E7D5974D	0.0	0.0	0.0	0.0	0.1844665318	0.0	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS048A2311A	0.0	0.0	0.0	0.0	0.1844665318	0.0	0.0	0.0
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0DEDA3567	0.0	0.0449175762	0.0	0.0	0.2233438267	0.0	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS0FBC9234C	0.0	0.0	0.0	0.0	0.1844665318	0.0	0.0	0.0
PTN	P21246	False	PTN_HUMAN		CPI-SS00F4DDF4B	5.6810257527	1.628897676	5.8650848251	5.2588939108	1.1851336602	6.4473184066	2.0301144714	1.6041065127
TNF	P01375	False	TNFA_HUMAN		CPI-SS034B442CE	0.0	0.0	0.0	0.0	0.1844665318	0.0	0.0	0.0
ACKR3	P25106	False	ACKR3_HUMAN		CPI-SS07155793F	0.0169204738	0.0	0.0	0.0	0.0892378813	0.0	0.2685140433	0.0
NGFR	P08138	False	TNR16_HUMAN		CPI-SS09F430F14	0.0206515152	0.0	0.0507779079	0.0	0.0	0.0	0.0	0.0
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0A93C11C8	0.0206515152	0.0	0.0507779079	0.0	0.0	0.0	0.0	0.0
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS01BCB9360	15.8532479569	0.7333628066	16.0426958661	16.1116863052	0.6012967919	15.009045	9.3646223333	4.578755
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS003C9A532	0.1020345624	1.4573797604	0.1124433486	0.0328951697	1.5995072231	3.0599755202	0.364298725	7.5272746905
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0607D1101	0.0261656811	0.3918271556	0.0898384618	0.0227363673	0.156820644	0.0	0.0	0.0
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS09D379E5B	0.0	0.2068702155	0.0	0.0	0.0	0.0	0.0	0.0
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS02770D68F	0.1020345624	1.4573797604	0.1124433486	0.0328951697	1.5995072231	3.0599755202	0.364298725	7.5272746905
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS08C3D27F7	0.0261656811	0.3918271556	0.0898384618	0.0227363673	0.156820644	0.0	0.0	0.0
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS05FEE05CB	0.0	0.2068702155	0.0	0.0	0.0	0.0	0.0	0.0
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B42AD9EF	0.0261656811	0.3918271556	0.0898384618	0.0227363673	0.156820644	0.0	0.0	0.0
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B87FE6E0	0.0261656811	0.3918271556	0.0898384618	0.0227363673	0.156820644	0.0	0.0	0.0
CD46	P15529	False	MCP_HUMAN		CPI-SS01A07768A	0.4710204377	0.1637962462	0.1970466696	0.4769216169	0.1261684679	0.0	0.697583679	0.0
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0E5AF12B6	0.0261656811	0.3918271556	0.0898384618	0.0227363673	0.156820644	0.0	0.0	0.0
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0A34EE366	0.0261656811	0.3918271556	0.0898384618	0.0227363673	0.156820644	0.0	0.0	0.0
FZD9	O00144	False	FZD9_HUMAN		CPI-SS030EDC420	0.0774594057	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD9	O00144	False	FZD9_HUMAN		CPI-SS09FF3A1EA	0.0774594057	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS05B7D3407	0.0120230736	0.0	0.0480930962	0.0	0.0840166474	0.0	0.0	0.0
PF4	P02776	False	PLF4_HUMAN		CPI-SS03821C2C6	0.0	0.1036559452	0.0	0.0	0.0	0.0	0.0	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0F3BF2B34	0.0120230736	0.0	0.0480930962	0.0	0.0840166474	0.0	0.0	0.0
CCL25	O15444	False	CCL25_HUMAN		CPI-SS0CCD89E02	0.2425593807	0.786270337	0.1706042301	0.6828786104	0.5900837861	0.0	0.8582778333	1.530456
CXCL13	O43927	False	CXL13_HUMAN		CPI-SS083B5EBAB	0.0240347639	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL25	O15444	False	CCL25_HUMAN		CPI-SS039863E62	0.2425593807	0.786270337	0.1706042301	0.6828786104	0.5900837861	0.0	0.8582778333	1.530456
VIP	P01282	False	VIP_HUMAN		CPI-SS07835EECF	0.4524063731	0.0651516575	0.2509057741	0.043493013	0.0461320578	0.0	0.4106101667	1.6041065
AVP	P01185	False	NEU2_HUMAN		CPI-SS00399ED03	0.0	0.0	0.0732767149	0.0591394034	0.0	0.0	0.0	0.0
VIP	P01282	False	VIP_HUMAN		CPI-SS0C8A09915	0.4524063731	0.0651516575	0.2509057741	0.043493013	0.0461320578	0.0	0.4106101667	1.6041065
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS062DED513	0.0809555914	0.1268225414	0.0743179498	0.0	0.0	0.0	0.0	0.0
NPPA	P01160	False	ANF_HUMAN		CPI-SS04A7BCE8D	0.0349596566	0.0	0.043858495	0.0	0.0	0.0	0.0	0.0
NPPA	P01160	False	ANF_HUMAN		CPI-SS0230EE330	0.0349596566	0.0	0.043858495	0.0	0.0	0.0	0.0	0.0
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS0133239EA	0.0809555914	0.1268225414	0.0743179498	0.0	0.0	0.0	0.0	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0419B80C4	0.0	1.8027989061	0.0	0.0	1.6325386936	0.0	0.7362407222	4.2966215
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS02928C71A	0.0	0.5037329503	0.0	0.0436685065	0.907192422	1.43020625	0.0	0.0
MDK	P21741	False	MK_HUMAN		CPI-SS006C6537E	0.035250987	0.3362663046	0.0	0.0491559916	0.1420693319	0.0	0.0	0.0
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS0984C2931	0.0	0.0	0.0	0.0	0.0	1.857355	0.0	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS014958F32	0.0	1.8027989061	0.0	0.0	1.6325386936	0.0	0.7362407222	4.2966215
SIRPA	P78324	False	SHPS1_HUMAN		CPI-SS0339AE950	0.5702967162	5.4484011072	0.3482108798	0.3882094869	7.7123851906	0.0	4.1037304853	3.1345625886
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0A9FB762A	0.0	1.8027989061	0.0	0.0	1.6325386936	0.0	0.7362407222	4.2966215
BMP7	P18075	False	BMP7_HUMAN		CPI-SS0472C478C	0.0	0.0	0.0	0.0	0.0400301026	1.5299877601	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0CB863B46	0.0110350914	0.0694077901	0.0	0.0698977922	0.0	0.0	0.0	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS002DF6C31	0.0	1.8027989061	0.0	0.0	1.6325386936	0.0	0.7362407222	4.2966215
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS08877A081	0.0	1.8027989061	0.0	0.0	1.6325386936	0.0	0.7362407222	4.2966215
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0E23CEB91	0.0	1.8027989061	0.0	0.0	1.6325386936	0.0	0.7362407222	4.2966215
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS09C52F54E	0.0	1.8027989061	0.0	0.0	1.6325386936	0.0	0.7362407222	4.2966215
MDK	P21741	False	MK_HUMAN		CPI-SS083CBFACD	0.035250987	0.3362663046	0.0	0.0491559916	0.1420693319	0.0	0.0	0.0
WISP3	O95389	False	WISP3_HUMAN		CPI-SS0D3C90DDA	0.0	0.0209275083	0.0	0.0	0.0	0.0	0.0	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS048346C2B	0.0	1.8027989061	0.0	0.0	1.6325386936	0.0	0.7362407222	4.2966215
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS05A26A1DE	0.0	0.5037329503	0.0	0.0436685065	0.907192422	1.43020625	0.0	0.0
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0FEEB187C	0.0	0.5037329503	0.0	0.0436685065	0.907192422	1.43020625	0.0	0.0
PDGFA	P04085	False	PDGFA_HUMAN		CPI-SS0B70EB09E	0.6385485499	0.0	0.2853633357	0.8959304864	0.5595828736	2.2482014388	0.4645113341	2.6925148088
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0CB4F2FE4	0.0	0.5037329503	0.0	0.0436685065	0.907192422	1.43020625	0.0	0.0
MDK	P21741	False	MK_HUMAN		CPI-SS027E12A36	0.035250987	0.3362663046	0.0	0.0491559916	0.1420693319	0.0	0.0	0.0
PTN	P21246	False	PTN_HUMAN		CPI-SS04E690D72	5.6810257527	1.628897676	5.8650848251	5.2588939108	1.1851336602	6.4473184066	2.0301144714	1.6041065127
MDK	P21741	False	MK_HUMAN		CPI-SS012AFC842	0.035250987	0.3362663046	0.0	0.0491559916	0.1420693319	0.0	0.0	0.0
PTN	P21246	False	PTN_HUMAN		CPI-SS05D7900BF	5.6810257527	1.628897676	5.8650848251	5.2588939108	1.1851336602	6.4473184066	2.0301144714	1.6041065127
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS048604E28	0.0	0.0	0.0	0.0	0.0	1.857355	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0D782F60B	0.0691581917	0.1154999692	0.1404239114	0.0	0.0556337519	0.0	0.0	0.0
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS080C0EEB8	0.0	0.0	0.0	0.0	0.0	1.857355	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0B2D5BA95	0.0110350914	0.0694077901	0.0	0.0698977922	0.0	0.0	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0CA020C34	0.0691581917	0.1154999692	0.1404239114	0.0	0.0556337519	0.0	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SS0E4DE8215	0.0	0.0	0.0	0.0	0.0432984781	0.0	0.0	0.0
WNT3	P56703	False	WNT3_HUMAN		CPI-SS0E7523314	0.1354679315	0.0	0.0204902092	0.1233448766	0.0	0.0	0.0	0.0
