"","gene","-log10(p-value)","logFC_DAM","logFC_DroNc","FDR_DroNc"
"54","Nrp1","14.852297999999999",1.0241666444047,1.24827578974925,6.6957772478627e-185
"55","Egln3","14.717897000000001",3.94131757858981,0.599175082347237,8.46988337118184e-48
"56","Ldha","14.668672000000001",1.17155312743738,0.254823404578175,1.63646067854106e-06
"57","Cpd","14.483489000000001",1.54269960364308,0.524873189643142,6.57079739178871e-26
"58","Plekhh2","14.160446",2.16122506445156,0.852469535829331,1.90588405018407e-71
"59","Ptchd1","13.942983999999999",2.35318258291625,1.66149172770061,1.33130940815013e-257
"60","Kcnma1","13.926513999999999",2.60109924078056,0.713845004246727,2.77159563653185e-60
"61","Anxa3","13.785246000000001",1.09426811733843,0.474007099115457,5.65088749601828e-28
"62","St14","13.03721",2.30189098527278,0.427534265320623,3.26024954339361e-24
"63","Atox1","13.000835",1.24460603224835,0.255610817333392,6.84587770509489e-06
"64","Colec12","12.885081",6.71226560650329,0.636238256683161,7.06953346516778e-59
"65","Plin2","12.718897",2.35209518183147,0.418567950077218,4.39886663575606e-19
"66","Gas2l3","12.064095",3.25529120820237,0.479445464759669,6.10320465279466e-38
"67","Apbb2","11.871808",1.47561337043884,1.88616841219205,0
"68","Usp12","11.801033",1.20195630959554,0.935260242544422,6.19268750467976e-89
"69","Vps13c","11.715567",1.62150262223292,0.836396028632194,5.89380094223989e-64
"70","Gas7","11.714798",3.74664060307851,0.883076143160524,2.91660601995055e-72
"71","Scpep1","11.595931",1.18168675585014,0.330483795019895,1.58800517748146e-11
"72","Pea15a","10.914953000000001",0.801723032213717,0.286783382203627,1.0222895576405e-07
"73","Dnajb14","10.648807",1.20987825082591,0.660907226323322,2.70245263755922e-38
"74","Slc11a1","10.615397",0.884596708701072,0.336918091214846,1.08000591594243e-09
"75","Tpd52","10.442705",0.919533413692161,0.667790676792047,4.36725558920527e-42
"76","Tnfsf8","10.128833",2.57591272938345,0.955548804720246,2.88632549423244e-85
"77","Dhrs3","9.4354790000000008",0.589703126963002,0.360286690772602,3.30979303159017e-11
"78","Chst11","9.2667529999999996",1.12364951466981,0.884765726050853,2.34290700008738e-78
"79","Cybb","9.0282509999999991",2.57113402283879,0.325864433850853,7.42984076452132e-25
"80","Creb3l2","8.9680470000000003",1.11355851639278,0.428878069179293,5.66598625581252e-16
"81","St8sia6","8.8750060000000008",1.27036369292555,0.786288144647143,4.62127506224484e-61
"82","Coro2a","8.7985000000000007",1.84270011611121,0.261992679681106,7.93916449327922e-06
"83","Atf3","8.456671",1.79483827376198,0.309961001061161,2.31215566823265e-24
"84","Ldlrad3","8.3952620000000007",2.99888331489862,0.755071020906701,3.57399492431875e-69
"85","Asb10","8.2237760000000009",1.02172774563341,0.347169692996214,5.86634615963408e-23
"86","Ttyh2","8.0220880000000001",2.54201419360243,0.301538353722137,6.87357652122579e-12
"87","Atp6v1c1","7.9290289999999999",0.907373693715861,0.535758413725172,1.23969794029868e-25
"88","Cd84","7.8319650000000003",0.706097002086572,0.664781906269773,5.38538781446339e-55
"89","Ghr","7.8239489999999998",7.94664314498352,0.264255588504247,1.94026801434083e-15
"90","Gpr137c","7.8213860000000004",4.13434153366628,0.415280970493072,4.39123383834183e-23
"91","Scarb1","7.8014859999999997",0.977847486625586,0.403841390304723,3.81538861011831e-17
"92","Fblim1","7.5540310000000002",1.33877893183996,0.380465367714967,1.0561414744662e-14
"93","Prr5l","7.5156900000000002",1.89641602295234,0.305746985974062,4.15287073206381e-13
"94","Adarb1","7.3881370000000004",1.62988785252056,0.865948838235336,1.55579776291346e-66
"95","Soat1","7.2318069999999999",0.997975807761565,0.470850233595362,3.31424912241933e-19
"96","Slc2a1","7.1642720000000004",0.640829529358927,0.398704925780259,1.43005036631887e-18
"97","Prkg1",NA,NA,1.90166444174233,0
"98","Cacna1a",NA,NA,2.04441789058532,0
"99","Ctnna3",NA,NA,1.96908263124858,0
"100","Fgf13",NA,NA,2.13000008652755,0
"101","Gm15155",NA,NA,1.85199347605189,0
"102","Olfr111",NA,NA,2.13432063346171,0
"103","Xylt1",NA,NA,1.70747646390663,3.06190644857049e-275
"104","Arhgap24",NA,NA,1.46536745819364,6.39784279595373e-253
"105","Gm20663",NA,NA,1.35332543944261,1.31045972991502e-188
"106","Fnip2",NA,NA,1.24124575227869,1.49487068312321e-182
"107","Gm15283",NA,NA,1.36691311247698,2.81991803491071e-176
"108","Plxdc2",NA,NA,0.66361955708355,1.02686739255919e-163
"109","Rassf3",NA,NA,1.1946155158775,2.83339263243089e-149
"110","Gm26714",NA,NA,1.22993172366943,2.53413387217414e-143
"111","Bcl2",NA,NA,1.22606635500346,6.36290940123035e-137
"112","Cacnb4",NA,NA,1.20976607355702,1.20826088443185e-133
"113","Cpeb2",NA,NA,1.09753991931326,3.65704152832115e-114
"114","Tgfbr2",NA,NA,0.888429443552723,6.4865043627817e-114
"115","Otulin",NA,NA,1.0809566876333,7.2314459125975e-112
"116","Hdac9",NA,NA,0.890406575760331,6.059002625005e-102
"117","Trps1",NA,NA,1.05821863536594,4.7367864943298e-101
"118","Akt3",NA,NA,0.846750042959367,2.42381710438423e-87
"119","Gm8995",NA,NA,0.981561175825537,1.34973251373764e-85
"120","Gcnt2",NA,NA,0.95703767683252,9.88894785683021e-83
"121","Gng12",NA,NA,0.935836833949838,1.5602941558105e-82
"122","Apobec1",NA,NA,0.899808479204772,2.43024110280153e-80
"123","Rai14",NA,NA,0.817028749052365,2.43024110280153e-80
"124","Prickle1",NA,NA,0.892074479165222,2.55028348397517e-76
"125","Lrmda",NA,NA,0.556706528145942,2.34567670229259e-72
"126","Arid5b",NA,NA,0.827378995157875,3.85998266894369e-71
"127","Myo1f",NA,NA,0.68840615298043,8.93216437880273e-71
"128","C030034L19Rik",NA,NA,0.821541269446361,2.13162021941685e-69
"129","F630206G17Rik",NA,NA,0.832770346208703,2.15193358717282e-69
"130","Gm37168",NA,NA,0.798398181826424,3.89874035579581e-69
"131","Cd300lf",NA,NA,0.760334288758815,2.60440586130047e-68
"132","Dgkz",NA,NA,0.837013396942776,1.85826395028651e-67
"133","Mitf",NA,NA,0.705353541248043,2.35598697338789e-66
"134","AU020206",NA,NA,0.785082319838375,4.94362453677806e-64
"135","Bcar3",NA,NA,0.678035638533232,4.65416915834009e-63
"136","Ptprc",NA,NA,0.69966348188171,8.25208523140455e-63
"137","Lrrtm3",NA,NA,0.742572157226197,5.96904065646835e-62
"138","Alcam",NA,NA,0.813757012772993,2.55124380327651e-61
"139","Anapc15",NA,NA,0.80562514598445,4.27880173169522e-61
"140","Plekhm2",NA,NA,0.781681341816189,1.20438374924858e-59
"141","Acer3",NA,NA,0.676993959309332,4.64705178803144e-59
"142","Klhl6",NA,NA,0.814486085414484,1.27634411161962e-58
"143","Osbpl8",NA,NA,0.749458560334425,4.92498329575392e-58
"144","Olfr110",NA,NA,0.672917688568466,6.00289003642968e-56
"145","Asph",NA,NA,0.662144237776298,2.83561011771183e-55
"146","Abcd2",NA,NA,0.747154716957879,1.47870370275951e-53
"147","Dgkd",NA,NA,0.674132385731483,1.72310474547153e-52
"148","Cd274",NA,NA,0.689477472337988,4.78690692029202e-51
"149","Gab3",NA,NA,0.75338064525926,5.74153573185436e-51
"150","Fmn1",NA,NA,0.741513562416335,7.9243479617994e-50
"151","Efr3b",NA,NA,0.659167304102319,1.51267787007148e-49
"152","Ifi207",NA,NA,0.597591476589067,2.08391174560544e-49
"153","Actr3b",NA,NA,0.688711607689714,6.18310858610248e-49
"154","Arap2",NA,NA,0.723236804479814,2.10487527875167e-48
"155","Cd244a",NA,NA,0.650667948200203,3.59604811284857e-48
"156","Rttn",NA,NA,0.736440415396504,3.68845974523056e-48
"157","Neat1",NA,NA,0.740103686973809,4.66184821600768e-48
"158","Arhgap26.1",NA,NA,0.689527451140896,1.19538017270876e-47
"159","Rab7b",NA,NA,0.498839146252679,1.7776904739524e-47
"160","Asap1",NA,NA,0.541141242223801,2.2490727743848e-47
"161","Cdk14",NA,NA,0.629084826771421,3.98206695747065e-47
"162","Man1c1",NA,NA,0.644027951806582,7.18816012747666e-47
"163","Pacsin1",NA,NA,0.722549270686662,1.75364827097132e-46
"164","Gm13391",NA,NA,0.518991503538536,7.8593826024533e-46
"165","Slc25a25",NA,NA,0.718555220907882,1.27874166851231e-45
"166","Lyst",NA,NA,0.673106372222613,1.24592421268927e-44
"167","March3",NA,NA,0.711527021486494,3.21902173093025e-44
"168","Efna5",NA,NA,0.610628227016361,7.63104206453844e-44
"169","Plek",NA,NA,0.641417602736178,8.77281413698022e-43
"170","Tec",NA,NA,0.665212747053908,2.52622430571554e-42
"171","Eepd1",NA,NA,0.66947026338777,7.89933108443913e-42
"172","St6gal1",NA,NA,0.62536373661972,3.15157829941705e-41
"173","Socs6",NA,NA,0.672071561697841,8.24814139676297e-41
"174","Oasl2",NA,NA,0.584595344891531,1.35944488631322e-40
"175","Kynu",NA,NA,0.523828276516877,2.8632686128937e-40
"176","Ddx31",NA,NA,0.666221779739071,8.46480653386052e-40
"177","Tent5c",NA,NA,0.667745524974171,3.79726548990274e-39
"178","A430093F15Rik",NA,NA,0.409583946276299,4.78007047896584e-39
"179","Fam219a",NA,NA,0.654381959129674,5.71524392046148e-39
"180","Pvt1",NA,NA,0.555886586326201,1.99669123854563e-38
"181","Olfr112",NA,NA,0.440320092481863,1.45841296900945e-37
"182","Gm16183",NA,NA,0.498418304665305,2.01403910909538e-37
"183","Osbpl3",NA,NA,0.611779190352896,2.29339494704155e-37
"184","Cers6",NA,NA,0.651121774463475,2.38241085959553e-37
"185","Gm2682",NA,NA,0.374745521250923,3.39845270751513e-37
"186","Rasgrp3",NA,NA,0.527321074821334,3.47255552639514e-37
"187","Gab2",NA,NA,0.429428150960415,1.50776135310238e-35
"188","Samsn1",NA,NA,0.59245703688508,2.4712642633363e-34
"189","Pkib",NA,NA,0.584895000755051,3.49574854218436e-34
"190","P2rx4",NA,NA,0.61537180808656,3.50544137656537e-34
"191","Sipa1l2",NA,NA,0.539050974255042,3.86643872223679e-34
"192","Abcb1b",NA,NA,0.621668023789766,4.98755973439387e-34
"193","Skap1",NA,NA,0.370936469587048,1.59950539477127e-33
"194","Aopep",NA,NA,0.577526481352352,5.47720157440041e-33
"195","Mdfic",NA,NA,0.496836986138118,2.32361471773615e-32
"196","Slfn5",NA,NA,0.421479794051169,5.69287972864469e-32
"197","Creb5",NA,NA,0.499533374154794,5.91756297879731e-32
"198","Hacd2",NA,NA,0.600297035624445,6.98036477195233e-32
"199","Abhd12",NA,NA,0.466685501915039,1.6289115632515e-31
"200","Plekha1",NA,NA,0.583829008048933,3.77597728633708e-31
"201","Minar1",NA,NA,0.445118560161542,4.11666320046821e-31
"202","Zfp704",NA,NA,0.596877273139657,5.65770479241626e-31
"203","Satb2",NA,NA,0.511043542399552,7.49016737789957e-31
"204","Slc38a6",NA,NA,0.590055683943775,2.11003043321697e-30
"205","Cpq",NA,NA,0.568881739312412,6.13611911773899e-30
"206","A930007I19Rik",NA,NA,0.514167736501205,8.0629313719783e-30
"207","Gnptab",NA,NA,0.552778719727786,1.24271739005605e-29
"208","Clint1",NA,NA,0.503057294374428,1.40014892143233e-29
"209","Lrguk",NA,NA,0.431972142579785,3.52582024615834e-29
"210","Mthfs",NA,NA,0.538704231622165,4.03736769039515e-29
"211","Peli2",NA,NA,0.538305244209819,4.26081379671422e-29
"212","Myo9b",NA,NA,0.560461799467458,1.75599163306424e-28
"213","Rnf144b",NA,NA,0.564355451380276,3.43387801691669e-28
"214","St8sia4",NA,NA,0.54510675807404,3.58058891957342e-28
"215","Plpp1",NA,NA,0.558971004350549,9.19821950387191e-28
"216","Sh3bp2",NA,NA,0.562149237496267,1.07479556948411e-27
"217","Dab2",NA,NA,0.486779478114655,3.28652766599103e-27
"218","4930479D17Rik",NA,NA,0.466628432637492,7.11346630269344e-27
"219","2210408F21Rik",NA,NA,0.553519032147121,1.45921026935988e-26
"220","Ldlr",NA,NA,0.409198382767892,2.02649338197052e-26
"221","Prkch",NA,NA,0.536261970758649,7.84886518571072e-26
"222","Lamp2",NA,NA,0.493542965341847,8.67192769716412e-26
"223","Sox5",NA,NA,0.449339092557744,1.19625183823465e-25
"224","Tbc1d1",NA,NA,0.538452533964256,1.51717625415908e-25
"225","Gm13919",NA,NA,0.3409778333094,1.61706921152978e-25
"226","Fgf1",NA,NA,0.428767752005969,1.67828427368926e-25
"227","Fbn2",NA,NA,0.374317701917071,3.32790478899889e-25
"228","Lrrc8d",NA,NA,0.501410218130077,1.18814645649243e-24
"229","Clip1",NA,NA,0.515565674687747,2.57332396618983e-24
"230","Esrrg",NA,NA,0.487133239209044,4.21298415291899e-24
"231","Tecpr1",NA,NA,0.50389575634307,9.77341393729408e-24
"232","Dna2",NA,NA,0.389857019699531,1.36856155767787e-23
"233","Cd180",NA,NA,0.47502585570261,2.70623038162089e-23
"234","Nlrc5",NA,NA,0.430055000589978,3.30062397516601e-23
"235","Fgfr2",NA,NA,0.42602928827272,3.65080153499874e-23
"236","Nrp2",NA,NA,0.51404026658324,5.61617532414729e-23
"237","Fam214a",NA,NA,0.49898782741835,7.11701889649713e-23
"238","Hip1",NA,NA,0.477363118732489,7.75693590288038e-23
"239","Snx30",NA,NA,0.492786453406946,8.92070840554091e-23
"240","Tbc1d4",NA,NA,0.513310544488861,1.04008567292879e-22
"241","Ppard",NA,NA,0.508324331460613,1.22309841442089e-22
"242","Bcl2l1",NA,NA,0.488565688372384,1.34994481253221e-22
"243","Synj2",NA,NA,0.422545398150017,7.10242352073293e-22
"244","Masp1",NA,NA,0.359727585832768,8.05275747249882e-22
"245","Anxa2",NA,NA,0.300659703576188,1.50830297820372e-21
"246","Zbtb16",NA,NA,0.438234077885075,2.12409721598622e-21
"247","Dtnbp1",NA,NA,0.491545913458975,2.57925290712661e-21
"248","Trerf1",NA,NA,0.401261900275831,3.63435236535417e-21
"249","Gm20721",NA,NA,0.439611410137676,5.16058510347581e-21
"250","Arnt2",NA,NA,0.406652475300778,5.87626795041686e-21
"251","Oxct1",NA,NA,0.43145524360126,7.1236297564215e-21
"252","Phip",NA,NA,0.437806853373017,9.61107901939738e-21
"253","Pnpla7",NA,NA,0.399973742968181,1.23389559603351e-20
"254","Fgr",NA,NA,0.394425162163843,1.68882418444198e-20
"255","Lncpint",NA,NA,0.429378200679056,1.722171441804e-20
"256","Snx24",NA,NA,0.406544006225463,2.37712119518556e-20
"257","Atxn10",NA,NA,0.456379981270523,3.40806622266416e-20
"258","Cd48",NA,NA,0.469729094445663,4.69937549341361e-20
"259","Gnaq",NA,NA,0.356288478840943,9.62493624090795e-20
"260","Dpy19l4",NA,NA,0.444325302657784,1.74737832410093e-19
"261","Gm49969",NA,NA,0.346968587783156,2.82674257685061e-19
"262","Nfe2l2",NA,NA,0.452400674851903,4.12865078091769e-19
"263","Ralgapa2",NA,NA,0.469153401572294,5.93222028970594e-19
"264","Fyn",NA,NA,0.454629268704286,7.24547692509429e-19
"265","Tmcc3",NA,NA,0.292638158466353,7.50022143362684e-19
"266","Susd6",NA,NA,0.429633738915081,1.31315312788773e-18
"267","Pdgfc",NA,NA,0.307704799438642,2.00278275248585e-18
"268","Rell1",NA,NA,0.348450044037008,2.17630387094738e-18
"269","Atp6v1b2",NA,NA,0.456097533479013,2.83840516007305e-18
"270","Eya4",NA,NA,0.454740757399274,3.55326349110554e-18
"271","Abr",NA,NA,0.415043806294628,4.3331515629576e-18
"272","4931406P16Rik",NA,NA,0.459848850895924,4.70535461678415e-18
"273","Arhgap17",NA,NA,0.386462126226691,4.72298525981167e-18
"274","Csf3r",NA,NA,0.344273871652821,1.42970821598216e-17
"275","Cytip",NA,NA,0.255520151477068,3.42221877520271e-17
"276","Nav1",NA,NA,0.447504301390079,3.81380678788848e-17
"277","Tbxas1",NA,NA,0.351455936458463,5.24583505033326e-17
"278","3110082I17Rik",NA,NA,0.41685248459015,5.58604752561921e-17
"279","Hectd2os",NA,NA,0.308102309972561,6.07910266659066e-17
"280","Mfhas1",NA,NA,0.439839404738078,6.66138587459272e-17
"281","Kcnq1ot1",NA,NA,0.429393260581846,6.81850909902266e-17
"282","Mef2d",NA,NA,0.431022590084423,9.4098840739977e-17
"283","Lonrf3",NA,NA,0.420028026549519,1.56851137262392e-16
"284","Ranbp9",NA,NA,0.413119352247156,1.68257785804123e-16
"285","Cdkal1",NA,NA,0.405225396166724,1.92099890497845e-16
"286","Nedd9",NA,NA,0.320523230046382,2.6792293509471e-16
"287","Tlk1",NA,NA,0.430493546908119,2.78288647204721e-16
"288","Tmem184b",NA,NA,0.430779502518937,3.74607182138477e-16
"289","Slc3a2",NA,NA,0.425731903047754,3.74893606578274e-16
"290","Adap1",NA,NA,0.40124683770606,3.79199079573204e-16
"291","Znrf3",NA,NA,0.427747117968549,4.77540008379707e-16
"292","Txndc16",NA,NA,0.421446867456383,5.00876287167351e-16
"293","Fcgr2b",NA,NA,0.427129883091334,5.84854394971995e-16
"294","Rnf150",NA,NA,0.431464509268043,7.78629781803211e-16
"295","Rab37",NA,NA,0.263876612869941,8.91698607826626e-16
"296","Slc15a3",NA,NA,0.400327885391554,1.01284778902642e-15
"297","Fnip1",NA,NA,0.384354479216108,1.05775381252306e-15
"298","Alpk1",NA,NA,0.40865826948313,1.74449645860111e-15
"299","Srpk2",NA,NA,0.400345132495562,1.7515124295728e-15
"300","Slc23a2",NA,NA,0.418739817625924,1.89517798694277e-15
"301","Antxr2",NA,NA,0.250362640431223,2.2836529357764e-15
"302","0610043K17Rik",NA,NA,0.356672855261003,4.93891187677788e-15
"303","Cux1",NA,NA,0.340048579824427,5.40251750697366e-15
"304","Cdk19",NA,NA,0.362402893263089,5.88409112406713e-15
"305","Coro1c",NA,NA,0.400099783003635,7.56484988273066e-15
"306","Nol4l",NA,NA,0.414002051269472,8.63163313032565e-15
"307","Atp10a",NA,NA,0.296216688461167,8.84794411746593e-15
"308","Atp8a1",NA,NA,0.330259862462954,1.29627823349441e-14
"309","Bhlhe41",NA,NA,0.407368660446951,1.57473018585705e-14
"310","Lrmp",NA,NA,0.415088679005594,1.68007593016451e-14
"311","Eml4",NA,NA,0.356688299746016,2.14548866645913e-14
"312","Clic4",NA,NA,0.32572452173841,2.19949384394321e-14
"313","Plekhm3",NA,NA,0.383339277800422,2.22017053874643e-14
"314","Arhgap25",NA,NA,0.385549467218582,2.25581326699889e-14
"315","Cdk6",NA,NA,0.378150574986673,2.3399247263791e-14
"316","Iqgap1",NA,NA,0.320510250111587,3.2788383013091e-14
"317","Daam1",NA,NA,0.402522347474204,3.83040999092916e-14
"318","5033421B08Rik",NA,NA,0.335997284254468,4.80900111613931e-14
"319","Plgrkt",NA,NA,0.356161828732797,4.90350484716117e-14
"320","Pfkl",NA,NA,0.381819396787096,5.25156131865336e-14
"321","Gpd2",NA,NA,0.330143645231916,9.35401062194304e-14
"322","Milr1",NA,NA,0.288654642314251,1.29795413071339e-13
"323","Akap10",NA,NA,0.363401144310858,2.84100949829119e-13
"324","Cacna1d",NA,NA,0.345630682291575,2.85608382160911e-13
"325","Ppm1h",NA,NA,0.305356917238061,3.41642174197464e-13
"326","Ankrd12",NA,NA,0.357738006768078,3.62124010714219e-13
"327","Optn",NA,NA,0.268962305313963,3.82122238229353e-13
"328","Fam129a",NA,NA,0.386144653991796,4.03463131835243e-13
"329","Nsmce2",NA,NA,0.365733007010222,7.58846953840361e-13
"330","AY512915",NA,NA,0.337201922309119,7.69754552590369e-13
"331","Dhx32",NA,NA,0.367269003827387,8.08266820685385e-13
"332","Klhl24",NA,NA,0.374995456861168,9.69965761408728e-13
"333","Ifi204",NA,NA,0.308054732926924,9.75429924361001e-13
"334","Slc12a2",NA,NA,0.381394319767092,9.8086889187875e-13
"335","Snx8",NA,NA,0.365777934478595,9.89667475078263e-13
"336","Sp100",NA,NA,0.374214400458955,1.06933042854804e-12
"337","Sgms1",NA,NA,0.367567329119416,1.06947444095464e-12
"338","Slc25a13",NA,NA,0.316577699940883,1.36140375542945e-12
"339","Spred2",NA,NA,0.377969337472065,2.07542965281699e-12
"340","Itga5",NA,NA,0.304855849635436,4.09384239146906e-12
"341","Card11",NA,NA,0.314729454362219,4.44140441214408e-12
"342","Zfand2a",NA,NA,0.277098089675605,6.30606493301316e-12
"343","Cep78",NA,NA,0.348000279550966,6.44998940890684e-12
"344","Ptpra",NA,NA,0.326590802855551,7.40281327827616e-12
"345","Skap2",NA,NA,0.296696532455239,9.1678231458001e-12
"346","Dusp3",NA,NA,0.362072929473028,1.13936770834295e-11
"347","Aig1",NA,NA,0.365575598966469,1.30291254881528e-11
"348","Usp18",NA,NA,0.285871681597434,1.45127270650322e-11
"349","Kpna4",NA,NA,0.322060735970315,2.16083792670187e-11
"350","Pkp4",NA,NA,0.358131503413437,2.27888337817341e-11
"351","Chn2",NA,NA,0.273274868051189,2.29749339320119e-11
"352","Arhgap15",NA,NA,0.357799586178539,2.45382074029223e-11
"353","Dock6",NA,NA,0.269262820270912,2.72154278306245e-11
"354","Col25a1",NA,NA,0.31265764087198,4.27047958672144e-11
"355","Wwox",NA,NA,0.313500800397299,4.71966523316379e-11
"356","Mapkapk2",NA,NA,0.340834753580918,5.19089422874024e-11
"357","Rusc2",NA,NA,0.332535037224018,5.25952748082888e-11
"358","4933432I03Rik",NA,NA,0.253007621709084,5.79395132491339e-11
"359","Ercc6",NA,NA,0.299190700494062,6.56206247521257e-11
"360","AU022793",NA,NA,0.251272043876215,7.03345990842083e-11
"361","Runx1",NA,NA,0.262310795190335,1.09437865879284e-10
"362","Zhx2",NA,NA,0.320824455706778,1.82566316691821e-10
"363","Dtx3",NA,NA,0.32771897316826,1.89071912846612e-10
"364","Map3k20",NA,NA,0.310849439089148,1.96766811096407e-10
"365","Tns3",NA,NA,0.278982707858357,2.16575730830836e-10
"366","Mrc2",NA,NA,0.341612714168951,2.72504281066134e-10
"367","Rasa4",NA,NA,0.345410794109629,2.84275876796475e-10
"368","C3ar1",NA,NA,0.320512484281133,3.26046204075998e-10
"369","Ptpre",NA,NA,0.330007300213381,3.34528458699635e-10
"370","Gm32250",NA,NA,0.297905522077514,3.91285424801579e-10
"371","Mtmr10",NA,NA,0.303326180123984,3.96098091950328e-10
"372","Speg",NA,NA,0.263143443009156,4.03065968277862e-10
"373","Mast4",NA,NA,0.335197177951052,4.85140404668764e-10
"374","Nfkbiz",NA,NA,0.308033569110736,4.8722161711853e-10
"375","Hpcal1",NA,NA,0.332192289741479,5.98215864342461e-10
"376","Rbm47",NA,NA,0.298002960046112,6.22130959943108e-10
"377","Trim30a",NA,NA,0.322300018227489,7.0182537664601e-10
"378","Lmo2",NA,NA,0.342020522900977,7.2594642927229e-10
"379","Slc16a7",NA,NA,0.328691583404547,8.02807144870728e-10
"380","Zc3hav1",NA,NA,0.337451019637419,8.34135236770383e-10
"381","Irak2",NA,NA,0.28712820225296,9.45530646458353e-10
"382","Map3k1",NA,NA,0.336224785846625,1.05918786535289e-09
"383","Elf2",NA,NA,0.332737262627803,1.06496006485303e-09
"384","Lat2",NA,NA,0.318063625720877,1.2494720064966e-09
"385","Znrf2",NA,NA,0.321718211750086,1.67456929328899e-09
