"Label" "Information"
"85" "Loaded via a namespace (and not attached):" "babelwhale_1.0.1"
"86" "Loaded via a namespace (and not attached):" "gtable_0.3.0"
"87" "Loaded via a namespace (and not attached):" "globals_0.13.1"
"88" "Loaded via a namespace (and not attached):" "processx_3.4.4"
"89" "Loaded via a namespace (and not attached):" "goftest_1.2-2"
"90" "Loaded via a namespace (and not attached):" "rlang_0.4.8"
"91" "Loaded via a namespace (and not attached):" "scatterplot3d_0.3-41"
"92" "Loaded via a namespace (and not attached):" "splines_3.6.0"
"93" "Loaded via a namespace (and not attached):" "lazyeval_0.2.2"
"94" "Loaded via a namespace (and not attached):" "princurve_2.1.5"
"95" "Loaded via a namespace (and not attached):" "hexbin_1.28.1"
"96" "Loaded via a namespace (and not attached):" "yaml_2.2.1"
"97" "Loaded via a namespace (and not attached):" "reshape2_1.4.4"
"98" "Loaded via a namespace (and not attached):" "abind_1.4-5"
"99" "Loaded via a namespace (and not attached):" "httpuv_1.5.4"
"100" "Loaded via a namespace (and not attached):" "tools_3.6.0"
"101" "Loaded via a namespace (and not attached):" "ellipsis_0.3.1"
"102" "Loaded via a namespace (and not attached):" "RColorBrewer_1.1-2"
"103" "Loaded via a namespace (and not attached):" "proxy_0.4-24"
"104" "Loaded via a namespace (and not attached):" "BiocGenerics_0.32.0"
"105" "Loaded via a namespace (and not attached):" "ggridges_0.5.2"
"106" "Loaded via a namespace (and not attached):" "Rcpp_1.0.5"
"107" "Loaded via a namespace (and not attached):" "plyr_1.8.6"
"108" "Loaded via a namespace (and not attached):" "zlibbioc_1.32.0"
"109" "Loaded via a namespace (and not attached):" "purrr_0.3.4"
"110" "Loaded via a namespace (and not attached):" "RCurl_1.98-1.2"
"111" "Loaded via a namespace (and not attached):" "ps_1.4.0"
"112" "Loaded via a namespace (and not attached):" "rpart_4.1-15"
"113" "Loaded via a namespace (and not attached):" "deldir_0.1-29"
"114" "Loaded via a namespace (and not attached):" "pbapply_1.4-3"
"115" "Loaded via a namespace (and not attached):" "S4Vectors_0.24.4"
"116" "Loaded via a namespace (and not attached):" "dynparam_1.0.1"
"117" "Loaded via a namespace (and not attached):" "zoo_1.8-8"
"118" "Loaded via a namespace (and not attached):" "SummarizedExperiment_1.16.1"
"119" "Loaded via a namespace (and not attached):" "haven_2.3.1"
"120" "Loaded via a namespace (and not attached):" "cluster_2.1.0"
"121" "Loaded via a namespace (and not attached):" "magrittr_1.5"
"122" "Loaded via a namespace (and not attached):" "data.table_1.13.2"
"123" "Loaded via a namespace (and not attached):" "RSpectra_0.16-0"
"124" "Loaded via a namespace (and not attached):" "openxlsx_4.2.3"
"125" "Loaded via a namespace (and not attached):" "carrier_0.1.0"
"126" "Loaded via a namespace (and not attached):" "lmtest_0.9-38"
"127" "Loaded via a namespace (and not attached):" "RANN_2.6.1"
"128" "Loaded via a namespace (and not attached):" "pcaMethods_1.78.0"
"129" "Loaded via a namespace (and not attached):" "fitdistrplus_1.1-1"
"130" "Loaded via a namespace (and not attached):" "matrixStats_0.57.0"
"131" "Loaded via a namespace (and not attached):" "hms_0.5.3"
"132" "Loaded via a namespace (and not attached):" "patchwork_1.0.1"
"133" "Loaded via a namespace (and not attached):" "mime_0.9"
"134" "Loaded via a namespace (and not attached):" "xtable_1.8-4"
"135" "Loaded via a namespace (and not attached):" "smoother_1.1"
"136" "Loaded via a namespace (and not attached):" "rio_0.5.16"
"137" "Loaded via a namespace (and not attached):" "mclust_5.4.6"
"138" "Loaded via a namespace (and not attached):" "IRanges_2.20.2"
"139" "Loaded via a namespace (and not attached):" "testthat_3.0.0"
"140" "Loaded via a namespace (and not attached):" "compiler_3.6.0"
"141" "Loaded via a namespace (and not attached):" "tibble_3.0.4"
"142" "Loaded via a namespace (and not attached):" "KernSmooth_2.23-15"
"143" "Loaded via a namespace (and not attached):" "crayon_1.3.4"
"144" "Loaded via a namespace (and not attached):" "htmltools_0.5.0"
"145" "Loaded via a namespace (and not attached):" "proxyC_0.1.5"
"146" "Loaded via a namespace (and not attached):" "mgcv_1.8-28"
"147" "Loaded via a namespace (and not attached):" "later_1.1.0.1"
"148" "Loaded via a namespace (and not attached):" "RcppParallel_5.0.2"
"149" "Loaded via a namespace (and not attached):" "MASS_7.3-53"
"150" "Loaded via a namespace (and not attached):" "boot_1.3-22"
"151" "Loaded via a namespace (and not attached):" "Matrix_1.2-18"
"152" "Loaded via a namespace (and not attached):" "car_3.0-10"
"153" "Loaded via a namespace (and not attached):" "readr_1.4.0"
"154" "Loaded via a namespace (and not attached):" "cli_2.1.0"
"155" "Loaded via a namespace (and not attached):" "parallel_3.6.0"
"156" "Loaded via a namespace (and not attached):" "igraph_1.2.6"
"157" "Loaded via a namespace (and not attached):" "GenomicRanges_1.38.0"
"158" "Loaded via a namespace (and not attached):" "forcats_0.5.0"
"159" "Loaded via a namespace (and not attached):" "pkgconfig_2.0.3"
"160" "Loaded via a namespace (and not attached):" "foreign_0.8-71"
"161" "Loaded via a namespace (and not attached):" "laeken_0.5.1"
"162" "Loaded via a namespace (and not attached):" "sp_1.4-4"
"163" "Loaded via a namespace (and not attached):" "plotly_4.9.2.1"
"164" "Loaded via a namespace (and not attached):" "foreach_1.5.1"
"165" "Loaded via a namespace (and not attached):" "dynutils_1.0.5"
"166" "Loaded via a namespace (and not attached):" "XVector_0.26.0"
"167" "Loaded via a namespace (and not attached):" "stringr_1.4.0"
"168" "Loaded via a namespace (and not attached):" "digest_0.6.27"
"169" "Loaded via a namespace (and not attached):" "sctransform_0.3.1"
"170" "Loaded via a namespace (and not attached):" "RcppAnnoy_0.0.16"
"171" "Loaded via a namespace (and not attached):" "spatstat.data_1.4-3"
"172" "Loaded via a namespace (and not attached):" "cellranger_1.1.0"
"173" "Loaded via a namespace (and not attached):" "leiden_0.3.4"
"174" "Loaded via a namespace (and not attached):" "uwot_0.1.8"
"175" "Loaded via a namespace (and not attached):" "curl_4.3"
"176" "Loaded via a namespace (and not attached):" "shiny_1.5.0"
"177" "Loaded via a namespace (and not attached):" "ggplot.multistats_1.0.0"
"178" "Loaded via a namespace (and not attached):" "lifecycle_0.2.0"
"179" "Loaded via a namespace (and not attached):" "nlme_3.1-139"
"180" "Loaded via a namespace (and not attached):" "jsonlite_1.7.1"
"181" "Loaded via a namespace (and not attached):" "carData_3.0-4"
"182" "Loaded via a namespace (and not attached):" "dynwrap_1.2.1"
"183" "Loaded via a namespace (and not attached):" "fansi_0.4.1"
"184" "Loaded via a namespace (and not attached):" "pillar_1.4.6"
"185" "Loaded via a namespace (and not attached):" "lattice_0.20-41"
"186" "Loaded via a namespace (and not attached):" "fastmap_1.0.1"
"187" "Loaded via a namespace (and not attached):" "httr_1.4.2"
"188" "Loaded via a namespace (and not attached):" "DEoptimR_1.0-8"
"189" "Loaded via a namespace (and not attached):" "survival_3.2-7"
"190" "Loaded via a namespace (and not attached):" "glue_1.4.2"
"191" "Loaded via a namespace (and not attached):" "xts_0.12.1"
"192" "Loaded via a namespace (and not attached):" "remotes_2.2.0"
"193" "Loaded via a namespace (and not attached):" "zip_2.1.1"
"194" "Loaded via a namespace (and not attached):" "spatstat_1.64-1"
"195" "Loaded via a namespace (and not attached):" "png_0.1-7"
"196" "Loaded via a namespace (and not attached):" "iterators_1.0.13"
"197" "Loaded via a namespace (and not attached):" "class_7.3-15"
"198" "Loaded via a namespace (and not attached):" "stringi_1.5.3"
"199" "Loaded via a namespace (and not attached):" "RcppHNSW_0.3.0"
"200" "Loaded via a namespace (and not attached):" "irlba_2.3.3"
"201" "Loaded via a namespace (and not attached):" "e1071_1.7-4"
"202" "Loaded via a namespace (and not attached):" "future.apply_1.6.0"
