id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	Astrocytes|Astrocytes	Astrocytes|CA1	Astrocytes|CA2_3	Astrocytes|Cajal	Astrocytes|Choroid	Astrocytes|Dentate_Gyrus	Astrocytes|Fibroblast	Astrocytes|Inhibitory_Neurons	Astrocytes|MFOL	Astrocytes|MOL	Astrocytes|Macrophage	Astrocytes|Microglia	Astrocytes|NFOL	Astrocytes|OPC	Astrocytes|Pericyte	Astrocytes|Unidentified_Neurons	Astrocytes|VLMC	Astrocytes|Vascular	Astrocytes|subiculum	CA1|Astrocytes	CA1|CA1	CA1|CA2_3	CA1|Cajal	CA1|Choroid	CA1|Dentate_Gyrus	CA1|Fibroblast	CA1|Inhibitory_Neurons	CA1|MFOL	CA1|MOL	CA1|Macrophage	CA1|Microglia	CA1|NFOL	CA1|OPC	CA1|Pericyte	CA1|Unidentified_Neurons	CA1|VLMC	CA1|Vascular	CA1|subiculum	CA2_3|Astrocytes	CA2_3|CA1	CA2_3|CA2_3	CA2_3|Cajal	CA2_3|Choroid	CA2_3|Dentate_Gyrus	CA2_3|Fibroblast	CA2_3|Inhibitory_Neurons	CA2_3|MFOL	CA2_3|MOL	CA2_3|Macrophage	CA2_3|Microglia	CA2_3|NFOL	CA2_3|OPC	CA2_3|Pericyte	CA2_3|Unidentified_Neurons	CA2_3|VLMC	CA2_3|Vascular	CA2_3|subiculum	Cajal|Astrocytes	Cajal|CA1	Cajal|CA2_3	Cajal|Cajal	Cajal|Choroid	Cajal|Dentate_Gyrus	Cajal|Fibroblast	Cajal|Inhibitory_Neurons	Cajal|MFOL	Cajal|MOL	Cajal|Macrophage	Cajal|Microglia	Cajal|NFOL	Cajal|OPC	Cajal|Pericyte	Cajal|Unidentified_Neurons	Cajal|VLMC	Cajal|Vascular	Cajal|subiculum	Choroid|Astrocytes	Choroid|CA1	Choroid|CA2_3	Choroid|Cajal	Choroid|Choroid	Choroid|Dentate_Gyrus	Choroid|Fibroblast	Choroid|Inhibitory_Neurons	Choroid|MFOL	Choroid|MOL	Choroid|Macrophage	Choroid|Microglia	Choroid|NFOL	Choroid|OPC	Choroid|Pericyte	Choroid|Unidentified_Neurons	Choroid|VLMC	Choroid|Vascular	Choroid|subiculum	Dentate_Gyrus|Astrocytes	Dentate_Gyrus|CA1	Dentate_Gyrus|CA2_3	Dentate_Gyrus|Cajal	Dentate_Gyrus|Choroid	Dentate_Gyrus|Dentate_Gyrus	Dentate_Gyrus|Fibroblast	Dentate_Gyrus|Inhibitory_Neurons	Dentate_Gyrus|MFOL	Dentate_Gyrus|MOL	Dentate_Gyrus|Macrophage	Dentate_Gyrus|Microglia	Dentate_Gyrus|NFOL	Dentate_Gyrus|OPC	Dentate_Gyrus|Pericyte	Dentate_Gyrus|Unidentified_Neurons	Dentate_Gyrus|VLMC	Dentate_Gyrus|Vascular	Dentate_Gyrus|subiculum	Fibroblast|Astrocytes	Fibroblast|CA1	Fibroblast|CA2_3	Fibroblast|Cajal	Fibroblast|Choroid	Fibroblast|Dentate_Gyrus	Fibroblast|Fibroblast	Fibroblast|Inhibitory_Neurons	Fibroblast|MFOL	Fibroblast|MOL	Fibroblast|Macrophage	Fibroblast|Microglia	Fibroblast|NFOL	Fibroblast|OPC	Fibroblast|Pericyte	Fibroblast|Unidentified_Neurons	Fibroblast|VLMC	Fibroblast|Vascular	Fibroblast|subiculum	Inhibitory_Neurons|Astrocytes	Inhibitory_Neurons|CA1	Inhibitory_Neurons|CA2_3	Inhibitory_Neurons|Cajal	Inhibitory_Neurons|Choroid	Inhibitory_Neurons|Dentate_Gyrus	Inhibitory_Neurons|Fibroblast	Inhibitory_Neurons|Inhibitory_Neurons	Inhibitory_Neurons|MFOL	Inhibitory_Neurons|MOL	Inhibitory_Neurons|Macrophage	Inhibitory_Neurons|Microglia	Inhibitory_Neurons|NFOL	Inhibitory_Neurons|OPC	Inhibitory_Neurons|Pericyte	Inhibitory_Neurons|Unidentified_Neurons	Inhibitory_Neurons|VLMC	Inhibitory_Neurons|Vascular	Inhibitory_Neurons|subiculum	MFOL|Astrocytes	MFOL|CA1	MFOL|CA2_3	MFOL|Cajal	MFOL|Choroid	MFOL|Dentate_Gyrus	MFOL|Fibroblast	MFOL|Inhibitory_Neurons	MFOL|MFOL	MFOL|MOL	MFOL|Macrophage	MFOL|Microglia	MFOL|NFOL	MFOL|OPC	MFOL|Pericyte	MFOL|Unidentified_Neurons	MFOL|VLMC	MFOL|Vascular	MFOL|subiculum	MOL|Astrocytes	MOL|CA1	MOL|CA2_3	MOL|Cajal	MOL|Choroid	MOL|Dentate_Gyrus	MOL|Fibroblast	MOL|Inhibitory_Neurons	MOL|MFOL	MOL|MOL	MOL|Macrophage	MOL|Microglia	MOL|NFOL	MOL|OPC	MOL|Pericyte	MOL|Unidentified_Neurons	MOL|VLMC	MOL|Vascular	MOL|subiculum	Macrophage|Astrocytes	Macrophage|CA1	Macrophage|CA2_3	Macrophage|Cajal	Macrophage|Choroid	Macrophage|Dentate_Gyrus	Macrophage|Fibroblast	Macrophage|Inhibitory_Neurons	Macrophage|MFOL	Macrophage|MOL	Macrophage|Macrophage	Macrophage|Microglia	Macrophage|NFOL	Macrophage|OPC	Macrophage|Pericyte	Macrophage|Unidentified_Neurons	Macrophage|VLMC	Macrophage|Vascular	Macrophage|subiculum	Microglia|Astrocytes	Microglia|CA1	Microglia|CA2_3	Microglia|Cajal	Microglia|Choroid	Microglia|Dentate_Gyrus	Microglia|Fibroblast	Microglia|Inhibitory_Neurons	Microglia|MFOL	Microglia|MOL	Microglia|Macrophage	Microglia|Microglia	Microglia|NFOL	Microglia|OPC	Microglia|Pericyte	Microglia|Unidentified_Neurons	Microglia|VLMC	Microglia|Vascular	Microglia|subiculum	NFOL|Astrocytes	NFOL|CA1	NFOL|CA2_3	NFOL|Cajal	NFOL|Choroid	NFOL|Dentate_Gyrus	NFOL|Fibroblast	NFOL|Inhibitory_Neurons	NFOL|MFOL	NFOL|MOL	NFOL|Macrophage	NFOL|Microglia	NFOL|NFOL	NFOL|OPC	NFOL|Pericyte	NFOL|Unidentified_Neurons	NFOL|VLMC	NFOL|Vascular	NFOL|subiculum	OPC|Astrocytes	OPC|CA1	OPC|CA2_3	OPC|Cajal	OPC|Choroid	OPC|Dentate_Gyrus	OPC|Fibroblast	OPC|Inhibitory_Neurons	OPC|MFOL	OPC|MOL	OPC|Macrophage	OPC|Microglia	OPC|NFOL	OPC|OPC	OPC|Pericyte	OPC|Unidentified_Neurons	OPC|VLMC	OPC|Vascular	OPC|subiculum	Pericyte|Astrocytes	Pericyte|CA1	Pericyte|CA2_3	Pericyte|Cajal	Pericyte|Choroid	Pericyte|Dentate_Gyrus	Pericyte|Fibroblast	Pericyte|Inhibitory_Neurons	Pericyte|MFOL	Pericyte|MOL	Pericyte|Macrophage	Pericyte|Microglia	Pericyte|NFOL	Pericyte|OPC	Pericyte|Pericyte	Pericyte|Unidentified_Neurons	Pericyte|VLMC	Pericyte|Vascular	Pericyte|subiculum	Unidentified_Neurons|Astrocytes	Unidentified_Neurons|CA1	Unidentified_Neurons|CA2_3	Unidentified_Neurons|Cajal	Unidentified_Neurons|Choroid	Unidentified_Neurons|Dentate_Gyrus	Unidentified_Neurons|Fibroblast	Unidentified_Neurons|Inhibitory_Neurons	Unidentified_Neurons|MFOL	Unidentified_Neurons|MOL	Unidentified_Neurons|Macrophage	Unidentified_Neurons|Microglia	Unidentified_Neurons|NFOL	Unidentified_Neurons|OPC	Unidentified_Neurons|Pericyte	Unidentified_Neurons|Unidentified_Neurons	Unidentified_Neurons|VLMC	Unidentified_Neurons|Vascular	Unidentified_Neurons|subiculum	VLMC|Astrocytes	VLMC|CA1	VLMC|CA2_3	VLMC|Cajal	VLMC|Choroid	VLMC|Dentate_Gyrus	VLMC|Fibroblast	VLMC|Inhibitory_Neurons	VLMC|MFOL	VLMC|MOL	VLMC|Macrophage	VLMC|Microglia	VLMC|NFOL	VLMC|OPC	VLMC|Pericyte	VLMC|Unidentified_Neurons	VLMC|VLMC	VLMC|Vascular	VLMC|subiculum	Vascular|Astrocytes	Vascular|CA1	Vascular|CA2_3	Vascular|Cajal	Vascular|Choroid	Vascular|Dentate_Gyrus	Vascular|Fibroblast	Vascular|Inhibitory_Neurons	Vascular|MFOL	Vascular|MOL	Vascular|Macrophage	Vascular|Microglia	Vascular|NFOL	Vascular|OPC	Vascular|Pericyte	Vascular|Unidentified_Neurons	Vascular|VLMC	Vascular|Vascular	Vascular|subiculum	subiculum|Astrocytes	subiculum|CA1	subiculum|CA2_3	subiculum|Cajal	subiculum|Choroid	subiculum|Dentate_Gyrus	subiculum|Fibroblast	subiculum|Inhibitory_Neurons	subiculum|MFOL	subiculum|MOL	subiculum|Macrophage	subiculum|Microglia	subiculum|NFOL	subiculum|OPC	subiculum|Pericyte	subiculum|Unidentified_Neurons	subiculum|VLMC	subiculum|Vascular	subiculum|subiculum
CPI-SS09A36B221	BDNF_SORT1	simple:P23560	simple:Q99523	ENSG00000176697	ENSG00000134243	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	0.044																					1.2085023263							1.4824708217	1.7374777338											1.2659887243	1.2402721904						1.5399572198	1.7949641319																																																	1.3388801793	1.3131636454			1.2383507305			1.6128486747	1.8678555868		1.2101770265																																																																																																																																																																																																																																													1.1810512277							1.4550197232	1.7100266352									
CPI-SS0472C478C	BMP7_PTPRK	simple:P18075	simple:Q15262	ENSG00000101144	ENSG00000152894	True	False	True	InnateDB-All	False	0.047																																																																																	3.1614474808		3.2493735505		6.2562553098	6.1107691164				2.757173063	7.9115031086	2.6940109091																									2.4829892118		3.8383243216	2.8884198638	3.9262503912		6.9331321505	6.7876459572			3.2377292226	3.4340499038	8.5883799493	3.3708877499																																																																																																																																																																																																																																							
CPI-SS0BFD8E056	EFNB2_EPHB1	simple:P52799	simple:P54762	ENSG00000125266	ENSG00000154928	False	True	True	curated	False	0.047																				1.2549485645		0.9170513672						2.1571118874	3.2194304287			3.3794372919			1.3540272712																																																																																																			1.2567529256								2.1589162484	3.2212347898			3.3812416529			1.3558316323																																																																																																																																																																																																		1.2569687498		0.9190715525						2.1591320726	3.221450614			3.3814574771			1.3560474565			
CPI-SS032E9A219	CX3CR1_CX3CL1	simple:P49238	simple:P78423	ENSG00000168329	ENSG00000006210	True	True	True	curated	False	0.047																																																																														1.1502356283																1.1772137696	1.2034288906																																																																																																	1.3614899507				1.3001896986		1.2590387551								1.2328558623		1.388468092	1.4146832129		4.0936473008	3.9193273806			4.0323470488		3.9911961052								3.9650132124	3.9134734281	4.1206254422	4.1468405631																																																																																																																																					
CPI-SS0D529E576	GRIN2B_IL16	simple:Q13224	simple:Q14005	ENSG00000273079	ENSG00000172349	True	True	False	I2D	False	0.05																						10.8153307536			10.675303664					11.2763051527											8.4681610557			8.3281339661					8.9291354548																																																	8.9081891098			8.7681620203					9.369163509																														6.9172460308			6.7772189413					7.37822043																																																																																																																																																10.4478722063			10.3078451167					10.9088466054																																																	6.3412380886			6.2012109991					6.8022124878								
CPI-SC0458F68A5	COL4A2_a1b1 complex	simple:P08572	complex:a1b1 complex	ENSG00000134871		True	False	False	curated	True	0.05																										0.8543126357								3.050725975			1.9950278859								0.9895085545								3.1859218938			2.1302238047																																																																																				0.739838006								2.9362513454			1.8805532563																																																																																																																																																																0.6715358099								2.8679491492			1.8122510601								1.1014543522								3.2978676915			2.2421696024								0.6934050575								2.8898183969			1.8341203077	
CPI-CS0123BC66C	PlexinA1_complex2_SEMA6D	complex:PlexinA1_complex2	simple:Q8NFY4		ENSG00000137872	False	True	False	curated	False	0.05																				2.2286360789				2.1485082263	2.1104133306		2.3942301059	1.6290428033	1.7326581937			2.1569321886	4.5145827378					2.7349278495	2.2270791633				2.1469513106	2.1088564149		2.3926731902	1.6274858876	1.7311012781			2.1553752729	4.5130258222					2.7333709339																																																																																																																																																																																																																																																																																																																
CPI-SC03DD946B2	TGFB2_TGFbeta receptor1	simple:P61812	complex:TGFbeta receptor1	ENSG00000092969		True	False	True	curated	False	0.053																																											1.2839435712						2.6242914996	3.8916975769						1.3134653803																									2.2787338389		1.7195796805				3.6190817673	4.8864878446					2.1074034556	2.308255648						1.2444132928						2.5847612213	3.8521672985						1.2739351019																																																																																																																																																																																																																							1.5902262421		1.0310720837				2.9305741705	4.1979802478						1.6197480512																				
CPI-SC032246C72	TGFB2_TGFbeta receptor2	simple:P61812	complex:TGFbeta receptor2	ENSG00000092969		True	False	True	curated	False	0.053																																											1.2839435712						2.6242914996	3.8916975769						1.3134653803																									2.2787338389		1.7195796805				3.6190817673	4.8864878446					2.1074034556	2.308255648						1.2444132928						2.5847612213	3.8521672985						1.2739351019																																																																																																																																																																																																																							1.5902262421		1.0310720837				2.9305741705	4.1979802478						1.6197480512																				
CPI-SS09808DEAE	CD74_APP	simple:P04233	simple:P05067	ENSG00000019582	ENSG00000142192	False	True	False	curated	False	0.053																																																																																																																																																																																															4.9394487994	6.1265160189	5.961702228	7.4469494745	6.9737786201	5.5310050284	7.6221854224	6.4223484648	10.4562541648	9.9672435094	7.9027948312	5.5376069233	7.6563095631	5.6244064515	6.2020903162	6.3291006431	5.4540427238	10.1344891585	6.2263000898																																																																																																																																																								
CPI-CS0D35E69F6	BMR1A_ACR2A_BMP7	complex:BMR1A_ACR2A	simple:P18075		ENSG00000101144	True	True	False	curated	False	0.055																								0.7184730638		1.3953499046																	0.6629971439		1.3398739847																	0.8572881145		1.5341649553																	0.6134796975		1.2903565382																	0.9780538454		1.6549306861																																				0.6639781561		1.3408549969																																																																																																																0.6985344426		1.3754112834																																				1.0764862209		1.7533630617																	1.0113374141		1.6882142549																																				1.1130874653		1.789964306												
CPI-CS012D15A88	BMR1A_ACR2A_BMP4	complex:BMR1A_ACR2A	simple:P12644		ENSG00000125378	True	True	False	curated	False	0.055																																1.0806753689				0.9670156839															1.025199449				0.911539764															1.2194904196				1.1058307346															0.9756820025				0.8620223175															1.3402561504				1.2265964654																																		1.0261804612				0.9125207761																																																																																																														1.0607367477				0.9470770627																																		1.438688526				1.325028841															1.3735397192				1.2598800342																																		1.4752897703				1.3616300853		
CPI-SC070D5A96F	JAM2_a4b1 complex	simple:P57087	complex:a4b1 complex	ENSG00000154721		False	False	False	curated	True	0.055		0.673398559	0.6030423994			0.6305904575					1.875040408				1.1464816433																																																																																																																																																																																																																							0.5574817006	0.4871255409			0.5146735991					1.7591235495				1.0305647849						0.9475101879	0.8771540283			0.9047020864					2.1491520369				1.4205932722																																																															1.6683238352	1.5979676755			1.6255157337					2.8699656841				2.1414069195																							
CPI-CS0D238C22B	PlexinA2_complex1_SEMA3A	complex:PlexinA2_complex1	simple:Q14563		ENSG00000075213	True	True	False	curated	False	0.055																										1.9290764831										1.80406671									1.8233254893										1.6983157161																																															1.9202969603										1.7952871872									6.2829590243										6.1579492512									2.1254214223										2.0004116492																																																																																																								1.654574969										1.5295651959																												2.0370903049										1.9120805318									2.5728569953										2.4478472222									3.8893548902										3.7643451171									2.164266606										2.0392568329		
CPI-CS0BAF97962	PDGFR complex_PDGFD	complex:PDGFR complex	simple:Q9GZP0		ENSG00000170962	True	True	False	curated	False	0.055	1.6933004446				2.9315923992		2.7650101065										3.9684861104	4.3636959635																																																																																																	2.1552102606				3.3935022152		3.2269199224										4.4303959263	4.8256057795																																																																																																																																							7.4480817367				8.6863736913		8.5197913985										9.7232674024	10.1184772556																					1.4682159599				2.7065079146		2.5399256218										3.7434016257	4.1386114789																																							
CPI-SS0D954EA1C	PDGFRB_PDGFD	simple:P09619	simple:Q9GZP0	ENSG00000113721	ENSG00000170962	True	True	False	curated	False	0.055	1.6933004446				2.9315923992		2.7650101065										3.9684861104	4.3636959635																																																																																																	2.1552102606				3.3935022152		3.2269199224										4.4303959263	4.8256057795																																																																																																																																							7.4480817367				8.6863736913		8.5197913985										9.7232674024	10.1184772556																					1.4682159599				2.7065079146		2.5399256218										3.7434016257	4.1386114789																																							
CPI-SS0DA366C78	EPHB2_EFNB3	simple:P29323	simple:Q15768	ENSG00000133216	ENSG00000108947	False	True	True	curated	False	0.055																												1.4845395915	1.3235179522											0.8251523296	0.7486872315			0.9203550416			1.8063320681	1.6453104288			1.0893364161						0.7618229423																																															1.4849915385	1.3239698992																																					1.3697051378	1.2086834985																																																																																																																																																							1.4263677239	1.2653460846																																																	0.7054110391				0.8006137511			1.6865907775	1.5255691382			0.9695951256						
CPI-CS046B3C139	ACVR_1A2A receptor_BMP7	complex:ACVR_1A2A receptor	simple:P18075		ENSG00000101144	True	True	False	curated	False	0.055																								0.7184730638		1.3953499046																	0.6629971439		1.3398739847																	0.8572881145		1.5341649553																	0.6134796975		1.2903565382																	0.9780538454		1.6549306861																																				0.6639781561		1.3408549969																																																																																																																0.6985344426		1.3754112834																																				1.0764862209		1.7533630617																	1.0113374141		1.6882142549																																				1.1130874653		1.789964306												
CPI-CS08CC8F9D3	ACVR1_BMPR2_BMP7	complex:ACVR1_BMPR2	simple:P18075		ENSG00000101144	True	True	False	curated	False	0.055																								0.8758619584		1.5527387992																	0.9869890975		1.6638659383																																						1.3335475827																	1.1204186023		1.7972954431																																				0.8200425534		1.4969193941																																																																										1.0411742652		1.718051106																																				0.8052442174		1.4821210582																																				0.7845658709		1.4614427117																			1.533332366																	0.8830252853		1.5599021261																	0.743990641		1.4208674818												
CPI-SS02770D68F	NOTCH2_JAG2	simple:Q04721	simple:Q9Y219	ENSG00000134250	ENSG00000184916	False	True	False	curated	False	0.058		0.7407641361	0.7334360143					0.7707105521																																																																						1.8068627009	1.7995345791					1.8368091169													0.2758383042	0.2685101824					0.3057847202													1.4835877408	1.476259619					1.5135341568																																																																						1.9937324727	1.9864043509					2.0236788887													0.8068120845	0.7994839627					0.8367585005																																																																																									2.5381598342	2.5308317124					2.5681062502																																																	
CPI-SS085195142	TYRO3_GAS6	simple:Q06418	simple:Q14393	ENSG00000092445	ENSG00000183087	True	True	False	guidetopharmacology.org	False	0.058																							0.5401697582	0.8817261149			0.4032833973			1.3401647797							0.6153179195	0.3777236404																																																																																																																																																																																																0.5739961216	0.593538505	0.8271355752	1.1686919319			0.6902492143			1.6271305968					0.6170547222		0.9022837365	0.6646894574																																																																																																			0.5410013345	0.8825576913			0.4041149737			1.3409963561							0.6161494958	0.3785552168
CPI-SS0BF490275	FGFR1_KL	simple:P11362	simple:Q9UEF7	ENSG00000077782	ENSG00000133116	True	True	False	I2D	False	0.061					4.3425915919		2.2379200096																	3.0534030719		0.9487314896																	3.2043843381		1.0997127558																																				3.5181191833		1.4134476011																																				4.0693274823		1.9646559																																																																										3.1860682788		1.0813966965																																																							2.9307586319		0.8260870496																	3.2602442607		1.1555726784																	2.9366201978		0.8319486155																	3.8570027		1.7523311177																																				2.829337968		0.7246663857												
CPI-SS02371A6D6	VEGFA_EPHB2	simple:P15692	simple:P29323	ENSG00000112715	ENSG00000133216	True	False	True	I2D	False	0.061		1.2874188104	1.609211287			1.2878707574		1.1725843567								1.2292469429			1.4894699965																																																											0.6727791205	0.9945715971			0.6732310675		0.5579446668								0.614607253			0.8748303066																																								0.4589744737	0.7807669503			0.4594264207													0.6610256598																																																																																																	0.8152368084	1.137029285			0.8156887554		0.7004023547								0.7570649408			1.0172879944																																																																																															
CPI-SS02928C71A	PDGFB_LRP1	simple:P01127	simple:Q07954	ENSG00000100311	ENSG00000123384	True	False	True	I2D,InnateDB-All	False	0.061																																							0.9891940599			0.9193962118			1.4210896704					1.3047965761		1.3199421738			1.6316886027																																																																																																																																																																																																																																																																													1.6318599215	1.1224684651	1.1167372951	1.5620620734	1.1325260754	0.9592499981	2.063755532	1.1502599795			1.2180051131	1.9474624377	0.9743677001	1.9626080353	1.2070402582	1.1346845676	2.2743544643		1.0832691388																			
CPI-SS0BAB460FF	ANGPT2_TEK	simple:O15123	simple:Q02763	ENSG00000091879	ENSG00000120156	True	False	True	curated	False	0.064																					0.2942212908	0.3205569931			0.4161302325		0.3015240646										2.9107826082	0.3279680796		0.3057173371	0.3320530395			0.4276262789		0.3130201109										2.9222786545	0.3394641259																																																																														0.27952505	0.3058607523			0.4014339917		0.2868278238										2.8960863674	0.3132718388																																																																																																																																																																																																	0.2954458788			0.3910191182		0.2764129502										2.8856714938	0.3028569652
CPI-SS0FB37E079	INHA_TGFBR3	simple:P05111	simple:Q03167	ENSG00000123999	ENSG00000069702	True	False	True	I2D	False	0.066																																								0.5704500034	0.9816876632		1.2430656903	0.7972335554	3.9137867238								0.8735594455		2.9085987181	0.8382687518																																																																															0.594697998	1.0059356577		1.2673136848	0.8214815499	3.9380347183								0.89780744		2.9328467126	0.8625167463																																																																																																																																																																																																	0.6080568154	1.0192944752		1.2806725023	0.8348403674	3.9513935358								0.9111662574		2.9462055301	0.8758755638	
CPI-SS0C694CB44	VEGFA_GRIN2B	simple:P15692	simple:Q13224	ENSG00000112715	ENSG00000273079	True	False	True	I2D	False	0.066		11.2814026663	8.9342329684			9.3742610225		7.3833179435								10.913944119			6.8073100013																																																											10.6667629764	8.3195932785			8.7596213326		6.7686782536								10.2993044291			6.1926703114																																								10.4529583296	8.1057886317			8.5458166858		6.5548736068								10.0854997823			5.9788656646																																																																																																	10.8092206642	8.4620509664			8.9020790205		6.9111359415								10.441762117			6.3351279993																																																																																															
CPI-SS0ACD487F0	L1CAM_L1CAM	simple:P32004	simple:P32004	ENSG00000198910	ENSG00000198910	False	False	False	curated	False	0.066																					0.3803976357	0.3576248335					0.3675948967								0.3512640209			0.3792495461		0.3576248335	0.3348520313					0.3448220945								0.3284912188			0.356476744																																																																														0.3675948967	0.3448220945					0.3547921577								0.3384612819			0.3664468071																																																																																																																																							0.3512640209	0.3284912188					0.3384612819											0.3501159314																																								0.3792495461	0.356476744					0.3664468071								0.3501159314			0.3781014566
CPI-CS091BF99D0	ACVR_1A2A receptor_INHBA	complex:ACVR_1A2A receptor	simple:P08476		ENSG00000122641	True	True	False	curated	False	0.066																					0.6597117139	0.5923897733			0.6731885849															0.604235794				0.6177126651															0.7985267646	0.731204824			0.8120036356																																		0.9192924954	0.8519705549			0.9327693665											0.8620046535																							0.6052168062				0.6186936772																																																																																																														0.6397730927				0.6532499637																																		1.017724871	0.9504029304			1.031201742											0.960437029																																										1.0543261153	0.9870041748			1.0678029864											0.9970382734		
CPI-SS04124F4E1	EPO_EFNB2	simple:P01588	simple:P52799	ENSG00000130427	ENSG00000125266	True	False	True	IMEx,IntAct	False	0.066		0.8897798759						0.8915842369											0.8918000611																					0.7593090856						0.7611134466											0.7613292708		0.9004449322						0.9022492933											0.9024651175																																																											0.9109562377						0.9127605988											0.912976423		0.776932768						0.778737129											0.7789529532																					1.2088128629						1.210617224											1.2108330482		0.7975229011						0.7993272622											0.7995430863																																																																																																																				0.7896412798						0.7914456408											0.791661465
CPI-SS02D18D12B	CADM3_CADM4	simple:Q8N126	simple:Q8NFZ8	ENSG00000162706	ENSG00000105767	False	False	False	curated	False	0.069																											0.4394726525					0.6448318197	0.5185369819													0.5256197956					0.7309789628	0.6046841251					0.4553894854								0.6951539094					0.9005130766	0.7742182388					0.6249235992																											0.4328643154					0.6382234826	0.5119286449																																0.4587558651					0.6641150324	0.5378201946																																																																																																																																																		0.6074913351					0.8128505023	0.6865556646					0.5372610249																																														0.5560350276					0.7613941949	0.6350993571					0.4858047175
CPI-SS02D7A1DDE	KIT_KITLG	simple:P10721	simple:P21583	ENSG00000157404	ENSG00000049130	True	True	False	curated	False	0.069																														1.017028947					1.0402184953	0.9943222456	3.4039475262	0.417417717											1.1378123271					1.1610018755	1.1151056258	3.5247309064	0.5382010972											1.2410412014					1.2642307498	1.2183345001	3.6279597807	0.6414299715																																																	1.5861310531					1.6093206015	1.5634243518	3.9730496324	0.9865198232																																																																																																																																																																																																																												0.9978521069					1.0210416552	0.9751454055	3.3847706861	0.3982408769
CPI-SS0D00AAD2F	SEMA5A_PLXNB3	simple:Q13591	simple:Q9ULL4	ENSG00000112902	ENSG00000198753	False	False	True	curated	False	0.075																																															1.3766686763	1.2465354757			2.0135907686																																																					3.8565819354	3.7264487348			4.4935040277	3.2930797924														2.0705787028	1.9404455022			2.7075007951	1.5070765597														1.3484852454	1.2183520448			1.9854073377																																																																																											4.5041350118	4.3740018112			5.1410571041	3.9406328688														2.0175955325	1.8874623319			2.6545176248	1.4540933894														1.8137713925	1.6836381919			2.4506934848																																																																								1.2100323734				1.8469544657						
CPI-SS065F7DA2A	COPA_P2RY6	simple:P53621	simple:Q15077	ENSG00000122218	ENSG00000171631	True	False	True	IMEx,IntAct	False	0.078											3.1747394454	1.9872082468																		3.1709585032	1.9834273046																		3.1588691286	1.97133793																		3.2536107238	2.0660795252																		3.1549991496	1.967467951																		3.1572745216	1.969743323																																					3.2150816817	2.0275504831																																					3.3362458948	2.1487146962																																					3.5173583062	2.3298271076																		3.3137875138	2.1262563152																		3.2237068336	2.0361756349																		3.2180094033	2.0304782047																		3.1005174589	1.9129862603																																																								3.1708322058	1.9833010072							
CPI-CS0AB19226A	PlexinA4_complex1_SEMA3A	complex:PlexinA4_complex1	simple:Q14563		ENSG00000075213	True	True	False	curated	False	0.078							1.8111483154										1.6861385422									2.8433973515										2.7183875784									4.0331044174										3.9080946443																												1.7960862565										1.6710764833									3.3969500813										3.2719403082									2.3313349946										2.2063252215									1.6739762162										1.548966443																																															6.2140455049										6.0890357318									3.582787723										3.4577779499																																															1.8531743222										1.7281645491									1.6834953589										1.5584855857									3.8894986065										3.7644888333									2.6095445217										2.4845347486									2.5230155622										2.3980057891		
CPI-SS08083B141	NRP1_SEMA3A	simple:O14786	simple:Q14563	ENSG00000099250	ENSG00000075213	True	True	False	curated	False	0.078							1.8111483154										1.6861385422									2.8433973515										2.7183875784									4.0331044174										3.9080946443																												1.7960862565										1.6710764833									3.3969500813										3.2719403082									2.3313349946										2.2063252215									1.6739762162										1.548966443																																															6.2140455049										6.0890357318									3.582787723										3.4577779499																																															1.8531743222										1.7281645491									1.6834953589										1.5584855857									3.8894986065										3.7644888333									2.6095445217										2.4845347486									2.5230155622										2.3980057891		
CPI-SS0E00478B4	NRP2_VEGFA	simple:O60462	simple:P15692	ENSG00000118257	ENSG00000112715	True	True	False	curated	False	0.078																				1.1739733898													0.7017913878						1.7561813736				1.1415416837			0.9277370369						1.2839993716																									1.3037628796													0.8315808776						1.5968428955				0.9822032056			0.7683985589						1.1246608935						1.4720787876				0.8574390977									0.9998967855						1.4792044935				0.8645648036			0.6507601568						1.0070224914																																																															1.6278912966				1.0132516066			0.7994469599						1.1557092945																																																																																		1.5262146852																																						1.6603460849				1.045706395			0.8319017482						1.1881640828					
CPI-SS0241A1F57	NRP2_SEMA3C	simple:O60462	simple:Q99985	ENSG00000118257	ENSG00000075223	True	True	False	curated	False	0.08																																					5.1993390598						1.0122305218			1.0755246516									1.2922557995	5.7815470436																																					0.8398373056	5.3291285496						0.8528920437			0.9161861736									1.1329173215	5.6222085656						0.7281279357			0.7914220656									1.0081532135	5.4974444576						0.7352536416			0.7985477715									1.0152789194	5.5045701635																																																															0.8839404447			0.9472345746									1.1639657225	5.6532569666																																																																																														1.0622891111	5.5515803552																									0.916395233			0.9796893629									1.1964205108	5.6857117549	
